,0,1,2,3,4,5,6,7
AKT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPK,0.6079411356379286,0.8818547827294183,0.606761071775649,0.8816465361654867,0.7430237401082882,0.9454394002498959,0.7430237401082882,0.9454394002498959
ATM/ATR,0.5146466749965292,0.5385256143273636,0.5064556434818825,0.5318617242815492,0.8788004997917535,0.887963348604748,0.8763015410245731,0.8854643898375677
CDK2/4/6,0.4008052200472026,0.385256143273636,0.40392891850617796,0.3882410106899903,0.04748021657642649,0.04664723032069971,0.04789670970428988,0.04664723032069971
CDKN1A,0.6940163820630293,0.7352144939608496,0.6876301541024573,0.729730667777315,0.8871303623490212,0.8954602249062891,0.8842149104539775,0.8942107455226989
CDKN2A,0.0,0.0,0.0,0.0,0.9975010412328197,0.9968763015410246,0.9979175343606831,0.997292794668888
DNAdamage,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
E2F1,0.4063584617520478,0.4179161460502569,0.4085103429126753,0.4202068582535055,0.0,0.0,0.0,0.0
EIF4EBP1,0.9001804803554075,0.9748021657642649,0.8993474940996807,0.9748021657642649,1.0,1.0,1.0,1.0
FOXO3,0.4565458836595863,0.5268638067471887,0.4433569346105789,0.5137442732194919,0.7401082882132445,0.7961266139108705,0.7234485630987089,0.7761349437734277
IGF1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
IGF1R,0.3723448563098709,0.3184784117728724,1.0,1.0,0.0,0.0,1.0,1.0
IKBKB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSR,0.7280299875052062,0.07330279050395669,0.7280299875052062,0.07330279050395669,0.7280299875052062,0.07330279050395669,0.7280299875052062,0.07330279050395669
IRS1,0.7067194224628627,0.2654449534916007,1.0,0.8354852144939608,0.5272802998750521,0.0,1.0,0.8354852144939608
KRAS,0.7041510481743718,0.46661113424961825,0.8983756768013328,0.7313619325281133,0.592253227821741,0.34902124114952104,0.8983756768013328,0.7313619325281133
MAP2K3/MAP2K6,0.0,0.0,0.0,0.0,0.9975010412328197,0.9968763015410246,0.9979175343606831,0.997292794668888
MAPK1,0.690892683604054,0.6341802026933222,0.7409412744689713,0.6997084548104956,0.663890045814244,0.6080799666805498,0.7409412744689713,0.6997084548104956
MAPK14,0.0,0.0,0.0,0.0,0.9975010412328197,0.9968763015410246,0.9979175343606831,0.997292794668888
MDM2,0.2769679300291545,0.3107038733860891,0.27634319033735943,0.3103567957795363,0.0,0.0,0.0,0.0
MTOR,0.09981951964459254,0.02519783423573511,0.10065250590031932,0.02519783423573511,0.0,0.0,0.0,0.0
NAD+,0.6371650701096765,0.7076218242399,0.6371650701096765,0.7076218242399,0.6713869221157851,0.7296959600166597,0.6713869221157851,0.7296959600166597
NFKB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFKBIE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PDK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3CA,0.6953352769679301,0.25878106344578644,0.9995835068721366,0.8163265306122449,0.5097875885047897,0.0012494793835901709,0.9995835068721366,0.8163265306122449
PPARGC1A,0.8015757323337499,0.8462793280577536,0.8015757323337499,0.8462793280577536,0.806747188671387,0.85381091211995,0.806747188671387,0.85381091211995
PTEN,0.5800360960710815,0.6001665972511454,0.5785783701235596,0.5990559489101763,0.7109537692628072,0.7109537692628072,0.7109537692628072,0.7109537692628072
RB1,0.5936415382479522,0.5820838539497432,0.5914896570873247,0.5797931417464944,1.0,1.0,1.0,1.0
RHEB,0.2370540052755796,0.22157434402332363,0.2370540052755796,0.22157434402332363,0.22407330279050397,0.21657642648896294,0.22407330279050397,0.21657642648896294
ROS,0.22344856309870886,0.22081077328890739,0.22428154935443564,0.22247674580036095,0.5918367346938775,0.5882965431070387,0.5939192003331945,0.5899625156184923
S6K1,0.09981951964459254,0.02519783423573511,0.10065250590031932,0.02519783423573511,0.0,0.0,0.0,0.0
SGK1,0.49271137026239065,0.49271137026239065,0.49271137026239065,0.49271137026239065,0.49271137026239065,0.49271137026239065,0.49271137026239065,0.49271137026239065
SIRT1,0.6159239205886435,0.6355685131195336,0.6159239205886435,0.6355685131195336,0.6184922948771345,0.6409829237817576,0.6184922948771345,0.6409829237817576
SOD2,0.6302235179786201,0.6512564209357211,0.6273774816048869,0.6472303206997084,0.7072053311120367,0.7224073302790504,0.7030403998334027,0.7178259058725531
TP53,0.3865750381785368,0.4741080105511591,0.38109121199500207,0.47001249479383583,1.0,1.0,1.0,1.0
TSC2,0.7986949881993614,0.8534985422740525,0.7979314174649452,0.8534985422740525,0.8304872969596002,0.870887130362349,0.8304872969596002,0.870887130362349
ULK1,0.8734381507705122,0.9690753852561432,0.8726051645147855,0.9690753852561432,1.0,1.0,1.0,1.0
lowNutrition,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
