,0,1,2,3,4,5,6,7
DNAdamage,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
IGF1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
lowNutrition,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
PDK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKBKB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTEN,0.5698333333333333,0.6259,0.5690666666666666,0.6251,0.7178,0.718,0.7178,0.718
E2F1,0.4139,0.432425,0.41466666666666663,0.4336916666666666,0.0001,0.0,0.0001,0.0
EIF4EBP1,0.5835166666666667,0.9263333333333332,0.5832166666666667,0.9260333333333333,0.6318,1.0,0.6318,1.0
IL1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6K1,0.4164833333333333,0.07366666666666666,0.4167833333333333,0.07396666666666667,0.3682,0.0,0.3682,0.0
ULK1,0.418425,0.899425,0.418225,0.8989916666666667,0.4802,1.0,0.4802,1.0
