,0,1,2,3,4,5,6,7
DNAdamage,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
IGF1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
lowNutrition,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
PDK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKBKB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTEN,0.5700666666666667,0.6261666666666666,0.5690666666666666,0.6253,0.7178,0.718,0.7178,0.718
E2F1,0.4139333333333332,0.4323583333333333,0.41466666666666663,0.4336916666666666,0.0001,0.0,0.0001,0.0
EIF4EBP1,0.5838666666666666,0.9275833333333332,0.5834666666666667,0.9273833333333332,0.6318,1.0,0.6318,1.0
IL1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6K1,0.4161333333333333,0.07241666666666666,0.4165333333333333,0.07261666666666666,0.3682,0.0,0.3682,0.0
ULK1,0.419425,0.900925,0.419025,0.9005916666666668,0.4802,1.0,0.4802,1.0
