Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
4.8600	0.0001	0.0001	0.0447	0.9974	0.0026	B -- C	0.001200	0.000490	A -- B -- C	0.001000	0.000447	<nil>	0.996000	0.000893	A -- C	0.001600	0.000565	C	0.000200	0.000200
4.8700	0.0001	0.0001	0.0446	0.9975	0.0025	B -- C	0.001308	0.000501	A -- B -- C	0.000892	0.000410	<nil>	0.996000	0.000893	A -- C	0.001600	0.000565	C	0.000200	0.000200
4.8800	0.0001	0.0001	0.0446	0.9976	0.0024	B -- C	0.001400	0.000529	A -- B -- C	0.000800	0.000400	<nil>	0.996000	0.000893	A -- C	0.001600	0.000565	C	0.000200	0.000200
4.8900	0.0001	0.0001	0.0446	0.9976	0.0024	B -- C	0.001400	0.000529	A -- B -- C	0.000800	0.000400	<nil>	0.996000	0.000893	A -- C	0.001600	0.000565	C	0.000200	0.000200
4.9000	0.0001	0.0001	0.0446	0.9976	0.0024	B -- C	0.001400	0.000529	A -- B -- C	0.000800	0.000400	<nil>	0.996000	0.000893	A -- C	0.001600	0.000565	C	0.000200	0.000200
4.9100	0.0001	0.0001	0.0446	0.9976	0.0024	B -- C	0.001400	0.000529	A -- B -- C	0.000800	0.000400	<nil>	0.996000	0.000893	A -- C	0.001600	0.000565	C	0.000200	0.000200
4.9200	0.0001	0.0001	0.0446	0.9976	0.0024	B -- C	0.001400	0.000529	A -- B -- C	0.000828	0.000401	<nil>	0.996000	0.000893	A -- C	0.001572	0.000556	C	0.000200	0.000200
4.9300	0.0001	0.0001	0.0447	0.9976	0.0024	B -- C	0.001400	0.000529	A -- B -- C	0.001000	0.000447	<nil>	0.996000	0.000893	A -- C	0.001400	0.000529	C	0.000200	0.000200
4.9400	0.0002	0.0001	0.0451	0.9976	0.0024	B -- C	0.001209	0.000490	A -- B -- C	0.001000	0.000447	<nil>	0.996000	0.000893	A -- C	0.001400	0.000529	C	0.000391	0.000277
4.9500	0.0002	0.0001	0.0452	0.9976	0.0024	B -- C	0.001200	0.000490	A -- B -- C	0.001000	0.000447	<nil>	0.996000	0.000893	A -- C	0.001400	0.000529	C	0.000400	0.000283
4.9600	0.0002	0.0001	0.0452	0.9976	0.0024	B -- C	0.001189	0.000485	A -- B -- C	0.001066	0.000452	<nil>	0.996000	0.000893	A -- C	0.001334	0.000508	C	0.000411	0.000283
4.9700	0.0003	0.0002	0.0454	0.9977	0.0023	B -- C	0.001138	0.000468	A -- B -- C	0.001062	0.000451	<nil>	0.996000	0.000893	A -- C	0.001200	0.000490	C	0.000600	0.000346
4.9800	0.0003	0.0002	0.0456	0.9978	0.0022	B -- C	0.001032	0.000448	A -- B -- C	0.001000	0.000447	<nil>	0.996000	0.000893	A -- C	0.001200	0.000490	C	0.000768	0.000385
