,0,1,2,3,4,5,6,7
DNAdamage,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
IGF1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
lowNutrition,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
PDK1,0.15165165165165165,0.1114114114114114,0.15195195195195196,0.1114114114114114,0.20960960960960962,0.20960960960960962,0.20960960960960962,0.20960960960960962
AKT1,0.15165165165165165,0.1114114114114114,0.15195195195195196,0.1114114114114114,0.20960960960960962,0.20960960960960962,0.20960960960960962,0.20960960960960962
IKBKB,0.0003003003003003003,0.006606606606606606,0.0003003003003003003,0.006606606606606606,0.20960960960960962,0.20960960960960962,0.20960960960960962,0.20960960960960962
PTEN,0.2589089089089089,0.3611361361361361,0.2581081081081081,0.360035035035035,0.36666666666666664,0.36696696696696696,0.36666666666666664,0.36696696696696696
E2F1,0.5083333333333334,0.4978728728728729,0.5095345345345346,0.49882382382382384,0.00015015015015015014,0.0,0.00015015015015015014,0.0
EIF4EBP1,0.48453453453453454,0.8502502502502501,0.48423423423423423,0.8502502502502501,0.4894894894894895,0.8831831831831832,0.4894894894894895,0.8831831831831832
IL1B,0.0003003003003003003,0.006006006006006006,0.0003003003003003003,0.006006006006006006,0.20960960960960962,0.1987987987987988,0.20960960960960962,0.1987987987987988
IL6,0.0003003003003003003,0.006006006006006006,0.0003003003003003003,0.006006006006006006,0.20960960960960962,0.1987987987987988,0.20960960960960962,0.1987987987987988
S6K1,0.5154654654654655,0.14974974974974975,0.5157657657657657,0.14974974974974975,0.5105105105105106,0.11681681681681681,0.5105105105105106,0.11681681681681681
ULK1,0.34767267267267266,0.8341591591591592,0.3473723723723724,0.833958958958959,0.37777777777777777,0.9048048048048049,0.37777777777777777,0.9048048048048049
