SYMBOL:EIF4G1,12.122,11.305,11.109,11.165,11.035
SYMBOL:IRS1,10.248,10.086,10.144,9.789,9.883
SYMBOL:LAT,10.769,10.297,10.346,10.297,10.097
SYMBOL:STK11,10.323,10.134,10.358,9.985,9.958
SYMBOL:STK11,10.067,10.137,10.163,9.975,9.997
SYMBOL:MAP2K1,10.387,10.602,10.733,10.931,11.289
SYMBOL:MAP2K1,10.745,11.081,10.976,10.67,10.707
SYMBOL:RPS6KA5,13.106,12.831,12.426,12.052,12.732
SYMBOL:RPS6KA5,10.48,10.852,10.287,10.558,10.139
SYMBOL:MTOR,10.164,10.24,10.08,9.957,10.257
SYMBOL:PAK4,10.127,10.036,9.709,10.02,9.881
SYMBOL:PRKCA,10.073,10.153,10.289,9.959,10.298
SYMBOL:PRKCD,10.089,10.095,10.051,9.858,10.296
SYMBOL:CCNE2,10.431,10.308,10.503,10.327,10.215
SYMBOL:PRKD1,10.38,10.261,10.352,10.079,10.297
SYMBOL:PRKD1,9.829,9.769,9.653,9.637,9.775
SYMBOL:NFKB1,12.505,12.492,11.867,12.364,12.069
SYMBOL:NFKB1,10.308,10.532,10.445,9.969,10.057
SYMBOL:NFKB1,10.18,10.434,10.12,10.451,9.963
SYMBOL:REL,10.281,10.597,10.954,11.219,10.365
SYMBOL:JUN,10.189,10.182,10.004,9.885,9.974
SYMBOL:JUN,10.12,10.015,9.484,9.565,9.594
SYMBOL:JUN,10.453,10.646,10.18,10.873,9.938
SYMBOL:JUN,10.164,10.179,10.187,10.222,10.079
SYMBOL:JUN,10.01,10.168,10.177,10.473,10.023
SYMBOL:JUNB,10.444,10.464,10.505,10.708,10.087
SYMBOL:JUNB,10.465,10.206,10.183,10.355,10.089
SYMBOL:JUNB,10.473,10.516,10.52,10.625,10.336
SYMBOL:ATF2,10.392,10.169,10.161,10.496,10.387
SYMBOL:ATF2,10.507,10.402,10.464,10.389,10.697
SYMBOL:ATF2,10.21,10.389,10.098,10.106,10.369
SYMBOL:ATF2,10.162,10.228,9.817,9.896,10.231
SYMBOL:ATF2,9.944,9.96,9.828,10.014,10.157
SYMBOL:MYC,9.952,9.971,9.827,9.948,9.87
SYMBOL:MYC,10.371,10.338,9.866,10.229,10.214
SYMBOL:VASP,9.741,9.898,9.801,9.891,9.725
SYMBOL:PTK2B,10.232,10.413,9.932,10.469,9.963
SYMBOL:RELA,10.228,10.56,9.883,10.435,10.149
SYMBOL:CTNNB1,10.117,10.116,10.106,9.981,9.929
SYMBOL:CTNNB1,10.394,10.424,10.345,10.447,10.237
SYMBOL:EGFR,10.231,10.377,10.54,10.323,10.1
SYMBOL:MTOR,10.333,10.224,10.011,9.927,10.058
SYMBOL:EIF4EBP1,10.027,10.007,10.132,9.98,10.023
SYMBOL:EIF4EBP1,10.158,10.161,10.265,10.097,10.214
SYMBOL:STMN1,10.226,10.489,10.601,10.681,10.306
SYMBOL:STMN1,10.219,10.193,10.536,10.325,10.357
SYMBOL:PDGFRB,10.096,10.409,10.228,10.408,10.215
SYMBOL:MET,10.692,10.763,10.675,10.585,10.687
SYMBOL:EGFR,10.161,10.266,10.323,10.333,10.281
SYMBOL:EGFR,10.447,10.367,10.271,10.243,10.339
SYMBOL:IRS1,10.452,10.416,10.657,10.71,10.562
SYMBOL:IRS1,10.092,10.249,9.488,10.099,10.203
SYMBOL:RPS6,10.089,10.026,10.092,10.333,10.019
SYMBOL:EIF4E,10.023,10.109,9.692,9.832,9.896
SYMBOL:ELK1,10,10.134,9.962,10.15,10.026
SYMBOL:ELK1,9.513,9.723,9.704,9.584,9.644
SYMBOL:MEF2A,10.802,10.689,10.49,10.203,10.88
SYMBOL:MEF2A,9.982,10.284,10.226,10.067,10.061
SYMBOL:GATA1,9.811,9.88,9.802,9.596,9.771
SYMBOL:GATA1,9.868,9.956,10.027,9.787,10.035
SYMBOL:HNF4A,9.777,9.644,9.757,9.316,9.672
SYMBOL:STAT1,9.316,9.384,9.434,9.222,9.442
SYMBOL:STAT3,10.463,10.452,10.506,10.409,10.625
SYMBOL:STAT3,10.071,9.962,10.161,9.83,10.096
SYMBOL:STAT4,9.533,9.59,9.75,9.373,9.636
SYMBOL:STAT5A,9.649,9.576,9.793,9.726,9.775
SYMBOL:STAT5A,13.57,13.638,13.17,13.225,13.761
SYMBOL:STAT6,9.91,9.926,10.097,10.017,10.232
SYMBOL:STAT6,12.336,12.561,12.062,12.111,12.537
SYMBOL:CREB1,10.559,10.575,10.468,10.33,10.592
SYMBOL:ATF4,10.227,10.28,10.48,10.238,10.507
SYMBOL:AKT1,10.203,10.127,10.316,10.06,10.337
SYMBOL:AKT1,10.324,10.34,10.224,10.37,10.331
SYMBOL:IRS1,10.302,10.252,10.315,10.207,10.002
SYMBOL:MET,10.321,10.39,10.196,10.072,10.054
SYMBOL:FGFR1,10.264,10.325,10.431,10.399,10.194
SYMBOL:KIT,10.544,10.745,10.6,10.763,10.437
SYMBOL:SP1,9.729,9.719,9.818,9.445,9.678
SYMBOL:BAX,9.803,9.985,10.22,9.989,9.909
SYMBOL:NOS3,10.055,9.932,10.072,9.74,9.896
SYMBOL:CDK1,10.278,10.353,10.398,10.329,10.313
SYMBOL:MAPK3,10.329,10.385,10.443,10.463,10.39
SYMBOL:MAPK3,10.126,10.142,10.254,10.139,10.171
SYMBOL:HSPB1,9.844,9.826,10.193,9.916,10.057
SYMBOL:HSPB1,10.565,10.552,10.533,10.343,10.52
SYMBOL:MAPK8,10.164,10.166,10.471,10.081,10.36
SYMBOL:MAPK8,10.174,10.237,10.515,10.342,10.429
SYMBOL:NFKB1,10.324,10.312,10.972,10.585,10.581
SYMBOL:MAPK14,13.466,12.991,12.529,12.707,13.014
SYMBOL:RELB,10.398,10.408,10.264,10.17,10.426
SYMBOL:SNCA,9.84,9.822,10.086,9.616,10.057
SYMBOL:MAPT,11.786,11.773,11.504,11.414,11.859
SYMBOL:CREB1,11.522,9.977,10.045,9.804,9.83
SYMBOL:EGFR,10.572,10.476,10.45,10.378,10.227
SYMBOL:PTK2,10.406,10.474,10.359,10.948,9.863
SYMBOL:FOXO1,10.325,10.325,10.77,10.606,10.163
SYMBOL:FOXO1,10.3,10.394,10.598,10.73,9.941
SYMBOL:FOXO1,10.07,10.448,10.816,10.26,10.259
SYMBOL:GRK2,10.822,10.659,10.294,11.029,10.215
SYMBOL:IKBKB,10.392,10.325,10.297,10.278,10.169
SYMBOL:IRS1,10.023,10.179,10.309,9.982,10.177
SYMBOL:MAPK8,10.227,10.277,10.519,10.297,10.417
SYMBOL:LAT,10.596,10.666,10.908,10.745,10.426
SYMBOL:LCK,10.335,10.289,10.433,10.584,10.436
SYMBOL:LCK,10.566,10.581,10.476,10.917,10.708
SYMBOL:MDM2,10.327,10.233,10.276,9.961,10.288
SYMBOL:MEF2D,10.167,10.141,10.392,11.39,10.461
SYMBOL:NFATC3,10.461,10.496,10.541,10.717,10.585
SYMBOL:TP53,10.557,10.343,10.288,10.321,10.25
SYMBOL:TP53,10.261,10.019,10.122,10.196,10
SYMBOL:RPS6KB1,9.772,9.709,9.731,9.641,9.72
SYMBOL:CASP1,10.45,10.392,10.257,10.268,10.146
SYMBOL:CASP2,10.077,9.988,9.965,9.976,9.826
SYMBOL:GRB10,9.857,10.066,9.95,9.924,9.901
SYMBOL:RACGAP1,10.033,10.099,10.265,10.672,9.989
SYMBOL:CDC37,10.34,10.221,10.412,10.294,10.121
SYMBOL:NFKBIA,10.142,10.435,10.559,10.96,10.329
SYMBOL:DUSP1,10.48,10.287,10.364,10.559,10.215
SYMBOL:NFKB2,11.547,12.176,11.83,10.283,10.25
SYMBOL:PAK1,10.172,10.311,10.686,10.453,10.148
SYMBOL:RAPGEF1,9.695,9.659,10.012,9.722,9.809
SYMBOL:MAP3K7,10.153,10.105,10.634,10.278,10.271
SYMBOL:NOS3,10.446,10.48,10.777,10.643,10.72
SYMBOL:IKBKG,10.276,10.251,10.607,10.307,10.174
SYMBOL:MTOR,10.675,10.685,10.52,11.066,10.509
SYMBOL:IGF2R,10.455,10.403,10.854,11.793,10.744
SYMBOL:PIK3R1,11.084,10.817,10.89,11.395,10.858
SYMBOL:PIK3R1,9.997,9.91,10.201,10.231,10.257
SYMBOL:RGS16,10.231,10.11,10.361,10.156,10.365
SYMBOL:ARHGEF2,10.203,9.864,10.146,10.462,9.879
SYMBOL:GRIN2A,11.538,11.511,10.801,11.347,10.635
SYMBOL:KDR,10.558,10.611,10.312,10.48,10.312
SYMBOL:VCL,11.089,11.19,10.884,11.072,10.881
SYMBOL:HGS,10.447,10.566,10.447,10.625,10.515
SYMBOL:IL10RA,11.265,11.208,11.186,11.321,10.651
SYMBOL:IL13RA1,12.405,12.304,11.608,12.175,11.959
SYMBOL:IL4R,11.636,11.468,11.18,11.473,11.229
SYMBOL:IL7R,11.629,11.053,10.438,10.434,11.72
SYMBOL:ITGB4,10.907,10.902,10.735,11.122,10.859
SYMBOL:KCNA3,11.927,11.864,11.386,11.901,11.637
SYMBOL:KCNB1,11.158,11.248,11.407,11.332,11.329
SYMBOL:CDK5,12.127,12.296,12.139,12.166,12.093
SYMBOL:STAM2,11.562,11.944,11.618,11.818,11.802
SYMBOL:AXL,10.553,10.612,10.614,11.15,10.918
SYMBOL:FER,12.493,12.707,12.31,12.458,11.537
SYMBOL:FLT3,11.161,11.073,10.997,10.979,11.23
SYMBOL:FLT3,11.403,11.866,11.523,12.098,11.762
SYMBOL:ICK,10.788,10.778,10.501,10.746,10.879
SYMBOL:BLNK,11.647,11.74,11.493,11.835,11.157
SYMBOL:PLCB3,9.708,9.807,9.826,9.881,9.69
SYMBOL:RASGRF1,10.766,10.749,10.364,10.503,10.652
SYMBOL:YWHAQ,9.935,9.774,9.829,9.698,9.609
SYMBOL:YWHAZ,11.993,12.907,11.613,11.489,11.42
SYMBOL:PFKFB2,10,10.056,9.972,9.989,9.888
SYMBOL:ACTA1,10.869,10.219,10.828,9.973,10.66
SYMBOL:ARAF,10.207,10.002,9.978,9.863,9.957
SYMBOL:ATRIP,12.295,12.168,12.231,12.269,12.497
SYMBOL:BAX,9.445,9.373,9.609,9.055,9.549
SYMBOL:BCL2,9.658,9.638,9.859,9.612,9.701
SYMBOL:BCL2L1,11.744,11.668,11.601,11.428,11.986
SYMBOL:BRAF,12.154,11.925,12.633,12.191,12.188
SYMBOL:BRAF,9.973,9.836,10.059,9.461,10.095
SYMBOL:CHEK2,10.8,10.761,10.633,10.708,11.074
SYMBOL:GAB1,9.853,9.872,10.052,10.179,9.918
SYMBOL:HDAC1,15.195,14.786,14.484,14.505,14.669
SYMBOL:MAPK14,10.065,10.138,10.072,9.928,10.039
SYMBOL:PRKCA,9.912,9.822,9.934,9.703,10.115
SYMBOL:PRKCE,10.068,9.989,10.072,10.054,10.106
SYMBOL:MYC,10.051,10.143,10.132,10.408,10.066
SYMBOL:ELK1,10.457,10.663,10.685,10.913,10.286
SYMBOL:ELK1,10.377,10.146,9.664,10.17,9.959
SYMBOL:MEF2A,9.975,10.044,9.91,9.912,9.941
SYMBOL:MEF2A,9.709,9.673,9.68,9.802,9.831
SYMBOL:GATA1,9.88,10.012,10.017,9.941,9.851
SYMBOL:GATA1,10.643,10.555,10.741,10.995,10.534
SYMBOL:HNF4A,10.261,10.27,10.466,10.508,10.158
SYMBOL:STAT1,10.379,10.339,10.233,9.929,10.162
SYMBOL:STAT3,9.868,10.412,9.75,9.771,9.97
SYMBOL:STAT3,10.151,10.237,10.488,10.436,10.186
SYMBOL:STAT4,9.531,9.513,9.406,9.295,9.64
SYMBOL:STAT5A,9.831,9.713,9.79,9.614,10.015
SYMBOL:STAT5A,9.681,9.892,9.757,10.259,10.024
SYMBOL:STAT6,9.922,9.926,9.721,9.928,10.105
SYMBOL:STAT6,10.999,10.823,10.507,10.653,10.774
SYMBOL:CREB1,10.182,10.373,10.515,10.557,10.461
SYMBOL:ATF4,10.492,10.306,10.302,10.011,10.096
SYMBOL:AKT1,10.03,10.089,10.229,10.407,10.271
SYMBOL:STMN1,10.208,10.208,10.358,10.475,10.148
SYMBOL:IRS1,10.465,10.443,10.293,10.562,10.25
SYMBOL:MET,10.088,10.184,10.217,10.347,10.018
SYMBOL:FGFR1,10.518,10.604,10.444,10.507,10.373
SYMBOL:KIT,11.736,11.903,11.808,12.03,11.859
SYMBOL:SP1,10.142,10.135,10.381,10.239,10.26
SYMBOL:BRCA1,12.146,10.005,11.582,11.066,10.16
SYMBOL:NOS3,9.654,9.767,10.085,9.653,9.918
SYMBOL:CDK1,10.98,11.1,10.961,11.157,10.999
SYMBOL:MAPK3,10.499,10.437,9.915,9.666,10.203
SYMBOL:MAPK3,9.629,9.721,9.618,9.329,9.856
SYMBOL:HSPB1,10.144,9.954,10.365,10.181,10.239
SYMBOL:HSPB1,10.28,10.128,10.079,9.917,10.191
SYMBOL:MAPK8,10.064,10.073,9.961,10.027,10.221
SYMBOL:MAPK8,10.341,10.338,10.495,10.613,10.43
SYMBOL:NFKB1,10.3,10.206,10.402,10.473,10.486
SYMBOL:MAPK14,9.892,9.781,9.705,9.471,9.932
SYMBOL:MAPK14,10.311,10.295,10.264,10.513,10.173
SYMBOL:RELB,10.383,10.27,9.979,10.516,10.214
SYMBOL:PTEN,10.539,10.55,10.271,10.269,10.541
SYMBOL:PTEN,11.357,11.324,10.915,11.051,11.255
SYMBOL:NBN,10.724,10.537,10.822,10.201,10.912
SYMBOL:BCL2,10.224,10.313,10.32,10.303,10.28
SYMBOL:BCL2,10.106,9.918,10.08,9.786,9.987
SYMBOL:RELA,10.569,10.482,10.517,10.515,10.579
SYMBOL:BAD,10.511,10.288,10.135,10.09,10.302
SYMBOL:BAD,10.121,10.033,10.194,9.853,10.043
SYMBOL:BAD,10.781,10.108,10.206,9.817,10.199
SYMBOL:ESR1,9.483,9.355,9.586,9.376,9.695
SYMBOL:ESR1,12.733,12.38,11.882,12.058,12.415
SYMBOL:ESR1,9.603,9.722,9.734,9.579,9.896
SYMBOL:ESR1,9.551,9.587,9.701,9.847,9.944
SYMBOL:PGR,10.069,9.961,9.715,10.005,9.93
SYMBOL:ERBB2,9.776,9.793,9.993,9.806,10.182
SYMBOL:ERBB2,10.523,10.226,10.365,10.198,10.684
SYMBOL:ERBB2,10.007,9.872,9.902,9.899,10.269
SYMBOL:EGFR,11.525,11.265,11.83,10.711,11.595
SYMBOL:EGFR,10.058,9.878,9.81,9.568,9.928
SYMBOL:GJA1,11.098,11.155,10.92,11.102,11.219
SYMBOL:DAB1,9.82,9.785,10.56,9.79,9.834
SYMBOL:RELA,10.109,10.245,11.079,10.363,10.128
SYMBOL:GRIA1,14.512,14.681,13.728,14.305,14.802
SYMBOL:GRIA1,10.292,10.462,10.649,10.742,10.543
SYMBOL:HSF1,10.011,10.07,10.458,10.396,10.115
SYMBOL:EGFR,11.055,10.808,10.754,10.605,10.829
SYMBOL:MARCKS,10.125,10.207,10.41,10.181,10.205
SYMBOL:NF2,9.841,9.923,9.939,9.637,9.983
SYMBOL:SYN1,10.086,10.034,10.258,10.062,10.26
SYMBOL:H2AFX,11.515,11.476,11.676,11.024,11.903
SYMBOL:RPS6KB1,10.035,10.022,10.185,9.985,10.308
SYMBOL:MAPT,10.282,10.202,10.348,10.621,10.386
SYMBOL:CTTN,9.662,9.616,9.782,10.853,9.931
SYMBOL:CTTN,10.607,10.52,10.682,11.134,10.92
SYMBOL:CREB1,9.832,9.841,9.863,9.895,10.143
SYMBOL:DAB1,9.972,9.946,9.888,9.616,10.217
SYMBOL:PPP1R1B,11.3,10.958,10.908,11.041,10.907
SYMBOL:DOK1,9.886,9.857,9.811,9.698,9.912
SYMBOL:RPS6KB1,10.077,10.269,10.332,10.342,9.505
SYMBOL:RPS6KB1,10.101,10.283,11.393,10.329,10.151
SYMBOL:RPS6KB1,10.136,10.474,11.837,9.962,9.941
SYMBOL:RPS6KA1,11.172,11.661,11.657,10.315,10.21
SYMBOL:RPS6KA1,10.29,10.17,10.205,10.24,10.235
SYMBOL:RPS6KA1,10.54,10.217,10.065,10.186,10.029
SYMBOL:PAK1,10.873,10.299,10.321,10.453,10.541
SYMBOL:PAK1,9.881,10.134,10.24,9.821,9.888
SYMBOL:PAK1,10.419,10.656,10.308,10.487,10.578
SYMBOL:PEA15,10.018,10.104,10.121,10.229,10.1
SYMBOL:PRKACA,10.111,10.155,10.196,9.954,10.121
SYMBOL:PPP2CA,10.753,10.525,9.641,10.36,10.305
SYMBOL:RAF1,9.998,9.983,10.113,9.943,10.123
SYMBOL:RAF1,10.136,10.191,10.288,11.288,10.193
SYMBOL:RYR2,10.273,9.895,9.836,10.658,10.483
SYMBOL:SYK,10.145,10.139,10.53,10.174,10.37
SYMBOL:SYN1,10.24,9.895,10.117,10.116,10.358
SYMBOL:TSC2,10.154,10.065,10.139,9.877,10.249
SYMBOL:TSC2,9.849,9.692,9.719,9.529,9.777
SYMBOL:VAV2,10.682,10.784,10.303,10.703,9.982
SYMBOL:CTNNB1,10.286,10.291,11.113,10.108,10.515
SYMBOL:CREB1,10.609,10.588,11.234,10.486,10.347
SYMBOL:EZR,10.528,10.393,10.114,11.114,10.433
SYMBOL:TP53,10.391,10.285,10.046,10.116,10.046
SYMBOL:TP53,10.151,10.372,9.909,11.053,10.578
SYMBOL:RB1,10.793,10.555,10.693,10.606,10.464
SYMBOL:SRF,10.336,10.272,10.687,10.327,10.314
SYMBOL:NTRK1,10.843,10.823,10.615,10.053,10.46
SYMBOL:NTRK1,9.962,11.102,10.249,9.941,9.902
SYMBOL:ABL1,10.184,11.75,10.313,10.011,10.177
SYMBOL:BRAF,10.604,11.894,10.698,10.537,10.482
SYMBOL:CAMK2B,10.256,10.347,10.252,9.827,10.368
SYMBOL:MAP3K1,10.417,10.322,10.694,10.378,10.652
SYMBOL:MAP2K3,10.099,9.776,10.365,10.041,10.215
SYMBOL:MAP2K7,10.54,10.464,10.527,10.358,10.688
SYMBOL:MAP2K7,10.698,10.531,10.479,10.672,10.667
SYMBOL:RPS6KA5,11.016,10.724,9.738,11.953,10.134
SYMBOL:RPS6KA4,10.415,10.427,10.234,10.143,10.477
SYMBOL:CDH5,13.646,12.73,12.124,13.352,12.676
SYMBOL:WWOX,11.182,11.089,10.61,10.831,10.57
SYMBOL:CLDN3,11.131,11.085,10.749,10.681,10.639
SYMBOL:CLDN6,10.923,11.012,10.936,11.035,10.896
SYMBOL:CLDN7,11.302,11.187,11.084,11.15,11.056
SYMBOL:PLD2,11.099,11.029,10.992,10.988,10.937
SYMBOL:PRKAA1,10.643,10.49,10.652,10.614,10.6
SYMBOL:MAP2K6,11.216,11.231,11.281,11.109,11.252
SYMBOL:MAPK14,9.898,9.891,10.092,9.954,10.085
SYMBOL:CTNNB1,10.238,10.317,10.477,10.131,10.252
SYMBOL:RPS6KB1,10.533,12.015,10.699,10.561,10.705
SYMBOL:GSK3A,9.966,10.161,10.209,9.82,10.152
SYMBOL:CASP8,10.583,10.413,10.685,10.436,10.493
SYMBOL:CDC25B,10.551,10.507,10.896,10.62,10.827
SYMBOL:CCNB1,11.795,11.189,11.025,11.433,11.078
SYMBOL:CCNE1,10.586,10.635,10.66,10.656,10.806
