Time	TH	ErrTH	H	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[p21]	ErrProb[p21]	Prob[<nil>]	ErrProb[<nil>]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	
7.4000	0.0648	0.0035	2.6834	0.000400	0.000283	0.002166	0.000638	0.046565	0.002917	0.242845	0.006037	0.015692	0.001749	0.172220	0.005336	0.328472	0.006609	0.052145	0.003097	0.053082	0.003119	0.000600	0.000346	0.013709	0.001632	0.006840	0.001148	0.010582	0.001424	0.000727	0.000356	0.052919	0.003130	0.001036	0.000423	
7.5000	0.0662	0.0035	2.6886	0.000400	0.000283	0.002544	0.000684	0.047658	0.002944	0.239381	0.006000	0.015663	0.001736	0.172735	0.005339	0.328863	0.006604	0.054229	0.003149	0.053288	0.003121	0.000579	0.000324	0.013766	0.001624	0.006624	0.001132	0.010042	0.001392	0.000293	0.000221	0.052426	0.003119	0.001509	0.000539	
7.6000	0.0663	0.0035	2.6937	0.000614	0.000320	0.002797	0.000725	0.047639	0.002963	0.238719	0.005999	0.015329	0.001727	0.172978	0.005345	0.328201	0.006604	0.055106	0.003178	0.052874	0.003099	0.000562	0.000326	0.014173	0.001655	0.006289	0.001102	0.009734	0.001371	0.000362	0.000231	0.052915	0.003129	0.001707	0.000575	
7.7000	0.0632	0.0035	2.6914	0.000703	0.000355	0.003163	0.000762	0.047023	0.002942	0.241127	0.006015	0.015714	0.001740	0.173625	0.005348	0.327384	0.006602	0.056156	0.003215	0.051329	0.003030	0.000528	0.000298	0.014996	0.001697	0.006207	0.001090	0.008686	0.001292	0.000546	0.000301	0.051145	0.003069	0.001667	0.000546	
7.8000	0.0624	0.0034	2.6860	0.000600	0.000346	0.002849	0.000735	0.045219	0.002873	0.241363	0.006022	0.015493	0.001736	0.174206	0.005358	0.328424	0.006599	0.056703	0.003220	0.051613	0.003057	0.000766	0.000384	0.015886	0.001748	0.005990	0.001082	0.007967	0.001233	0.000600	0.000346	0.050507	0.003055	0.001814	0.000586	
7.9000	0.0652	0.0035	2.6808	0.000713	0.000360	0.002665	0.000706	0.043690	0.002842	0.241503	0.006026	0.015693	0.001741	0.174918	0.005359	0.329349	0.006606	0.057668	0.003249	0.051521	0.003053	0.000788	0.000394	0.015238	0.001706	0.005817	0.001061	0.007645	0.001189	0.000712	0.000355	0.050104	0.003043	0.001978	0.000607	
8.0000	0.0658	0.0035	2.6665	0.000404	0.000283	0.003055	0.000765	0.042134	0.002786	0.242972	0.006035	0.016386	0.001773	0.175825	0.005380	0.331122	0.006621	0.058264	0.003280	0.048276	0.002958	0.000793	0.000378	0.014160	0.001650	0.004725	0.000941	0.007817	0.001232	0.000986	0.000423	0.051394	0.003097	0.001688	0.000548	
8.1000	0.0653	0.0035	2.6573	0.000331	0.000239	0.003085	0.000760	0.043414	0.002818	0.243337	0.006037	0.016587	0.001794	0.177110	0.005390	0.330609	0.006613	0.058116	0.003261	0.046415	0.002911	0.000669	0.000353	0.012758	0.001543	0.004208	0.000915	0.007352	0.001185	0.001077	0.000454	0.053532	0.003140	0.001400	0.000529	
8.2000	0.0652	0.0035	2.6501	0.000200	0.000200	0.003175	0.000793	0.044001	0.002852	0.242346	0.006033	0.016633	0.001800	0.177862	0.005402	0.332568	0.006628	0.056129	0.003221	0.045528	0.002871	0.000616	0.000347	0.012327	0.001531	0.004195	0.000901	0.007264	0.001188	0.000879	0.000408	0.054830	0.003176	0.001447	0.000531	
8.3000	0.0684	0.0036	2.6473	0.000489	0.000285	0.002510	0.000694	0.044081	0.002849	0.240843	0.006026	0.016671	0.001792	0.178370	0.005405	0.334511	0.006635	0.055365	0.003190	0.045851	0.002894	0.000619	0.000343	0.011982	0.001520	0.004046	0.000876	0.007981	0.001244	0.000800	0.000400	0.054411	0.003170	0.001471	0.000514	
8.4000	0.0681	0.0035	2.6473	0.000120	0.000087	0.003253	0.000799	0.044076	0.002845	0.239904	0.006008	0.016717	0.001801	0.178931	0.005410	0.335475	0.006638	0.054605	0.003175	0.046640	0.002907	0.000654	0.000350	0.011025	0.001460	0.004500	0.000931	0.008582	0.001290	0.000976	0.000415	0.053361	0.003138	0.001183	0.000462	
8.5000	0.0664	0.0035	2.6416	0.000066	0.000066	0.003150	0.000764	0.043508	0.002840	0.241845	0.006034	0.016269	0.001778	0.179721	0.005423	0.335088	0.006640	0.056573	0.003224	0.046013	0.002895	0.000800	0.000400	0.011041	0.001466	0.004233	0.000909	0.008706	0.001292	0.001296	0.000494	0.050691	0.003072	0.001000	0.000447	
8.6000	0.0640	0.0034	2.6289	0	0	0.002976	0.000745	0.041961	0.002776	0.244168	0.006046	0.015431	0.001729	0.180546	0.005430	0.336276	0.006643	0.056221	0.003209	0.044801	0.002851	0.000990	0.000443	0.011050	0.001443	0.004052	0.000886	0.009144	0.001322	0.001120	0.000463	0.050266	0.003037	0.000997	0.000424	
8.7000	0.0585	0.0033	2.6282	0	0	0.003427	0.000801	0.041822	0.002780	0.243246	0.006039	0.015160	0.001708	0.181730	0.005445	0.336584	0.006643	0.056247	0.003207	0.044651	0.002847	0.000885	0.000392	0.011215	0.001461	0.004266	0.000905	0.008876	0.001312	0.000988	0.000442	0.049924	0.003039	0.000977	0.000437	
8.8000	0.0569	0.0032	2.6261	0	0	0.003378	0.000803	0.041249	0.002764	0.243094	0.006041	0.014328	0.001660	0.183518	0.005465	0.335349	0.006631	0.056089	0.003188	0.046564	0.002925	0.000880	0.000408	0.011540	0.001488	0.004478	0.000930	0.008565	0.001295	0.000773	0.000387	0.049272	0.003030	0.000921	0.000390	
8.9000	0.0593	0.0033	2.6290	0.000180	0.000180	0.003857	0.000855	0.041773	0.002769	0.241246	0.006021	0.013718	0.001635	0.184511	0.005480	0.336372	0.006655	0.055312	0.003197	0.046113	0.002912	0.000910	0.000415	0.011963	0.001528	0.004518	0.000941	0.008392	0.001269	0.000600	0.000346	0.049436	0.003043	0.001100	0.000458	
9.0000	0.0625	0.0034	2.6282	0.000111	0.000111	0.003596	0.000834	0.043470	0.002833	0.240504	0.006015	0.013599	0.001623	0.184815	0.005483	0.337291	0.006649	0.054807	0.003170	0.043073	0.002796	0.000800	0.000400	0.012874	0.001566	0.004484	0.000919	0.008933	0.001310	0.000591	0.000313	0.049939	0.003043	0.001113	0.000443	
9.1000	0.0624	0.0034	2.6287	0	0	0.003363	0.000786	0.042197	0.002776	0.239211	0.006001	0.014147	0.001652	0.185258	0.005489	0.337013	0.006646	0.055348	0.003202	0.043730	0.002823	0.000675	0.000354	0.013072	0.001573	0.004785	0.000952	0.008719	0.001301	0.000909	0.000409	0.050986	0.003082	0.000587	0.000286	
9.2000	0.0613	0.0034	2.6245	0.000259	0.000156	0.003959	0.000862	0.040667	0.002733	0.237871	0.005992	0.013533	0.001619	0.186972	0.005511	0.339205	0.006664	0.055485	0.003193	0.043299	0.002809	0.000600	0.000346	0.013327	0.001606	0.004677	0.000940	0.008781	0.001318	0.000819	0.000400	0.049985	0.003037	0.000561	0.000325	
9.3000	0.0600	0.0033	2.6237	0.000751	0.000360	0.004518	0.000926	0.040022	0.002727	0.238677	0.006005	0.013487	0.001617	0.188075	0.005519	0.338561	0.006657	0.055033	0.003184	0.042772	0.002781	0.000600	0.000346	0.012625	0.001564	0.004122	0.000888	0.008945	0.001313	0.000742	0.000374	0.050541	0.003059	0.000530	0.000294	
9.4000	0.0591	0.0033	2.6249	0.001093	0.000457	0.004872	0.000975	0.039117	0.002694	0.239306	0.006010	0.012551	0.001569	0.189392	0.005541	0.337731	0.006661	0.055902	0.003203	0.042524	0.002797	0.000564	0.000306	0.012835	0.001574	0.004274	0.000917	0.008733	0.001298	0.000679	0.000330	0.049558	0.003034	0.000868	0.000365	
9.5000	0.0591	0.0034	2.6217	0.001249	0.000481	0.004686	0.000959	0.039721	0.002711	0.239223	0.006002	0.012434	0.001550	0.189968	0.005543	0.338869	0.006659	0.055492	0.003203	0.039875	0.002694	0.000783	0.000392	0.013114	0.001584	0.004055	0.000869	0.008431	0.001286	0.000764	0.000367	0.050372	0.003057	0.000966	0.000418	
9.6000	0.0579	0.0033	2.6150	0.001183	0.000483	0.004730	0.000954	0.039420	0.002708	0.239243	0.006011	0.012549	0.001564	0.191085	0.005557	0.339285	0.006666	0.055081	0.003189	0.038986	0.002663	0.000800	0.000400	0.012003	0.001512	0.004524	0.000941	0.007737	0.001221	0.001017	0.000447	0.051753	0.003099	0.000604	0.000310	
9.7000	0.0574	0.0033	2.6062	0.001114	0.000461	0.004325	0.000917	0.038427	0.002677	0.240578	0.006024	0.011729	0.001504	0.193075	0.005576	0.338953	0.006665	0.054488	0.003169	0.039043	0.002684	0.000800	0.000400	0.011909	0.001503	0.004626	0.000937	0.007041	0.001180	0.001200	0.000490	0.051825	0.003094	0.000868	0.000406	
9.8000	0.0565	0.0033	2.5966	0.001026	0.000448	0.004319	0.000908	0.036899	0.002618	0.241176	0.006026	0.011885	0.001518	0.194511	0.005593	0.340789	0.006672	0.053888	0.003154	0.039637	0.002690	0.000800	0.000400	0.011466	0.001493	0.005009	0.000989	0.006376	0.001100	0.001190	0.000465	0.049849	0.003047	0.001180	0.000482	
9.9000	0.0572	0.0033	2.5954	0.001092	0.000452	0.004238	0.000915	0.037671	0.002635	0.241004	0.006015	0.012150	0.001534	0.194876	0.005600	0.340882	0.006666	0.054691	0.003167	0.037960	0.002631	0.000656	0.000349	0.012270	0.001530	0.005074	0.000995	0.006245	0.001098	0.001087	0.000455	0.049086	0.003032	0.001018	0.000447	
10.0000	0.0581	0.0033	2.5945	0.000800	0.000400	0.003866	0.000861	0.038875	0.002690	0.239124	0.006011	0.012337	0.001549	0.195526	0.005606	0.341435	0.006675	0.054635	0.003166	0.037212	0.002617	0.000800	0.000400	0.012472	0.001556	0.004885	0.000972	0.006581	0.001135	0.000977	0.000413	0.049616	0.003037	0.000860	0.000389	
10.1000	0.0594	0.0033	2.5914	0.000610	0.000346	0.003993	0.000871	0.039043	0.002696	0.238069	0.005999	0.012327	0.001548	0.196930	0.005620	0.342162	0.006680	0.053755	0.003146	0.036499	0.002592	0.000652	0.000350	0.012673	0.001550	0.004460	0.000933	0.006719	0.001145	0.001346	0.000510	0.049961	0.003047	0.000800	0.000400	
10.2000	0.0647	0.0035	2.5849	0.000600	0.000346	0.004360	0.000915	0.038009	0.002653	0.238307	0.006003	0.011911	0.001510	0.198101	0.005628	0.342967	0.006677	0.053338	0.003129	0.036760	0.002591	0.000808	0.000387	0.012428	0.001545	0.004055	0.000889	0.006171	0.001084	0.001552	0.000549	0.049832	0.003039	0.000800	0.000400	
10.3000	0.0663	0.0035	2.5859	0.000456	0.000266	0.004301	0.000918	0.036650	0.002603	0.237736	0.005999	0.011670	0.001509	0.199268	0.005645	0.342597	0.006675	0.052489	0.003109	0.038674	0.002656	0.001057	0.000451	0.012358	0.001531	0.003865	0.000867	0.006113	0.001090	0.001960	0.000602	0.050006	0.003033	0.000800	0.000400	
10.4000	0.0654	0.0035	2.5933	0.000246	0.000205	0.004518	0.000938	0.037182	0.002642	0.236458	0.005987	0.010799	0.001445	0.200509	0.005656	0.340567	0.006680	0.052060	0.003101	0.041166	0.002744	0.001422	0.000518	0.012426	0.001548	0.003888	0.000865	0.005727	0.001039	0.002144	0.000647	0.049901	0.003042	0.000988	0.000423	
10.5000	0.0643	0.0035	2.5952	0.000170	0.000120	0.004538	0.000926	0.037267	0.002635	0.236738	0.005984	0.010397	0.001418	0.201392	0.005667	0.338828	0.006661	0.051828	0.003090	0.041790	0.002759	0.001449	0.000516	0.012839	0.001555	0.004026	0.000884	0.005893	0.001063	0.001650	0.000567	0.050000	0.003049	0.001195	0.000468	
10.6000	0.0634	0.0034	2.5926	0.000380	0.000269	0.003916	0.000864	0.038372	0.002686	0.238175	0.006004	0.010602	0.001447	0.202201	0.005674	0.336351	0.006653	0.052019	0.003093	0.042292	0.002779	0.001311	0.000502	0.012414	0.001539	0.003265	0.000800	0.006014	0.001073	0.001600	0.000565	0.050020	0.003034	0.001068	0.000443	
10.7000	0.0652	0.0034	2.5937	0.000400	0.000283	0.003380	0.000806	0.038837	0.002680	0.238040	0.005995	0.010911	0.001459	0.202488	0.005680	0.334170	0.006639	0.052852	0.003121	0.042688	0.002808	0.001200	0.000490	0.011961	0.001507	0.003196	0.000778	0.006371	0.001121	0.001321	0.000499	0.051367	0.003093	0.000817	0.000400	
10.8000	0.0652	0.0034	2.5901	0.000400	0.000283	0.003352	0.000803	0.039837	0.002717	0.236716	0.005980	0.010824	0.001453	0.203619	0.005689	0.335387	0.006638	0.051453	0.003070	0.041293	0.002739	0.001200	0.000490	0.012414	0.001538	0.003357	0.000805	0.006139	0.001100	0.001045	0.000449	0.052161	0.003110	0.000803	0.000353	
10.9000	0.0650	0.0034	2.5879	0.000400	0.000283	0.003706	0.000811	0.039385	0.002694	0.236995	0.005983	0.010738	0.001454	0.205027	0.005703	0.335724	0.006647	0.050366	0.003056	0.038790	0.002660	0.000946	0.000414	0.012525	0.001536	0.003873	0.000872	0.006036	0.001083	0.001086	0.000448	0.053352	0.003143	0.001052	0.000450	
11.0000	0.0652	0.0035	2.5892	0.000469	0.000291	0.004417	0.000921	0.039320	0.002699	0.236276	0.005985	0.010181	0.001404	0.206162	0.005716	0.336737	0.006651	0.049476	0.003031	0.039129	0.002666	0.000710	0.000363	0.012998	0.001576	0.004131	0.000902	0.006447	0.001124	0.001000	0.000447	0.051216	0.003074	0.001332	0.000490	
11.1000	0.0636	0.0034	2.5950	0.000680	0.000355	0.004064	0.000894	0.039898	0.002726	0.235663	0.005979	0.009871	0.001388	0.206728	0.005722	0.335399	0.006635	0.049356	0.003014	0.041090	0.002723	0.000815	0.000378	0.012875	0.001580	0.003836	0.000863	0.006756	0.001149	0.001000	0.000447	0.050361	0.003052	0.001607	0.000551	
11.2000	0.0625	0.0034	2.5878	0.000533	0.000300	0.004079	0.000875	0.038345	0.002666	0.237747	0.005995	0.010216	0.001410	0.207691	0.005729	0.335996	0.006646	0.048284	0.003001	0.040938	0.002723	0.001000	0.000447	0.012816	0.001570	0.003635	0.000832	0.007084	0.001172	0.001108	0.000460	0.048901	0.003017	0.001628	0.000555	
11.3000	0.0607	0.0034	2.5869	0.000441	0.000286	0.004056	0.000889	0.036695	0.002620	0.238998	0.006007	0.010185	0.001411	0.208448	0.005742	0.335078	0.006642	0.047982	0.002994	0.041094	0.002721	0.001159	0.000474	0.012353	0.001531	0.004011	0.000883	0.007600	0.001228	0.001200	0.000490	0.049255	0.003024	0.001445	0.000531	
11.4000	0.0586	0.0033	2.5782	0.000470	0.000291	0.004219	0.000909	0.036112	0.002592	0.239869	0.006015	0.009236	0.001342	0.210341	0.005758	0.335299	0.006639	0.046552	0.002930	0.042287	0.002767	0.001150	0.000471	0.011818	0.001506	0.004430	0.000937	0.007827	0.001238	0.001274	0.000487	0.048034	0.002981	0.001083	0.000440	
11.5000	0.0567	0.0033	2.5692	0.000505	0.000298	0.004596	0.000945	0.033529	0.002499	0.241959	0.006034	0.009148	0.001337	0.210865	0.005766	0.335435	0.006643	0.046684	0.002933	0.041819	0.002767	0.001080	0.000454	0.011735	0.001510	0.004604	0.000956	0.007975	0.001250	0.001215	0.000490	0.048244	0.002999	0.000606	0.000346	
11.6000	0.0577	0.0033	2.5617	0.000200	0.000200	0.004592	0.000950	0.032946	0.002476	0.241619	0.006026	0.008917	0.001317	0.211665	0.005772	0.337276	0.006660	0.045798	0.002920	0.040626	0.002733	0.001008	0.000436	0.012267	0.001524	0.004766	0.000956	0.007711	0.001208	0.001400	0.000529	0.048536	0.003010	0.000672	0.000354	
11.7000	0.0594	0.0033	2.5643	0.000004	0.000004	0.004476	0.000935	0.034591	0.002536	0.240254	0.006011	0.008836	0.001304	0.212623	0.005784	0.336576	0.006652	0.047640	0.002969	0.038430	0.002641	0.000854	0.000403	0.012542	0.001557	0.005347	0.001015	0.007122	0.001177	0.001319	0.000499	0.048352	0.003004	0.001034	0.000433	
11.8000	0.0595	0.0033	2.5546	0	0	0.004818	0.000970	0.034654	0.002560	0.243215	0.006046	0.009243	0.001328	0.213448	0.005791	0.335196	0.006645	0.048218	0.002987	0.036808	0.002578	0.000744	0.000363	0.011712	0.001502	0.005160	0.000996	0.006658	0.001132	0.001314	0.000503	0.048163	0.002989	0.000649	0.000349	
11.9000	0.0570	0.0033	2.5509	0.000014	0.000014	0.004779	0.000929	0.034424	0.002526	0.243899	0.006050	0.008452	0.001275	0.214760	0.005800	0.334137	0.006636	0.048056	0.002973	0.037506	0.002616	0.001054	0.000450	0.011458	0.001473	0.005079	0.000999	0.006470	0.001124	0.001200	0.000490	0.048113	0.002987	0.000600	0.000346	
12.0000	0.0577	0.0033	2.5567	0.000200	0.000200	0.004456	0.000921	0.034300	0.002544	0.244772	0.006061	0.008554	0.001290	0.214645	0.005801	0.332022	0.006629	0.047998	0.002964	0.038406	0.002651	0.001120	0.000458	0.011707	0.001492	0.004902	0.000979	0.006802	0.001138	0.001101	0.000458	0.048442	0.002993	0.000571	0.000306	
12.1000	0.0557	0.0032	2.5491	0.000200	0.000200	0.004138	0.000887	0.034156	0.002524	0.246002	0.006060	0.008701	0.001302	0.215663	0.005812	0.332149	0.006630	0.047921	0.002974	0.036675	0.002586	0.001200	0.000490	0.011574	0.001491	0.005078	0.000991	0.006755	0.001155	0.000681	0.000353	0.048344	0.003005	0.000763	0.000367	
12.2000	0.0546	0.0032	2.5416	0.000200	0.000200	0.003381	0.000793	0.035838	0.002573	0.245710	0.006058	0.009414	0.001342	0.216540	0.005822	0.332880	0.006628	0.046935	0.002941	0.034695	0.002508	0.001070	0.000453	0.011540	0.001479	0.004429	0.000908	0.006965	0.001161	0.000546	0.000318	0.049084	0.003021	0.000774	0.000387	
12.3000	0.0525	0.0032	2.5384	0.000200	0.000200	0.003267	0.000801	0.035969	0.002593	0.246012	0.006070	0.010554	0.001435	0.216891	0.005825	0.332670	0.006631	0.046621	0.002942	0.034753	0.002521	0.000863	0.000405	0.010660	0.001422	0.003788	0.000858	0.007667	0.001227	0.000400	0.000283	0.048928	0.003009	0.000756	0.000380	
12.4000	0.0531	0.0032	2.5360	0.000318	0.000232	0.003057	0.000773	0.035131	0.002565	0.247755	0.006088	0.010556	0.001431	0.217189	0.005826	0.331333	0.006633	0.046365	0.002943	0.035713	0.002566	0.000717	0.000365	0.010364	0.001426	0.003387	0.000813	0.008027	0.001234	0.000443	0.000264	0.048847	0.003020	0.000800	0.000400	
12.5000	0.0562	0.0032	2.5304	0.000372	0.000242	0.003192	0.000781	0.034620	0.002528	0.246911	0.006075	0.010463	0.001417	0.217894	0.005833	0.332420	0.006631	0.044851	0.002883	0.038247	0.002650	0.000664	0.000350	0.009589	0.001342	0.003181	0.000780	0.008550	0.001299	0.000485	0.000273	0.048239	0.002980	0.000322	0.000214	
12.6000	0.0586	0.0033	2.5277	0.000400	0.000283	0.003216	0.000785	0.033555	0.002487	0.246664	0.006075	0.010694	0.001441	0.218701	0.005844	0.332683	0.006623	0.043868	0.002857	0.040144	0.002701	0.000845	0.000402	0.009083	0.001322	0.002677	0.000710	0.008569	0.001298	0.000600	0.000346	0.047998	0.002996	0.000302	0.000217	
12.7000	0.0606	0.0033	2.5278	0.000400	0.000283	0.003201	0.000784	0.033002	0.002482	0.246502	0.006073	0.011022	0.001468	0.219064	0.005848	0.333142	0.006638	0.042095	0.002811	0.039876	0.002696	0.000800	0.000400	0.009200	0.001321	0.002563	0.000710	0.008786	0.001312	0.000494	0.000298	0.049188	0.003027	0.000664	0.000352	
12.8000	0.0612	0.0034	2.5291	0.000400	0.000283	0.003356	0.000807	0.034121	0.002523	0.247309	0.006073	0.011419	0.001497	0.219008	0.005846	0.332713	0.006633	0.040890	0.002757	0.038090	0.002620	0.000703	0.000361	0.009366	0.001338	0.002419	0.000692	0.008958	0.001319	0.000400	0.000283	0.049881	0.003042	0.000966	0.000432	
12.9000	0.0620	0.0034	2.5368	0.000400	0.000283	0.003237	0.000788	0.035300	0.002561	0.246700	0.006075	0.010890	0.001455	0.220353	0.005854	0.329509	0.006606	0.043204	0.002826	0.038876	0.002667	0.000600	0.000346	0.009728	0.001374	0.002575	0.000706	0.008985	0.001317	0.000562	0.000295	0.048363	0.003014	0.000717	0.000361	
13.0000	0.0605	0.0034	2.5370	0.000400	0.000283	0.002789	0.000728	0.035223	0.002560	0.245866	0.006067	0.010830	0.001445	0.222129	0.005875	0.328143	0.006610	0.044110	0.002863	0.039687	0.002693	0.000771	0.000386	0.009493	0.001353	0.002901	0.000734	0.008794	0.001315	0.000604	0.000346	0.047820	0.002981	0.000440	0.000244	
13.1000	0.0586	0.0033	2.5390	0.000224	0.000201	0.003319	0.000807	0.034648	0.002550	0.245968	0.006071	0.011202	0.001470	0.223146	0.005883	0.326264	0.006592	0.043735	0.002835	0.040891	0.002728	0.000857	0.000404	0.008157	0.001250	0.003148	0.000787	0.008511	0.001294	0.000800	0.000400	0.048837	0.003010	0.000294	0.000221	
13.2000	0.0563	0.0032	2.5377	0.000200	0.000200	0.003178	0.000768	0.033807	0.002520	0.247458	0.006087	0.010562	0.001430	0.224941	0.005899	0.323073	0.006574	0.044858	0.002874	0.041788	0.002752	0.000803	0.000400	0.008344	0.001259	0.002996	0.000767	0.008214	0.001257	0.000725	0.000368	0.048584	0.003007	0.000468	0.000277	
13.3000	0.0555	0.0032	2.5400	0.000336	0.000227	0.002704	0.000724	0.032573	0.002448	0.247364	0.006079	0.010553	0.001435	0.225420	0.005905	0.321395	0.006565	0.046277	0.002924	0.042520	0.002788	0.001000	0.000447	0.008672	0.001290	0.002789	0.000724	0.008627	0.001289	0.000509	0.000303	0.048922	0.003019	0.000340	0.000222	
13.4000	0.0561	0.0033	2.5441	0.000638	0.000345	0.002830	0.000728	0.031549	0.002434	0.247306	0.006081	0.011017	0.001466	0.225896	0.005911	0.319910	0.006562	0.048772	0.002996	0.041584	0.002757	0.001046	0.000438	0.008575	0.001274	0.002185	0.000642	0.008598	0.001288	0.000544	0.000317	0.049121	0.003025	0.000428	0.000284	
13.5000	0.0542	0.0032	2.5476	0.000742	0.000372	0.002486	0.000687	0.031622	0.002427	0.246689	0.006075	0.010826	0.001456	0.226606	0.005916	0.318866	0.006553	0.049745	0.003035	0.040265	0.002714	0.001254	0.000478	0.009355	0.001338	0.002153	0.000636	0.008394	0.001270	0.000493	0.000293	0.050039	0.003057	0.000465	0.000285	
13.6000	0.0564	0.0033	2.5533	0.000292	0.000214	0.002756	0.000724	0.030096	0.002367	0.247993	0.006081	0.010749	0.001445	0.226748	0.005919	0.316929	0.006547	0.050396	0.003047	0.039412	0.002682	0.001607	0.000544	0.009807	0.001370	0.002412	0.000664	0.008853	0.001304	0.000893	0.000406	0.050651	0.003064	0.000405	0.000253	
13.7000	0.0579	0.0033	2.5586	0.000200	0.000200	0.003040	0.000765	0.031022	0.002420	0.248329	0.006094	0.010759	0.001442	0.227464	0.005922	0.314683	0.006535	0.048690	0.003001	0.039962	0.002690	0.001400	0.000529	0.009804	0.001380	0.002143	0.000636	0.009490	0.001361	0.000757	0.000380	0.051565	0.003090	0.000692	0.000352	
13.8000	0.0569	0.0033	2.5493	0.000200	0.000200	0.003128	0.000783	0.029774	0.002367	0.249919	0.006102	0.009743	0.001363	0.229371	0.005939	0.313053	0.006532	0.048294	0.002992	0.040341	0.002722	0.001265	0.000494	0.009425	0.001351	0.001905	0.000590	0.009314	0.001342	0.000619	0.000327	0.052790	0.003127	0.000861	0.000397	
13.9000	0.0580	0.0033	2.5517	0.000200	0.000200	0.003257	0.000801	0.030328	0.002382	0.249942	0.006111	0.009539	0.001362	0.230134	0.005949	0.310575	0.006512	0.048334	0.002993	0.040959	0.002747	0.000683	0.000327	0.008731	0.001304	0.002298	0.000666	0.009550	0.001360	0.000600	0.000346	0.054033	0.003164	0.000837	0.000391	
