Time	TH	ErrorTH	H	HD=0	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
346.2000	0.0178	0.0018	1.8898	1.0000	p21 -- mTORC1_S6K1	0.016238	0.001742	p21	0.147009	0.004989	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000266	0.000192	p21 -- mTORC1_S6K1 -- Senescence	0.353928	0.006756	mTORC1_S6K1 -- Senescence	0.002734	0.000720	mTORC1_S6K1	0.021571	0.002035	p21 -- Senescence	0.013587	0.001613	<nil>	0.017467	0.001822
346.3000	0.0173	0.0018	1.8912	1.0000	p21 -- mTORC1_S6K1	0.016790	0.001779	p21	0.146852	0.004987	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.353479	0.006754	mTORC1_S6K1 -- Senescence	0.002400	0.000692	mTORC1_S6K1	0.021406	0.002028	p21 -- Senescence	0.014155	0.001646	<nil>	0.017518	0.001825
346.4000	0.0180	0.0018	1.8896	1.0000	p21 -- mTORC1_S6K1	0.017336	0.001797	p21	0.146202	0.004974	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.354105	0.006756	mTORC1_S6K1 -- Senescence	0.002189	0.000652	mTORC1_S6K1	0.021822	0.002053	p21 -- Senescence	0.013926	0.001630	<nil>	0.017019	0.001798
346.5000	0.0188	0.0019	1.8929	1.0000	p21 -- mTORC1_S6K1	0.016999	0.001779	p21	0.145878	0.004974	Senescence	0.000326	0.000237	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.353676	0.006752	mTORC1_S6K1 -- Senescence	0.001928	0.000603	mTORC1_S6K1	0.021557	0.002036	p21 -- Senescence	0.015352	0.001702	<nil>	0.017083	0.001808
346.6000	0.0200	0.0019	1.8889	1.0000	p21 -- mTORC1_S6K1	0.017422	0.001814	p21	0.145678	0.004974	Senescence	0.000292	0.000220	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.354484	0.006759	mTORC1_S6K1 -- Senescence	0.001627	0.000566	mTORC1_S6K1	0.020868	0.002010	p21 -- Senescence	0.014931	0.001691	<nil>	0.017498	0.001831
346.7000	0.0202	0.0020	1.8844	1.0000	p21 -- mTORC1_S6K1	0.015828	0.001730	p21	0.145853	0.004982	Senescence	0.000261	0.000209	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.355150	0.006762	mTORC1_S6K1 -- Senescence	0.001433	0.000530	mTORC1_S6K1	0.021385	0.002024	p21 -- Senescence	0.015234	0.001716	<nil>	0.017656	0.001836
346.8000	0.0189	0.0019	1.8835	1.0000	mTORC1_S6K1 -- Senescence	0.001318	0.000491	p21	0.145554	0.004971	Senescence	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.355608	0.006763	mTORC1_S6K1	0.021589	0.002035	p21 -- Senescence	0.014928	0.001687	<nil>	0.018160	0.001867	p21 -- mTORC1_S6K1	0.015243	0.001690
346.9000	0.0181	0.0019	1.8854	1.0000	mTORC1_S6K1 -- Senescence	0.001322	0.000505	p21	0.145047	0.004967	Senescence	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.355465	0.006766	mTORC1_S6K1	0.021486	0.002038	p21 -- Senescence	0.014672	0.001685	<nil>	0.019524	0.001943	p21 -- mTORC1_S6K1	0.014883	0.001675
347.0000	0.0175	0.0018	1.8852	1.0000	p21 -- mTORC1_S6K1	0.014668	0.001673	p21	0.144446	0.004947	Senescence	0.000590	0.000341	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.356160	0.006764	mTORC1_S6K1	0.021751	0.002047	p21 -- Senescence	0.013617	0.001599	<nil>	0.020080	0.001940	mTORC1_S6K1 -- Senescence	0.001488	0.000519
347.1000	0.0176	0.0018	1.8893	1.0000	p21	0.143916	0.004947	p21 -- Senescence	0.013340	0.001580	Senescence	0.000600	0.000346	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.355734	0.006760	mTORC1_S6K1	0.021643	0.002043	<nil>	0.020732	0.001989	mTORC1_S6K1 -- Senescence	0.001669	0.000569	p21 -- mTORC1_S6K1	0.015166	0.001693
347.2000	0.0184	0.0019	1.8952	1.0000	p21	0.142889	0.004932	p21 -- Senescence	0.014147	0.001649	Senescence	0.000600	0.000346	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.355201	0.006761	<nil>	0.020937	0.001999	mTORC1_S6K1 -- Senescence	0.001733	0.000570	mTORC1_S6K1	0.021811	0.002040	p21 -- mTORC1_S6K1	0.015483	0.001697
347.3000	0.0190	0.0019	1.8909	1.0000	p21	0.143777	0.004948	<nil>	0.021352	0.002028	Senescence	0.000600	0.000346	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.355125	0.006764	p21 -- mTORC1_S6K1	0.015247	0.001702	mTORC1_S6K1 -- Senescence	0.001393	0.000526	mTORC1_S6K1	0.022274	0.002068	p21 -- Senescence	0.013032	0.001572
347.4000	0.0191	0.0019	1.8965	1.0000	p21	0.142826	0.004930	<nil>	0.021575	0.002044	Senescence	0.000572	0.000331	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.354444	0.006756	p21 -- mTORC1_S6K1	0.017180	0.001788	mTORC1_S6K1 -- Senescence	0.001298	0.000476	mTORC1_S6K1	0.021879	0.002051	p21 -- Senescence	0.013025	0.001567
347.5000	0.0189	0.0019	1.8982	1.0000	p21	0.142720	0.004927	<nil>	0.021432	0.002011	Senescence	0.000377	0.000258	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.354105	0.006756	mTORC1_S6K1 -- Senescence	0.001459	0.000532	mTORC1_S6K1	0.021081	0.001995	p21 -- Senescence	0.013185	0.001593	p21 -- mTORC1_S6K1	0.018441	0.001849
347.6000	0.0187	0.0019	1.8981	1.0000	p21 -- mTORC1_S6K1	0.019065	0.001892	p21	0.142976	0.004934	Senescence	0.000456	0.000288	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.354081	0.006756	mTORC1_S6K1 -- Senescence	0.001435	0.000517	<nil>	0.019277	0.001924	p21 -- Senescence	0.013522	0.001596	mTORC1_S6K1	0.021988	0.002048
347.7000	0.0189	0.0019	1.8976	1.0000	p21 -- mTORC1_S6K1	0.019581	0.001918	p21	0.143090	0.004936	Senescence	0.000290	0.000219	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.354153	0.006755	mTORC1_S6K1 -- Senescence	0.001621	0.000545	p21 -- Senescence	0.013839	0.001614	<nil>	0.019256	0.001935	mTORC1_S6K1	0.020971	0.002014
347.8000	0.0190	0.0019	1.8952	1.0000	p21 -- mTORC1_S6K1	0.019816	0.001935	p21	0.142983	0.004937	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.354633	0.006758	mTORC1_S6K1 -- Senescence	0.001622	0.000558	p21 -- Senescence	0.013576	0.001618	<nil>	0.019305	0.001919	mTORC1_S6K1	0.020666	0.001994
347.9000	0.0182	0.0019	1.8963	1.0000	p21 -- mTORC1_S6K1	0.018946	0.001896	p21	0.142385	0.004925	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000462	0.000285	p21 -- mTORC1_S6K1 -- Senescence	0.355074	0.006761	mTORC1_S6K1 -- Senescence	0.001637	0.000559	p21 -- Senescence	0.013062	0.001574	<nil>	0.020351	0.001973	mTORC1_S6K1	0.020884	0.002007
348.0000	0.0187	0.0019	1.8927	1.0000	p21 -- mTORC1_S6K1	0.017734	0.001820	p21	0.143110	0.004937	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000578	0.000334	p21 -- mTORC1_S6K1 -- Senescence	0.355689	0.006762	p21 -- Senescence	0.011850	0.001510	<nil>	0.019694	0.001940	mTORC1_S6K1 -- Senescence	0.002074	0.000625	mTORC1_S6K1	0.022071	0.002055
348.1000	0.0180	0.0018	1.8891	1.0000	p21 -- mTORC1_S6K1	0.016579	0.001752	p21	0.143551	0.004947	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.356284	0.006766	p21 -- Senescence	0.012147	0.001531	<nil>	0.019558	0.001942	mTORC1_S6K1 -- Senescence	0.002400	0.000692	mTORC1_S6K1	0.021881	0.002049
348.2000	0.0179	0.0018	1.8897	1.0000	p21 -- mTORC1_S6K1	0.015312	0.001707	p21	0.143414	0.004942	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000427	0.000282	p21 -- mTORC1_S6K1 -- Senescence	0.356289	0.006766	p21 -- Senescence	0.012599	0.001549	<nil>	0.019506	0.001938	mTORC1_S6K1 -- Senescence	0.002518	0.000685	mTORC1_S6K1	0.022735	0.002098
348.3000	0.0185	0.0018	1.8904	1.0000	p21 -- mTORC1_S6K1	0.015894	0.001731	p21	0.143451	0.004937	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000260	0.000209	p21 -- mTORC1_S6K1 -- Senescence	0.355774	0.006766	p21 -- Senescence	0.012629	0.001548	<nil>	0.018546	0.001878	mTORC1_S6K1 -- Senescence	0.002437	0.000693	mTORC1_S6K1	0.023809	0.002140
348.4000	0.0188	0.0018	1.8938	1.0000	p21 -- mTORC1_S6K1	0.016255	0.001737	p21	0.143499	0.004939	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000200	0.000200	p21 -- mTORC1_S6K1 -- Senescence	0.355050	0.006758	mTORC1_S6K1 -- Senescence	0.002626	0.000707	p21 -- Senescence	0.012594	0.001545	<nil>	0.019302	0.001910	mTORC1_S6K1	0.023275	0.002106
348.5000	0.0184	0.0018	1.8972	1.0000	p21 -- mTORC1_S6K1	0.017094	0.001786	p21	0.143173	0.004936	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000166	0.000120	p21 -- mTORC1_S6K1 -- Senescence	0.354721	0.006761	mTORC1_S6K1 -- Senescence	0.002966	0.000766	p21 -- Senescence	0.012683	0.001552	<nil>	0.019406	0.001930	mTORC1_S6K1	0.022591	0.002077
348.6000	0.0201	0.0019	1.8938	1.0000	p21 -- mTORC1_S6K1	0.017662	0.001820	p21	0.143212	0.004934	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000200	0.000200	p21 -- mTORC1_S6K1 -- Senescence	0.355382	0.006764	mTORC1_S6K1 -- Senescence	0.003000	0.000774	mTORC1_S6K1	0.022326	0.002071	<nil>	0.019732	0.001942	p21 -- Senescence	0.011287	0.001465
348.7000	0.0191	0.0018	1.8903	1.0000	p21 -- mTORC1_S6K1	0.017025	0.001773	p21	0.142942	0.004929	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000246	0.000203	p21 -- mTORC1_S6K1 -- Senescence	0.356287	0.006761	mTORC1_S6K1 -- Senescence	0.002786	0.000722	mTORC1_S6K1	0.022944	0.002083	<nil>	0.019264	0.001905	p21 -- Senescence	0.011305	0.001452
348.8000	0.0202	0.0019	1.8913	1.0000	p21 -- mTORC1_S6K1	0.016442	0.001735	p21	0.142582	0.004931	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000600	0.000346	p21 -- mTORC1_S6K1 -- Senescence	0.356625	0.006765	mTORC1_S6K1 -- Senescence	0.002710	0.000726	mTORC1_S6K1	0.023665	0.002125	<nil>	0.018963	0.001920	p21 -- Senescence	0.011215	0.001456
348.9000	0.0209	0.0020	1.8891	1.0000	p21 -- mTORC1_S6K1	0.016950	0.001776	p21	0.142463	0.004923	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000600	0.000346	p21 -- mTORC1_S6K1 -- Senescence	0.357190	0.006770	mTORC1_S6K1 -- Senescence	0.002633	0.000721	mTORC1_S6K1	0.022731	0.002095	<nil>	0.019307	0.001927	p21 -- Senescence	0.010926	0.001441
349.0000	0.0211	0.0020	1.8883	1.0000	p21 -- mTORC1_S6K1	0.017060	0.001807	p21	0.142829	0.004935	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000600	0.000346	p21 -- mTORC1_S6K1 -- Senescence	0.357311	0.006772	mTORC1_S6K1 -- Senescence	0.002819	0.000733	mTORC1_S6K1	0.022506	0.002079	<nil>	0.018494	0.001877	p21 -- Senescence	0.011180	0.001462
349.1000	0.0208	0.0020	1.8885	1.0000	p21 -- mTORC1_S6K1	0.016444	0.001758	p21	0.143332	0.004937	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000600	0.000346	p21 -- mTORC1_S6K1 -- Senescence	0.356900	0.006768	mTORC1_S6K1 -- Senescence	0.002820	0.000732	mTORC1_S6K1	0.023204	0.002112	<nil>	0.018018	0.001850	p21 -- Senescence	0.011482	0.001478
349.2000	0.0206	0.0020	1.8925	1.0000	p21	0.143526	0.004935	p21 -- Senescence	0.012081	0.001521	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000518	0.000306	p21 -- mTORC1_S6K1 -- Senescence	0.355998	0.006764	mTORC1_S6K1 -- Senescence	0.003106	0.000759	mTORC1_S6K1	0.023233	0.002107	<nil>	0.017980	0.001841	p21 -- mTORC1_S6K1	0.016358	0.001745
349.3000	0.0220	0.0020	1.9021	1.0000	p21	0.142041	0.004918	p21 -- Senescence	0.012282	0.001523	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000443	0.000286	p21 -- mTORC1_S6K1 -- Senescence	0.354790	0.006762	mTORC1_S6K1 -- Senescence	0.003162	0.000790	mTORC1_S6K1	0.023134	0.002112	<nil>	0.018208	0.001875	p21 -- mTORC1_S6K1	0.018740	0.001879
349.4000	0.0222	0.0020	1.9095	1.0000	p21	0.141373	0.004907	p21 -- Senescence	0.011882	0.001500	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000801	0.000391	p21 -- mTORC1_S6K1 -- Senescence	0.354025	0.006758	mTORC1_S6K1 -- Senescence	0.003399	0.000823	mTORC1_S6K1	0.022035	0.002044	<nil>	0.018152	0.001864	p21 -- mTORC1_S6K1	0.021134	0.001976
349.5000	0.0223	0.0020	1.9137	1.0000	p21	0.139645	0.004884	<nil>	0.018454	0.001880	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.001000	0.000447	p21 -- mTORC1_S6K1 -- Senescence	0.354525	0.006754	mTORC1_S6K1 -- Senescence	0.003575	0.000826	mTORC1_S6K1	0.021898	0.002057	p21 -- mTORC1_S6K1	0.021725	0.002029	p21 -- Senescence	0.011977	0.001505
349.6000	0.0225	0.0020	1.9153	1.0000	p21	0.138404	0.004856	<nil>	0.019188	0.001903	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000869	0.000406	p21 -- mTORC1_S6K1 -- Senescence	0.354774	0.006758	mTORC1_S6K1 -- Senescence	0.003534	0.000833	mTORC1_S6K1	0.022610	0.002082	p21 -- mTORC1_S6K1	0.021557	0.001999	p21 -- Senescence	0.011864	0.001500
349.7000	0.0212	0.0020	1.9083	1.0000	p21	0.138843	0.004864	<nil>	0.018175	0.001862	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000686	0.000348	p21 -- mTORC1_S6K1 -- Senescence	0.355659	0.006759	p21 -- mTORC1_S6K1	0.020107	0.001927	mTORC1_S6K1 -- Senescence	0.003169	0.000783	mTORC1_S6K1	0.024241	0.002159	p21 -- Senescence	0.011920	0.001498
349.8000	0.0213	0.0020	1.9097	1.0000	p21	0.137779	0.004857	<nil>	0.017903	0.001844	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000399	0.000231	p21 -- mTORC1_S6K1 -- Senescence	0.356029	0.006760	p21 -- Senescence	0.012320	0.001522	p21 -- mTORC1_S6K1	0.021058	0.001972	mTORC1_S6K1 -- Senescence	0.003587	0.000832	mTORC1_S6K1	0.023727	0.002123
349.9000	0.0227	0.0021	1.9073	1.0000	p21	0.138281	0.004867	<nil>	0.017610	0.001848	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000600	0.000346	p21 -- mTORC1_S6K1 -- Senescence	0.356366	0.006768	p21 -- Senescence	0.012637	0.001560	p21 -- mTORC1_S6K1	0.020462	0.001956	mTORC1_S6K1 -- Senescence	0.003253	0.000786	mTORC1_S6K1	0.023591	0.002124
350.0000	0.0221	0.0020	1.9016	1.0000	p21	0.138691	0.004872	<nil>	0.017844	0.001848	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000600	0.000346	p21 -- mTORC1_S6K1 -- Senescence	0.357227	0.006763	p21 -- Senescence	0.012529	0.001532	p21 -- mTORC1_S6K1	0.020249	0.001937	mTORC1_S6K1 -- Senescence	0.002851	0.000748	mTORC1_S6K1	0.022809	0.002093
350.1000	0.0217	0.0020	1.9022	1.0000	p21	0.138372	0.004867	<nil>	0.018642	0.001879	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000394	0.000264	p21 -- mTORC1_S6K1 -- Senescence	0.357202	0.006770	p21 -- mTORC1_S6K1	0.019944	0.001948	mTORC1_S6K1 -- Senescence	0.002744	0.000723	p21 -- Senescence	0.013676	0.001618	mTORC1_S6K1	0.021827	0.002041
350.2000	0.0209	0.0020	1.9022	1.0000	p21	0.138173	0.004859	<nil>	0.018940	0.001893	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.356981	0.006766	p21 -- mTORC1_S6K1	0.020218	0.001948	mTORC1_S6K1 -- Senescence	0.002536	0.000694	p21 -- Senescence	0.014122	0.001633	mTORC1_S6K1	0.021629	0.002034
350.3000	0.0185	0.0019	1.9033	1.0000	p21	0.137779	0.004854	<nil>	0.019508	0.001933	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.356580	0.006769	mTORC1_S6K1 -- Senescence	0.002046	0.000621	p21 -- mTORC1_S6K1	0.019572	0.001915	p21 -- Senescence	0.014288	0.001646	mTORC1_S6K1	0.022826	0.002088
350.4000	0.0177	0.0018	1.9045	1.0000	p21	0.136855	0.004844	<nil>	0.019896	0.001942	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.356686	0.006764	mTORC1_S6K1 -- Senescence	0.001809	0.000561	p21 -- Senescence	0.014226	0.001654	p21 -- mTORC1_S6K1	0.019885	0.001937	mTORC1_S6K1	0.023242	0.002113
350.5000	0.0195	0.0019	1.9091	1.0000	p21	0.135653	0.004823	<nil>	0.020804	0.001999	Senescence	0.000053	0.000050	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.356342	0.006759	mTORC1_S6K1 -- Senescence	0.001943	0.000598	p21 -- Senescence	0.015354	0.001701	p21 -- mTORC1_S6K1	0.019384	0.001905	mTORC1_S6K1	0.023266	0.002120
350.6000	0.0213	0.0020	1.9110	1.0000	p21	0.134792	0.004802	<nil>	0.021448	0.002000	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.356582	0.006766	p21 -- Senescence	0.015312	0.001706	p21 -- mTORC1_S6K1	0.019157	0.001888	mTORC1_S6K1	0.023488	0.002113	mTORC1_S6K1 -- Senescence	0.001821	0.000600
350.7000	0.0208	0.0020	1.9076	1.0000	p21	0.135371	0.004828	<nil>	0.020812	0.002002	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000499	0.000271	p21 -- mTORC1_S6K1 -- Senescence	0.357155	0.006771	p21 -- Senescence	0.014417	0.001658	p21 -- mTORC1_S6K1	0.019235	0.001917	mTORC1_S6K1	0.023717	0.002136	mTORC1_S6K1 -- Senescence	0.001593	0.000550
350.8000	0.0199	0.0019	1.9059	1.0000	p21	0.135221	0.004820	<nil>	0.020167	0.001959	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000800	0.000400	p21 -- mTORC1_S6K1 -- Senescence	0.357822	0.006769	mTORC1_S6K1 -- Senescence	0.001452	0.000524	p21 -- Senescence	0.014101	0.001636	p21 -- mTORC1_S6K1	0.018911	0.001879	mTORC1_S6K1	0.024328	0.002153
350.9000	0.0196	0.0019	1.9064	1.0000	p21	0.135975	0.004825	<nil>	0.019292	0.001920	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000800	0.000400	p21 -- mTORC1_S6K1 -- Senescence	0.357216	0.006765	mTORC1_S6K1 -- Senescence	0.001551	0.000542	p21 -- Senescence	0.014670	0.001656	p21 -- mTORC1_S6K1	0.017654	0.001821	mTORC1_S6K1	0.025642	0.002226
351.0000	0.0202	0.0019	1.9042	1.0000	p21	0.136994	0.004851	<nil>	0.018754	0.001902	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000800	0.000400	p21 -- mTORC1_S6K1 -- Senescence	0.357262	0.006768	mTORC1_S6K1 -- Senescence	0.001929	0.000604	p21 -- Senescence	0.014274	0.001653	p21 -- mTORC1_S6K1	0.016815	0.001781	mTORC1_S6K1	0.025973	0.002233
351.1000	0.0189	0.0019	1.9094	1.0000	p21	0.136779	0.004838	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000800	0.000400	mTORC1_S6K1	0.026271	0.002239	p21 -- mTORC1_S6K1 -- Senescence	0.356343	0.006765	mTORC1_S6K1 -- Senescence	0.002153	0.000641	p21 -- Senescence	0.014696	0.001678	<nil>	0.018979	0.001897	p21 -- mTORC1_S6K1	0.016780	0.001766
351.2000	0.0182	0.0019	1.9021	1.0000	p21	0.138259	0.004866	<nil>	0.018710	0.001889	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000741	0.000374	p21 -- mTORC1_S6K1 -- Senescence	0.357168	0.006770	mTORC1_S6K1 -- Senescence	0.002400	0.000692	p21 -- Senescence	0.013862	0.001628	p21 -- mTORC1_S6K1	0.016134	0.001739	mTORC1_S6K1	0.025526	0.002210
351.3000	0.0178	0.0018	1.9020	1.0000	p21	0.138269	0.004860	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000722	0.000367	p21 -- Senescence	0.014120	0.001621	p21 -- mTORC1_S6K1 -- Senescence	0.357169	0.006765	mTORC1_S6K1 -- Senescence	0.002462	0.000690	p21 -- mTORC1_S6K1	0.015775	0.001717	mTORC1_S6K1	0.025880	0.002235	<nil>	0.018402	0.001878
351.4000	0.0190	0.0019	1.9085	1.0000	<nil>	0.020078	0.001957	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000654	0.000351	p21 -- mTORC1_S6K1 -- Senescence	0.356323	0.006765	p21	0.137162	0.004852	mTORC1_S6K1 -- Senescence	0.002277	0.000655	p21 -- Senescence	0.014847	0.001689	p21 -- mTORC1_S6K1	0.016225	0.001752	mTORC1_S6K1	0.025234	0.002197
351.5000	0.0190	0.0019	1.9025	1.0000	<nil>	0.020308	0.001966	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000600	0.000346	p21 -- mTORC1_S6K1 -- Senescence	0.357053	0.006767	p21	0.138003	0.004852	mTORC1_S6K1 -- Senescence	0.002400	0.000692	p21 -- Senescence	0.013946	0.001611	p21 -- mTORC1_S6K1	0.015292	0.001687	mTORC1_S6K1	0.025198	0.002204
351.6000	0.0187	0.0019	1.8995	1.0000	<nil>	0.020526	0.001978	mTORC1_S6K1 -- AKT	0.427200	0.006996	Senescence	0.000680	0.000348	p21 -- mTORC1_S6K1 -- Senescence	0.357586	0.006771	p21	0.138095	0.004864	mTORC1_S6K1 -- Senescence	0.002252	0.000649	p21 -- Senescence	0.013519	0.001619	p21 -- mTORC1_S6K1	0.014813	0.001664	mTORC1_S6K1	0.025328	0.002206
351.7000	0.0198	0.0019	1.8962	1.0000	<nil>	0.020737	0.001985	Senescence	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.358281	0.006776	p21	0.137533	0.004854	mTORC1_S6K1 -- Senescence	0.002200	0.000663	p21 -- Senescence	0.013187	0.001588	p21 -- mTORC1_S6K1	0.014852	0.001681	mTORC1_S6K1	0.025610	0.002220
351.8000	0.0194	0.0019	1.8947	1.0000	<nil>	0.020867	0.001994	Senescence	0.000522	0.000308	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.358830	0.006776	p21	0.136927	0.004845	p21 -- Senescence	0.012685	0.001556	p21 -- mTORC1_S6K1	0.014522	0.001646	mTORC1_S6K1 -- Senescence	0.001960	0.000598	mTORC1_S6K1	0.026487	0.002249
351.9000	0.0199	0.0019	1.8905	1.0000	<nil>	0.020499	0.001966	Senescence	0.000447	0.000268	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.358922	0.006777	p21	0.137932	0.004861	p21 -- Senescence	0.012111	0.001520	p21 -- mTORC1_S6K1	0.014763	0.001668	mTORC1_S6K1 -- Senescence	0.001830	0.000566	mTORC1_S6K1	0.026295	0.002232
352.0000	0.0179	0.0018	1.8868	1.0000	p21 -- Senescence	0.012027	0.001518	Senescence	0.000267	0.000211	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.358889	0.006778	p21	0.139439	0.004883	p21 -- mTORC1_S6K1	0.014510	0.001641	mTORC1_S6K1 -- Senescence	0.002293	0.000665	mTORC1_S6K1	0.025996	0.002231	<nil>	0.019379	0.001929
352.1000	0.0182	0.0018	1.8980	1.0000	p21 -- Senescence	0.013190	0.001576	Senescence	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.357562	0.006767	p21	0.138330	0.004860	p21 -- mTORC1_S6K1	0.015889	0.001724	mTORC1_S6K1 -- Senescence	0.002469	0.000681	mTORC1_S6K1	0.026115	0.002236	<nil>	0.018845	0.001884
352.2000	0.0203	0.0019	1.9077	1.0000	p21 -- Senescence	0.014233	0.001652	Senescence	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.427200	0.006996	p21 -- mTORC1_S6K1 -- Senescence	0.356208	0.006769	p21	0.137149	0.004848	<nil>	0.018548	0.001884	mTORC1_S6K1 -- Senescence	0.002373	0.000675	p21 -- mTORC1_S6K1	0.017831	0.001839	mTORC1_S6K1	0.026058	0.002233
