,0,1,2,3,4,5,6,7
DNAdamage,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
IGF1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
lowNutrition,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
PDK1,0.7137071595404929,0.3148413456746793,0.9119934219934206,0.6674513241179907,0.2496395905709625,0.0,0.6378003003003003,0.4632573750220823
AKT1,0.7137071595404929,0.3148413456746793,0.9119934219934206,0.6674513241179907,0.2496395905709625,0.0,0.6378003003003003,0.4632573750220823
IKBKB,0.022081724581724606,0.026903256069922783,0.007626197626197616,0.05083719333719336,0.24264423737463017,0.0,0.6376313813813814,0.45674792439498185
PTEN,0.17171564421564423,0.4927106868773529,0.10392249392249381,0.4053594378594381,0.9997019077901431,1.0,0.9997372372372373,0.9999646705529058
E2F1,0.8112023928690589,0.5974135607468942,0.9274188474188466,0.7715796190796189,0.0002572425366543014,0.0,0.00016891891891891893,0.00030520716795226597
EIF4EBP1,0.17592390009056683,0.7082249565582897,0.06239096239096245,0.5071856513523182,0.46192221633398023,1.0,0.21831831831831833,0.7240743684861315
IL1B,0.022081724581724606,0.025425349592016304,0.007626197626197616,0.049207486707486724,0.24264423737463017,0.0,0.6376313813813814,0.4363441873245783
IL6,0.022081724581724606,0.025425349592016304,0.007626197626197616,0.049207486707486724,0.24264423737463017,0.0,0.6376313813813814,0.4363441873245783
S6K1,0.8240760999094332,0.29177504344171024,0.9376090376090368,0.4928143486476818,0.5380777836660203,0.0,0.7816816816816817,0.27592563151386645
ULK1,0.13418072834739503,0.7091103657770321,0.05131989131989137,0.5471259762926429,0.35165361439871223,1.0,0.16726726726726726,0.7753823431274396
