,0,1,2,3,4,5,6,7
DNAdamage,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
IGF1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
lowNutrition,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
PDK1,0.8251634968301638,0.5674750508083845,1.0,0.8159153850820523,0.8241408074741422,0.5768101434768116,1.0,0.7946446446446473
AKT1,0.8251634968301638,0.5674750508083845,1.0,0.8159153850820523,0.8241408074741422,0.5768101434768116,1.0,0.7946446446446473
IKBKB,0.011773440106773439,0.027453210786544113,0.0,0.04189029939029939,0.7748081414748068,0.54466132799466,0.9396396396396396,0.7466466466466442
PTEN,0.10652318985652319,0.14389882306548973,0.08588588588588589,0.11260320926987596,0.033423423423423415,0.07986319652986326,0.004204204204204204,0.04360026693360028
E2F1,0.8957232232232235,0.7240324415324413,1.0,0.867044468711135,0.05123456790123456,0.03641975308641975,0.06036036036036036,0.0462962962962963
EIF4EBP1,0.09294210877544212,0.4846774805108139,0.0,0.34096376679710017,0.0915632298965633,0.48040373707040307,0.0,0.35323156489823127
IL1B,0.011773440106773439,0.026777535110868438,0.0,0.04080171080171079,0.7748081414748068,0.5302969636302957,0.9396396396396396,0.7280947614280922
IL6,0.011773440106773439,0.026777535110868438,0.0,0.04080171080171079,0.7748081414748068,0.5302969636302957,0.9396396396396396,0.7280947614280922
S6K1,0.907057891224558,0.5153225194891862,1.0,0.6590362332029003,0.9084367701034375,0.5195962629295972,1.0,0.6467684351017697
ULK1,0.06412579245912581,0.48949479782813116,0.0,0.37415529165529166,0.06598765432098769,0.487502502502502,0.0,0.3845879212545876
