,0,1,2,3,4,5,6,7
DNAdamage,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
IGF1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
lowNutrition,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
PDK1,0.598872777777778,0.35032343434343455,0.7586,0.5813656565656572,0.585460818713452,0.3320666666666678,0.7586,0.551371929824565
AKT1,0.598872777777778,0.35032343434343455,0.7586,0.5813656565656572,0.585460818713452,0.3320666666666678,0.7586,0.551371929824565
IKBKB,0.013527222222222218,0.02437656565656565,0.0,0.039134343434343466,0.547439181286548,0.3073533333333324,0.7139,0.5102480701754354
PTEN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E2F1,0.7608833333333334,0.5882695454545454,0.8636,0.727091212121212,0.04222923976608187,0.028224444444444448,0.0498,0.040164795321637435
EIF4EBP1,0.20672444444444446,0.6043040404040401,0.1204,0.4661318181818179,0.21433040935672512,0.6144999999999987,0.1204,0.4837626315789456
IL1B,0.013527222222222218,0.02370156565656565,0.0,0.03808434343434347,0.547439181286548,0.29769777777777706,0.7139,0.49559251461987985
IL6,0.013527222222222218,0.02370156565656565,0.0,0.03808434343434347,0.547439181286548,0.29769777777777706,0.7139,0.49559251461987985
S6K1,0.7932755555555557,0.3956959595959597,0.8796,0.5338681818181821,0.785669590643276,0.3855000000000009,0.8796,0.5162373684210545
ULK1,0.13897444444444446,0.5790095959595958,0.0814,0.46983459595959576,0.14469818713450297,0.5866666666666658,0.0814,0.48345152046783507
