,"tp53, akt1, ikbkb: (000, 001, 010, 011, 100, 101, 110, 111)"
2118,11111111
2119,00001000
2120,11101111
2121,00000000
2122,10001110
2123,10001110
2124,00000000
2125,00000000
2126,11111111
2127,10001010
2128,10001010
2129,10101111
2130,00001110
2131,11001111
2132,00000000
2133,10001110
2134,00001000
2135,00000000
2136,00000000
2137,11001111
2138,10001010
2139,11001111
2140,10101010
2141,11101111
2142,00001000
2143,00000000
2144,10101111
2145,11001111
2146,00000000
2147,00001000
2148,00001010
2149,11001111
2150,10001010
2151,10101111
2152,10001010
2153,00000000
2154,00000000
2155,00001010
2156,00001100
2157,10001111
2158,11001110
2159,00000000
2160,10001110
2161,00001000
2162,11101111
2163,11111111
2164,10001110
2165,00001110
2166,10001110
2167,00000000
2168,10001110
2169,00001110
2170,10001111
2171,10001111
2172,00001000
2173,00000000
2174,00001010
2175,00000000
2176,00000000
2177,11111111
2178,00001000
2179,10001111
2180,11111111
2181,00001111
2182,10101111
2183,00001000
2184,10001111
2185,00000000
2186,11111111
2187,11001111
2188,11001111
2189,10101111
2190,11111111
2191,00001000
2192,10101111
2193,00001111
2194,00000000
2195,10001000
2196,11101110
2197,00000000
2198,11111111
2199,11001111
2200,00001010
2201,11111111
2202,00000000
2203,11001111
2204,10001110
2205,00001000
2206,10001111
2207,00000000
2208,10101110
2209,00000000
2210,10101110
2211,11001111
2212,00000000
2213,00000000
2214,00000000
2215,10001100
2216,10101111
2217,00001000
2218,11111111
2219,00000000
2220,00001000
2221,00001010
2222,00000000
2223,10101010
2224,10101010
2225,11001111
2226,00000000
2227,11101110
2228,00000000
2229,10001110
2230,10001111
2231,10001000
2232,10101111
2233,10001110
2234,00001100
2235,11101111
2236,11001111
2237,10101010
2238,10001111
2239,00000000
2240,00001000
2241,00000000
2242,11111111
2243,11001111
2244,10001010
2245,11001111
2246,00000000
2247,00001110
2248,11001111
2249,10001110
2250,11101111
2251,00001000
2252,00000000
2253,00000000
2254,00000000
2255,11101111
2256,10001110
2257,00001110
2258,11101110
2259,00000000
2260,11111111
2261,11001111
2262,11001111
2263,10001010
2264,00000000
2265,00000000
2266,00000000
2267,00000000
2268,00000000
2269,11101111
2270,11001110
2271,11001110
2272,10001010
2273,11111111
2274,00001010
2275,10001000
2276,11001111
2277,00001000
2278,00000000
2279,00001000
2280,00000000
2281,00001111
2282,10001110
2283,00000000
2284,00001000
2285,00001000
2286,00000000
2287,10001110
2288,00000000
2289,11001110
2290,11111111
2291,00001000
2292,11111111
2293,00000000
2294,00001111
2295,10001111
2296,11101111
2297,10001110
2298,00000000
2299,00001100
2300,00001010
2301,11001111
2302,00000000
2303,10001110
2304,00001000
2305,11111111
2306,00000000
2307,10101110
2308,11101111
2309,11001111
2310,10101110
2311,00000000
2312,11101111
2313,10101010
2314,00000000
2315,00000000
2316,00000000
2317,10001000
2318,10001010
2319,00000000
2320,00000000
2321,11001110
2322,11101111
2323,10101010
2324,11111111
2325,11111111
2326,11111111
2327,00000000
2328,00000000
2329,00000000
2330,00000000
2331,11001111
2332,00000000
2333,00000000
2334,00000000
2335,10001010
2336,00000000
2337,00000000
2338,11001111
2339,00001010
2340,10101110
2341,00000000
2342,00000000
2343,11101111
2344,10001110
2345,10001010
2346,11111111
2347,11001111
2348,00001000
2349,10001110
2350,00001010
2351,00000000
2352,00000000
2353,00001110
2354,10001110
2355,10001110
2356,00000000
2357,10001111
2358,00001000
2359,11101111
2360,00000000
2361,00000000
2362,10001110
2363,11001111
2364,11101111
2365,00000000
2366,10001000
2367,11001110
2368,10101111
2369,00000000
2370,00000000
2371,10001000
2372,00000000
2373,00001010
2374,10001110
2375,11001111
2376,10001111
2377,10001111
2378,11101111
2379,11101111
2380,10001110
2381,00000000
2382,11101111
2383,10001010
2384,10001110
2385,11111111
2386,00000000
2387,11101111
2388,00001000
2389,00001100
2390,00001000
2391,00000000
2392,11101111
2393,00001000
2394,11101111
2395,10101110
2396,00001000
2397,10101110
2398,00000000
2399,10101111
2400,00000000
2401,10001000
2402,10101010
2403,10101110
2404,11001111
2405,10101111
2406,10101111
2407,00000000
2408,11101110
2409,11111111
2410,10001000
2411,10001010
2412,00001000
2413,00001110
2414,00001100
2415,11101111
2416,00000000
2417,00000000
2418,00001010
2419,00000000
2420,00000000
2421,00000000
2422,00001010
2423,11101110
2424,11001110
2425,11001111
2426,11101111
2427,00001000
2428,11111111
2429,00000000
2430,00001000
2431,10001100
2432,00000000
2433,10101111
2434,00001000
2435,10101010
2436,11111111
2437,11101111
2438,11111111
2439,11001111
2440,10101110
2441,10001111
2442,11111111
2443,10001111
2444,00001000
2445,11001111
2446,00001000
2447,10101111
2448,00000000
2449,10001111
2450,00001000
2451,11101111
2452,00001111
2453,11001111
2454,11101111
2455,11101111
2456,00001000
2457,11111111
2458,10001110
2459,00001000
2460,00000000
2461,00001000
2462,00001010
2463,11001111
2464,00000000
2465,00000000
2466,00001010
2467,10001110
2468,10001000
2469,00001111
2470,11101111
2471,10001110
2472,11111111
2473,10101111
2474,00000000
2475,00000000
2476,00001000
2477,11101111
2478,11101110
2479,00000000
2480,11101111
2481,10101111
2482,00000000
2483,11101110
2484,00000000
2485,00000000
2486,11001100
2487,00000000
2488,00001100
2489,10001100
2490,10001111
2491,10001110
2492,00001000
2493,00001100
2494,11101111
2495,00000000
2496,00001000
2497,11001111
2498,00000000
2499,00001000
2500,11001111
2501,00001100
2502,11111111
2503,00000000
2504,11101111
2505,00000000
2506,00000000
2507,11111111
2508,00001111
2509,11001111
2510,10001110
2511,00001100
2512,00000000
2513,00001000
2514,11001100
2515,10001100
2516,11001111
2517,10001110
2518,00000000
2519,00001100
2520,10001100
2521,11111111
2522,00000000
2523,10001000
2524,11001111
2525,00000000
2526,10001111
2527,10101111
2528,10001000
2529,11001110
2530,10001110
2531,11101111
2532,00000000
2533,10001110
2534,10101110
2535,11111111
2536,11101111
2537,11111111
2538,11111111
2539,00000000
2540,10001000
2541,00001110
2542,10001000
2543,10101110
2544,00000000
2545,00001110
2546,00000000
2547,10101111
2548,00000000
2549,00000000
2550,11101111
2551,00001111
2552,00001110
2553,00000000
2554,11001111
2555,10001110
2556,10001010
2557,10001010
2558,00000000
2559,00001110
2560,00001110
2561,00001010
2562,00001010
2563,00001000
2564,00000000
2565,10101111
2566,00000000
2567,00000000
2568,00000000
2569,11101111
2570,11101111
2571,10101110
2572,11111111
2573,10001110
2574,11101111
2575,00000000
2576,00000000
2577,10001100
2578,11001111
2579,11001110
2580,11101111
2581,10001110
2582,11101111
2583,11101111
2584,00001100
2585,11111111
2586,00000000
2587,11101111
2588,00001010
2589,00000000
2590,00001000
2591,00000000
2592,00000000
2593,00000000
2594,00000000
2595,11001111
2596,00001000
2597,10101111
2598,00000000
2599,00001010
2600,00000000
2601,00000000
2602,00000000
2603,10101111
2604,10001110
2605,11001111
2606,10001110
2607,00000000
2608,10001111
2609,00001110
2610,00001110
2611,00001000
2612,11111111
2613,00000000
2614,11001111
2615,11001110
2616,11101110
2617,10101010
2618,11111111
2619,11001110
2620,10101110
2621,10001110
2622,00001110
2623,10001111
2624,00001111
2625,11001111
2626,00000000
2627,00000000
2628,10001110
2629,10001010
2630,10001111
2631,00000000
2632,00001110
2633,00001100
2634,10101110
2635,11001111
2636,00000000
2637,11111111
2638,00000000
2639,00001000
2640,11111111
2641,00001100
2642,11001111
2643,00001010
2644,00000000
2645,11111111
2646,10101010
2647,10001110
2648,00001000
2649,11111111
2650,00000000
2651,00001000
2652,00001010
2653,10001010
2654,10001110
2655,00001111
2656,10101110
2657,00001111
2658,11001110
2659,00000000
2660,10101110
2661,10101111
2662,10001100
2663,11001100
2664,11111111
2665,11111111
2666,00000000
2667,00000000
2668,00001111
2669,10001111
2670,00000000
2671,11001110
2672,00000000
2673,11101111
2674,10001110
2675,10001111
2676,00000000
2677,00001000
2678,00000000
2679,11101111
2680,11101111
2681,10001000
2682,10001110
2683,10101111
2684,10001110
2685,00000000
2686,10101111
2687,11111111
2688,10001110
2689,00001000
2690,10101111
2691,10101111
2692,00001100
2693,00000000
2694,00001010
2695,10001111
2696,11101111
2697,10001111
2698,11111111
2699,10101110
2700,10001111
2701,00000000
2702,00000000
2703,10001110
2704,10101111
2705,11001111
2706,00001010
2707,00001010
2708,10001111
2709,11001111
2710,00000000
2711,11101111
2712,11111111
2713,00001000
2714,10101111
2715,00000000
2716,10001000
2717,10001110
2718,00001000
2719,00001000
2720,11111111
2721,11111111
2722,00001110
2723,00001000
2724,00000000
2725,00001111
2726,11001110
2727,10001110
2728,00000000
2729,00000000
2730,11101111
2731,00000000
2732,00000000
2733,10001010
2734,10001010
2735,00000000
2736,11111111
2737,10001111
2738,00001000
2739,00000000
2740,00001000
2741,00000000
2742,00000000
2743,10001110
2744,00001110
2745,11101110
2746,00001000
2747,00001111
2748,00000000
2749,11101111
2750,10001111
2751,10101110
2752,00000000
2753,10001110
2754,11001110
2755,00000000
2756,10001111
2757,10101111
2758,10001110
2759,00000000
2760,10101111
2761,00000000
2762,10001010
2763,00001010
2764,10101111
2765,00000000
2766,00000000
2767,11001110
2768,10101110
2769,00000000
2770,11001111
2771,00000000
2772,00001010
2773,10001111
2774,10101111
2775,00001010
2776,10101111
2777,10001010
2778,11001110
2779,10001111
2780,10101111
2781,10001111
2782,00000000
2783,00000000
2784,00000000
2785,00000000
2786,10001110
2787,00000000
2788,10101111
2789,00001110
2790,10101111
2791,00000000
2792,11001110
2793,00001111
2794,00001000
2795,00000000
2796,11111111
2797,11001110
2798,00000000
2799,10001100
2800,10001100
2801,00001000
2802,00001000
2803,11111111
2804,00000000
2805,10001100
2806,10001000
2807,11101111
2808,00001000
2809,00000000
2810,11111111
2811,11111111
2812,11101110
2813,00001000
2814,00000000
2815,11111111
2816,11001110
2817,11111111
2818,00000000
2819,00000000
2820,11111111
2821,11101111
2822,11101111
2823,11111111
2824,00000000
2825,00000000
2826,10001110
2827,00000000
2828,10001000
2829,11101111
2830,10001000
2831,00001110
2832,10001111
2833,00001000
2834,00000000
2835,10101110
2836,00001010
2837,00000000
2838,00000000
2839,00001000
2840,10001110
2841,10001110
2842,11101111
2843,11001111
2844,11001111
2845,11001111
2846,10001110
2847,11111111
2848,10101111
2849,00001110
2850,00000000
2851,10101111
2852,00000000
2853,00000000
2854,10001111
2855,11001111
2856,10001110
2857,00001000
2858,00000000
2859,11111111
2860,00000000
2861,11001111
2862,00000000
2863,00000000
2864,00001111
2865,00000000
2866,00000000
2867,00001000
2868,11111111
2869,00000000
2870,00000000
2871,11111111
2872,10101110
2873,00000000
2874,00000000
2875,00001111
2876,10001000
2877,10001010
2878,10101110
2879,10001000
2880,11111111
2881,00000000
2882,11101110
2883,00001010
2884,00001111
2885,00000000
2886,11001110
2887,11111111
2888,11001111
2889,00000000
2890,10001111
2891,10101111
2892,00001000
2893,00001000
2894,11111111
2895,10001000
2896,10001111
2897,10001010
2898,00000000
2899,11101110
2900,10001110
2901,10001110
2902,11001111
2903,11101111
2904,00000000
2905,11101111
2906,00001000
2907,00000000
2908,11111111
2909,00001000
2910,10101111
2911,00000000
2912,11111111
2913,00000000
2914,00000000
2915,00000000
2916,11111111
2917,00001010
2918,00000000
2919,00001000
2920,11001110
2921,10101110
2922,10001010
2923,00001110
2924,11101111
2925,11111111
2926,11001110
2927,00000000
2928,00000000
2929,00001111
2930,00000000
2931,11101111
2932,00000000
2933,00001100
2934,10001110
2935,11111111
2936,11101110
2937,10001111
2938,00001111
2939,11111111
2940,00000000
2941,11111111
2942,00000000
2943,00000000
2944,00000000
2945,00001000
2946,00001000
2947,00001100
2948,10001111
2949,00000000
2950,00000000
2951,00000000
2952,11101111
2953,11111111
2954,11001111
2955,10001110
2956,11111111
2957,00001000
2958,00001111
2959,11111111
2960,10001110
2961,00000000
2962,11101110
2963,00000000
2964,11101111
2965,11101111
2966,00001110
2967,00001000
2968,11001111
2969,10001100
2970,11111111
2971,11101110
2972,11111111
2973,00001000
2974,10001110
2975,00001000
2976,00000000
2977,10001010
2978,10001010
2979,11111111
2980,11101111
2981,10001010
2982,00000000
2983,00000000
2984,10001111
2985,00001100
2986,00000000
2987,10001110
2988,10101111
2989,11111111
2990,11111111
2991,10101110
2992,11111111
2993,10001110
2994,11111111
2995,10101111
2996,11101111
2997,00000000
2998,10001110
2999,00000000
3000,11101110
3001,00000000
3002,11001100
3003,00000000
3004,11111111
3005,00000000
3006,11001111
3007,11111111
3008,00000000
3009,10001010
3010,00000000
3011,00000000
3012,10101111
3013,00000000
3014,11111111
3015,00001100
3016,10001100
3017,11111111
3018,10001110
3019,11001111
3020,00001010
3021,00000000
3022,10001110
3023,11101110
3024,00000000
3025,00001000
3026,00000000
3027,10001111
3028,00001110
3029,00000000
3030,00001010
3031,11111111
3032,00000000
3033,00000000
3034,00000000
3035,10101110
3036,00001000
3037,11001111
3038,00000000
3039,00001000
3040,00001010
3041,11001111
3042,00000000
3043,00000000
3044,00001111
3045,00001100
3046,00000000
3047,00001000
3048,11101111
3049,10001110
3050,11101111
3051,11111111
3052,10001010
3053,00000000
3054,00000000
3055,00000000
3056,11101111
3057,11111111
3058,00000000
3059,00001000
3060,11111111
3061,00000000
3062,00000000
3063,00000000
3064,10001110
3065,10101111
3066,00000000
3067,00000000
3068,11001110
3069,00000000
3070,00001111
3071,11111111
3072,10101111
3073,00001100
3074,00000000
3075,10001100
3076,10001110
3077,00001110
3078,00001111
3079,10001110
3080,10101010
3081,00001000
3082,00000000
3083,11001111
3084,10101010
3085,11001111
3086,10001110
3087,11101111
3088,00000000
3089,00000000
3090,11111111
3091,00000000
3092,10101010
3093,00000000
3094,00001010
3095,11001111
3096,11001111
3097,00000000
3098,00001100
3099,00000000
3100,11111111
3101,11111111
3102,10001110
3103,10001110
3104,10101110
3105,11001111
3106,11111111
3107,00001110
3108,11101110
3109,00000000
3110,11001111
3111,00000000
3112,00001000
3113,11101111
3114,00001100
3115,11111111
3116,11101111
3117,00001100
3118,10001110
3119,00001000
3120,00000000
3121,00000000
3122,00000000
3123,00001110
3124,11101111
3125,10001110
3126,00001000
3127,00001000
3128,10001010
3129,11111111
3130,11101110
3131,10101111
3132,00000000
3133,10001100
3134,00000000
3135,11111111
3136,00001000
3137,00000000
3138,00000000
3139,10001110
3140,11101111
3141,10101110
3142,11111111
3143,10001111
3144,10101111
3145,11101110
3146,00001100
3147,00000000
3148,00001000
3149,11101111
3150,11101111
3151,10001110
3152,00001000
3153,11111111
3154,00001010
3155,10001010
3156,00000000
3157,10001111
3158,00000000
3159,10101110
3160,00001000
3161,10001010
3162,11101111
3163,00000000
3164,00001010
3165,11111111
3166,11101111
3167,11111111
3168,11101111
3169,10101111
3170,00001000
3171,00000000
3172,11001110
3173,00001010
3174,00001111
3175,11001111
3176,00001000
3177,11001111
3178,10001110
3179,00001000
3180,10001110
3181,11111111
3182,00001100
3183,00000000
3184,00000000
3185,10101110
3186,11111111
3187,10101010
3188,11001111
3189,00000000
3190,10001111
3191,00000000
3192,11111111
3193,00001100
3194,00000000
3195,00001010
3196,11101111
3197,11111111
3198,00001111
3199,00000000
3200,00000000
3201,11101111
3202,00000000
3203,00001000
3204,11101110
3205,10101110
3206,00000000
3207,00001000
3208,10001110
3209,10101111
3210,11101110
3211,11111111
3212,10001010
3213,10001110
3214,11111111
3215,00000000
3216,00000000
3217,10001010
3218,00000000
3219,00000000
3220,00000000
3221,00000000
3222,11101111
3223,00000000
3224,00001111
3225,11111111
3226,00000000
3227,00000000
3228,00000000
3229,00000000
3230,00001010
3231,00000000
3232,11101110
3233,10001010
3234,11101110
3235,00000000
3236,00001100
3237,10001110
3238,00000000
3239,00001100
3240,11001110
3241,11001111
3242,10001010
3243,10001111
3244,10101110
3245,00001000
3246,00001000
3247,00000000
3248,10101010
3249,00000000
3250,00000000
3251,00000000
3252,11101111
3253,00001000
3254,10101111
3255,00000000
3256,00000000
3257,00000000
3258,00000000
3259,10001010
3260,00001000
3261,00000000
3262,00000000
3263,11101111
3264,11001111
3265,10001000
3266,00000000
3267,00000000
3268,00000000
3269,00001000
3270,10101010
3271,11001111
3272,00000000
3273,00001000
3274,10001000
3275,00001111
3276,00001010
3277,11001111
3278,00000000
3279,11101111
3280,10101111
3281,00001010
3282,00001010
3283,00000000
3284,10101111
3285,11111111
3286,10001111
3287,10101110
3288,11001111
3289,11101111
3290,00001111
3291,11111111
3292,10001110
3293,00000000
3294,00000000
3295,11001110
3296,10101111
3297,00001000
3298,11111111
3299,00000000
3300,00001010
3301,00001000
3302,00001000
3303,00001110
3304,10001110
3305,11111111
3306,11001110
3307,10001111
3308,00000000
3309,00001000
3310,00000000
3311,00000000
3312,11001111
3313,00001000
3314,11101110
3315,11001110
3316,11101111
3317,10001000
3318,11001111
3319,11001110
3320,00000000
3321,00000000
3322,00000000
3323,11111111
3324,00001100
3325,10001100
3326,11101111
3327,00001000
3328,11101111
3329,00001000
3330,00000000
3331,10101110
3332,11111111
3333,10101010
3334,10001110
3335,00001000
3336,00000000
3337,10001000
3338,00001100
3339,00000000
3340,11111111
3341,10101010
3342,00000000
3343,10101110
3344,00000000
3345,00000000
3346,00001111
3347,10101010
3348,00001000
3349,00000000
3350,10001110
3351,10101110
3352,11101111
3353,11101111
3354,11111111
3355,10001010
3356,00001000
3357,00001010
3358,11111111
3359,10101010
3360,11001111
3361,11101111
3362,00001111
3363,00001010
3364,00001110
3365,00001000
3366,00000000
3367,00000000
3368,11101111
3369,11111111
3370,00000000
3371,11101111
3372,10101010
3373,10001110
3374,11111111
3375,00001000
3376,11101111
3377,00000000
3378,00001000
3379,11001111
3380,00001000
3381,11101110
3382,10001110
3383,11111111
3384,11001111
3385,00000000
3386,00000000
3387,00000000
3388,00000000
3389,00001110
3390,00001000
3391,00001100
3392,10001111
3393,10001100
3394,00001000
3395,11001111
3396,10001110
3397,11111111
3398,10001010
3399,00000000
3400,11101111
3401,11101110
3402,11001110
3403,11001111
3404,11101110
3405,00000000
3406,11001111
3407,00000000
3408,11111111
3409,10101010
3410,10001111
3411,11001111
3412,11101111
3413,00000000
3414,10001110
3415,00000000
3416,10001110
3417,11001110
3418,11101111
3419,11111111
3420,10001110
3421,11101111
3422,00001110
3423,11001111
3424,10001100
3425,00001010
3426,00000000
3427,11111111
3428,11111111
3429,11001111
3430,00000000
3431,11111111
3432,00001100
3433,00001010
3434,00001110
3435,00001100
3436,00001000
3437,11101111
3438,00001010
3439,11001111
3440,00000000
3441,11101111
3442,10001110
3443,00000000
3444,00001000
3445,00000000
3446,00000000
3447,00000000
3448,11101111
3449,10001111
3450,00000000
3451,10001000
3452,00001111
3453,00001000
3454,10001100
3455,10001111
3456,11101111
3457,00000000
3458,10001000
3459,00001110
3460,00000000
3461,11111111
3462,11001111
3463,11101110
3464,00001010
3465,00000000
3466,11001111
3467,11001110
3468,11101111
3469,00000000
3470,11111111
3471,10101111
3472,00000000
3473,00000000
3474,00000000
3475,10001010
3476,00000000
3477,00001000
3478,11001111
3479,10001110
3480,11101110
3481,00000000
3482,00000000
3483,00001110
3484,00000000
3485,11001111
3486,00000000
3487,11111111
3488,00000000
3489,11001111
3490,11101111
3491,11001110
3492,00000000
3493,00000000
3494,00000000
3495,10101111
3496,10001110
3497,00001000
3498,10101111
3499,10101010
3500,00000000
3501,11001110
3502,10001111
3503,00000000
3504,11101111
3505,00000000
3506,11111111
3507,00001000
3508,00001010
3509,11001111
3510,10101111
3511,11111111
3512,00000000
3513,11001111
3514,11111111
3515,00000000
3516,00000000
3517,00000000
3518,10001110
3519,10101111
3520,00001111
3521,00001110
3522,00000000
3523,00000000
3524,10001110
3525,10101111
3526,10101111
3527,00000000
3528,00001000
3529,10001110
3530,11101111
3531,10001110
3532,00000000
3533,10001111
3534,00001000
3535,10101111
3536,11111111
3537,00001111
3538,11111111
3539,00000000
3540,00000000
3541,11101111
3542,00000000
3543,10101110
3544,10001110
3545,11101111
3546,00001000
3547,00001111
3548,10101110
3549,00000000
3550,00000000
3551,00001000
3552,11111111
3553,00001100
3554,00000000
3555,00000000
3556,00000000
3557,00001000
3558,11101111
3559,11111111
3560,00000000
3561,00001110
3562,10101111
3563,00000000
3564,10001111
3565,11101110
3566,10001010
3567,00001000
3568,11111111
3569,11101110
3570,00000000
3571,10001010
3572,11111111
3573,00001000
3574,00001111
3575,00001010
3576,10001110
3577,00001000
3578,00000000
3579,00000000
3580,00001110
3581,00001100
3582,11101111
3583,11111111
3584,00000000
3585,11001111
3586,10101110
3587,10101111
3588,11101111
3589,10001111
3590,00001000
3591,10101010
3592,11101111
3593,00000000
3594,00001000
3595,00001111
3596,00000000
3597,00001010
3598,00000000
3599,00000000
3600,00001000
3601,00000000
3602,10101111
3603,00000000
3604,10101110
3605,00000000
3606,10001110
3607,11101111
3608,00001000
3609,00001000
3610,00000000
3611,10001111
3612,00001010
3613,11001100
3614,11101111
3615,00001010
3616,00000000
3617,10101111
3618,00000000
3619,00001110
3620,00001000
3621,11101110
3622,00001010
3623,10001110
3624,11111111
3625,11111111
3626,11001111
3627,00000000
3628,00001000
3629,00001000
3630,10001110
3631,00001000
3632,00000000
3633,00000000
3634,10001110
3635,00000000
3636,10001110
3637,00001000
3638,00000000
3639,00001000
3640,00001100
3641,00001000
3642,10001111
3643,00001000
3644,00000000
3645,11001111
3646,00001111
3647,11111111
3648,11111111
3649,00000000
3650,00001100
3651,10001000
3652,11101111
3653,00000000
3654,10001010
3655,11001100
3656,00000000
3657,00001000
3658,11001111
3659,00001000
3660,00000000
3661,00001100
3662,00001100
3663,00001000
3664,10101111
3665,11111111
3666,00001000
3667,10001100
3668,10001110
3669,11101111
3670,00000000
3671,00000000
3672,11101111
3673,11111111
3674,00001111
3675,11001111
3676,00000000
3677,00000000
3678,11101110
3679,10101110
3680,10101111
3681,11001110
3682,00000000
3683,00000000
3684,11111111
3685,10001110
3686,00001000
3687,00001010
3688,00000000
3689,11111111
3690,00000000
3691,00001000
3692,11101111
3693,00000000
3694,00001010
3695,10001010
3696,10101111
3697,00000000
3698,00000000
3699,10101111
3700,11111111
3701,11111111
3702,11001111
3703,00001000
3704,00000000
3705,00000000
3706,00001000
3707,00000000
3708,10101111
3709,10001110
3710,00001000
3711,00001010
3712,11111111
3713,10001010
3714,10001100
3715,11111111
3716,00001000
3717,10001110
3718,00001000
3719,00000000
3720,11111111
3721,00000000
3722,00000000
3723,11101111
3724,10101010
3725,11111111
3726,11111111
3727,11001111
3728,11111111
3729,00000000
3730,00000000
3731,11111111
3732,10001110
3733,11111111
3734,11101110
3735,11101111
3736,00000000
3737,00001111
3738,00001100
3739,11111111
3740,00000000
3741,00000000
3742,00001000
3743,00001100
3744,10101111
3745,10101110
3746,00001000
3747,11001111
3748,11111111
3749,00001000
3750,11101111
3751,10001010
3752,10001010
3753,00000000
3754,11001110
3755,10101110
3756,11101111
3757,11111111
3758,00000000
3759,10101110
3760,00001010
3761,00000000
3762,00000000
3763,00000000
3764,00000000
3765,11111111
3766,10001010
3767,10101010
3768,11111111
3769,10001010
3770,00001000
3771,00000000
3772,11101111
3773,10101110
3774,00000000
3775,00000000
3776,11001111
3777,00000000
3778,10101111
3779,00001110
3780,11001111
3781,00000000
3782,10101111
3783,11101110
3784,00000000
3785,00001100
3786,00001000
3787,00000000
3788,10001111
3789,00000000
3790,11101111
3791,10101111
3792,10101010
3793,11101110
3794,00000000
3795,00000000
3796,10001110
3797,00001000
3798,00000000
3799,00000000
3800,00001000
3801,10001110
3802,10001110
3803,10001111
3804,00001010
3805,00000000
3806,11111111
3807,11001100
3808,11101110
3809,11001110
3810,10001110
3811,00000000
3812,00000000
3813,11001111
3814,00001000
3815,00000000
3816,10001000
3817,00000000
3818,11101111
3819,00001100
3820,00001010
3821,00001110
3822,00001000
3823,00000000
3824,11001111
3825,11101111
3826,10001110
3827,00000000
3828,11111111
3829,10101110
3830,00000000
3831,11101111
3832,00000000
3833,10001010
3834,00000000
3835,00001010
3836,00000000
3837,00000000
3838,10101111
3839,00000000
3840,00001100
3841,11111111
3842,00001010
3843,10101111
3844,11111111
3845,00000000
3846,00000000
3847,00000000
3848,00001010
3849,11001111
3850,10001110
3851,11001111
3852,00000000
3853,10101111
3854,11001110
3855,00001111
3856,00000000
3857,00001000
3858,00000000
3859,00000000
3860,10101010
3861,10001100
3862,11001110
3863,00000000
3864,00001010
3865,00001110
3866,00000000
3867,00000000
3868,11001100
3869,10001111
3870,11101111
3871,00000000
3872,00001000
3873,00000000
3874,11001111
3875,11101110
3876,00000000
3877,10001111
3878,10101111
3879,10101110
3880,10101010
3881,10101111
3882,00000000
3883,11101111
3884,11001111
3885,11111111
3886,00000000
3887,00000000
3888,00001111
3889,11001111
3890,11101111
3891,00001110
3892,11111111
3893,10101111
3894,00001010
3895,11111111
3896,00001000
3897,10101111
3898,11001111
3899,11001110
3900,00000000
3901,00001000
3902,11111111
3903,11101111
3904,11001111
3905,10001111
3906,00000000
3907,00001000
3908,00001110
3909,00000000
3910,00001000
3911,00001111
3912,10101111
3913,00001110
3914,10001111
3915,10101111
3916,11101111
3917,10101111
3918,00001100
3919,11001110
3920,00000000
3921,00000000
3922,11111111
3923,00000000
3924,11001111
3925,11101111
3926,10001000
3927,10001110
3928,11101110
3929,11001110
3930,11101111
3931,00001010
3932,10001110
3933,00001010
3934,10001110
3935,11001111
3936,10001110
3937,00000000
3938,10001111
3939,00000000
3940,00000000
3941,00000000
3942,11111111
3943,10001111
3944,11001100
3945,00000000
3946,00000000
3947,10101111
3948,00000000
3949,00001000
3950,10001110
3951,11101111
3952,00000000
3953,00001111
3954,10101111
3955,10001110
3956,00001000
3957,10001110
3958,00001010
3959,00001000
3960,10101010
3961,00001111
3962,00000000
3963,11111111
3964,10001110
3965,11111111
3966,00000000
3967,11111111
3968,10001110
3969,10001010
3970,00001111
3971,10101010
3972,10001111
3973,10101110
3974,00001000
3975,00001000
3976,11111111
3977,00000000
3978,00001010
3979,10001110
3980,10001111
3981,00001110
3982,00001000
3983,00000000
3984,11001111
3985,00000000
3986,11001110
3987,00000000
3988,10101010
3989,11111111
3990,00000000
3991,11111111
3992,10101111
3993,10101010
3994,00001010
3995,00000000
3996,00001111
3997,10101010
3998,00001000
3999,11111111
4000,11101111
4001,10001110
4002,00000000
4003,00000000
4004,11101110
4005,11101110
4006,11111111
4007,00000000
4008,11101110
4009,10001000
4010,10001110
4011,00000000
4012,11111111
4013,10101110
4014,10001111
4015,00001000
4016,00000000
4017,11101110
4018,00000000
4019,11001110
4020,11111111
4021,00000000
4022,00001111
4023,11111111
4024,11101111
4025,00001110
4026,00001111
4027,10101010
4028,10001000
4029,11101111
4030,10001000
4031,10001110
4032,10101111
4033,10101010
4034,00000000
4035,00001000
4036,00001111
4037,10101110
4038,10001110
4039,10101111
4040,00000000
4041,00001111
4042,10001000
4043,00000000
4044,10001111
4045,11101111
4046,00000000
4047,10001111
4048,00001010
4049,11101110
4050,00001000
4051,00000000
4052,10001010
4053,10101111
4054,11101111
4055,11001110
4056,10001110
4057,10101111
4058,00000000
4059,11111111
4060,11101111
4061,00000000
4062,00000000
4063,11001111
4064,11001111
4065,10001010
4066,00001100
4067,00000000
4068,11101111
4069,00000000
4070,11101111
4071,11111111
4072,10001110
4073,00001000
4074,00001100
4075,11001111
4076,11101111
4077,00001111
4078,00001100
4079,10001100
4080,00001111
4081,11101111
4082,11111111
4083,00000000
4084,00000000
4085,11001110
4086,11111111
4087,10101111
4088,00000000
4089,00000000
4090,10001110
4091,00001110
4092,11101111
4093,00000000
4094,00000000
4095,00000000
4096,11001111
4097,00000000
4098,11001110
4099,00000000
4100,00001100
4101,11111111
4102,00000000
4103,00001000
4104,00000000
4105,10101111
4106,10101110
4107,00000000
4108,00001000
4109,10001100
4110,11001111
4111,10001111
