,"tp53, akt1, ikbkb: (000, 001, 010, 011, 100, 101, 110, 111)"
2106,00000000
2107,00000000
2108,00001100
2109,00000000
2110,00001010
2111,00000000
2112,00000000
2113,00000000
2114,00001000
2115,11101110
2116,10101110
2117,00000000
2118,00001000
2119,10001110
2120,11101110
2121,10001010
2122,10001110
2123,00000000
2124,00000000
2125,10001010
2126,00000000
2127,00000000
2128,00000000
2129,00000000
2130,00000000
2131,00000000
2132,00000000
2133,00000000
2134,00000000
2135,00001010
2136,00000000
2137,11101110
2138,10001010
2139,11101110
2140,00000000
2141,00001100
2142,10001110
2143,00000000
2144,00001100
2145,11001110
2146,10001010
2147,10101110
2148,00001000
2149,00001000
2150,00000000
2151,10101010
2152,00000000
2153,00000000
2154,00000000
2155,00001000
2156,00000000
2157,00000000
2158,00000000
2159,00000000
2160,10001010
2161,00001000
2162,00000000
2163,00000000
2164,10001000
2165,00000000
2166,00000000
2167,00000000
2168,00001000
2169,10101010
2170,00000000
2171,00001000
2172,10001000
2173,00001010
2174,00000000
2175,00001010
2176,00001010
2177,00000000
2178,10101110
2179,10001110
2180,00000000
2181,00000000
2182,11001110
2183,00001000
2184,00000000
2185,00001010
2186,00001000
2187,00001000
2188,00001110
2189,10001110
2190,11001110
2191,00000000
2192,00001000
2193,00000000
2194,00000000
2195,00001000
2196,11101110
2197,11001110
2198,10001000
2199,11001110
2200,00000000
2201,00000000
2202,00000000
2203,00001100
2204,10001100
2205,00001000
2206,00001000
2207,00000000
2208,10101110
2209,10101010
2210,10001110
2211,00001000
2212,00000000
2213,10001000
2214,00001100
2215,00000000
2216,10101010
2217,00000000
2218,10101110
2219,00000000
2220,00000000
2221,10101010
2222,00001000
2223,00000000
2224,10001110
2225,10101110
2226,10001010
2227,00001000
2228,00001010
2229,10101010
2230,00001010
2231,00001110
2232,00001000
2233,00000000
2234,00000000
2235,00000000
2236,10101010
2237,10001110
2238,00001000
2239,00000000
2240,00001000
2241,00001000
2242,11101110
2243,10001110
2244,00000000
2245,00000000
2246,00000000
2247,00000000
2248,00001110
2249,00001000
2250,00001100
2251,10001100
2252,00001000
2253,10001110
2254,10001010
2255,00000000
2256,11101110
2257,11001110
2258,11101110
2259,00000000
2260,00000000
2261,10101010
2262,00000000
2263,10001110
2264,00000000
2265,10001110
2266,11001110
2267,10001110
2268,00001110
2269,10001100
2270,00001010
2271,00000000
2272,00000000
2273,00001100
2274,00001010
2275,00001110
2276,00001100
2277,00001000
2278,00001010
2279,00000000
2280,10001110
2281,00000000
2282,00001000
2283,00000000
2284,00000000
2285,00000000
2286,00000000
2287,10001000
2288,00001000
2289,10001100
2290,00000000
2291,10001000
2292,00001110
2293,00000000
2294,11101110
2295,00001010
2296,00000000
2297,11001110
2298,00000000
2299,00000000
2300,00000000
2301,00000000
2302,10001010
2303,00000000
2304,00001000
2305,10001110
2306,11101110
2307,00000000
2308,00000000
2309,00001110
2310,00000000
2311,00000000
2312,00000000
2313,11001110
2314,00000000
2315,00000000
2316,00000000
2317,10001110
2318,00001000
2319,10101010
2320,00000000
2321,11001110
2322,00000000
2323,00000000
2324,00001000
2325,00001010
2326,00000000
2327,00000000
2328,00000000
2329,00000000
2330,10001110
2331,00001110
2332,00000000
2333,00000000
2334,10001110
2335,00000000
2336,00001000
2337,10001110
2338,10001110
2339,00000000
2340,00001000
2341,00000000
2342,00000000
2343,00000000
2344,10101110
2345,10001110
2346,00001000
2347,10101110
2348,00000000
2349,00000000
2350,00001000
2351,00001100
2352,00000000
2353,00000000
2354,00000000
2355,00001000
2356,00000000
2357,00001110
2358,00000000
2359,11101110
2360,10001010
2361,00001000
2362,11101110
2363,00000000
2364,10001010
2365,00001000
2366,00001010
2367,10001110
2368,00001000
2369,00000000
2370,00000000
2371,00001110
2372,00001100
2373,00000000
2374,10101110
2375,00001000
2376,10101010
2377,00000000
2378,00001000
2379,00000000
2380,00001010
2381,00000000
2382,00000000
2383,00001000
2384,00000000
2385,00000000
2386,10101110
2387,00000000
2388,10001110
2389,00001000
2390,00001000
2391,00000000
2392,00001010
2393,11001100
2394,00001010
2395,00000000
2396,00000000
2397,00001110
2398,00001000
2399,11101110
2400,00001010
2401,10001110
2402,00000000
2403,00001000
2404,00001000
2405,10001110
2406,00001000
2407,00000000
2408,00000000
2409,10001110
2410,00000000
2411,10001110
2412,00001000
2413,00000000
2414,00001000
2415,00001100
2416,00001000
2417,00001000
2418,00000000
2419,00000000
2420,00001100
2421,10001000
2422,00000000
2423,10001010
2424,11001100
2425,00000000
2426,00001000
2427,00001000
2428,00000000
2429,00001100
2430,00001100
2431,00001000
2432,00001000
2433,10001100
2434,10001110
2435,00000000
2436,00000000
2437,00000000
2438,00000000
2439,11101110
2440,10101110
2441,11001110
2442,00000000
2443,00000000
2444,10001110
2445,00001000
2446,00001010
2447,00000000
2448,00000000
2449,00001000
2450,00000000
2451,00001010
2452,10001010
2453,00000000
2454,00000000
2455,00001000
2456,00000000
2457,00000000
2458,00001000
2459,00000000
2460,10001110
2461,00001000
2462,00001010
2463,10001010
2464,10001100
2465,00001000
2466,10001110
2467,00001000
2468,00000000
2469,00000000
2470,00000000
2471,10101010
2472,00000000
2473,00000000
2474,10001110
2475,11101110
2476,00000000
2477,00001100
2478,00000000
2479,00000000
2480,00001000
2481,00001100
2482,10101110
2483,00001000
2484,00001000
2485,10001010
2486,10001010
2487,00000000
2488,11001110
2489,10101110
2490,00000000
2491,10101110
2492,00001010
2493,00000000
2494,00000000
2495,00000000
2496,00000000
2497,10001010
2498,10101010
2499,10001010
2500,00001000
2501,00000000
2502,10101110
2503,00000000
2504,00000000
2505,00000000
2506,00001110
2507,00000000
2508,11101110
2509,00000000
2510,00001100
2511,00001000
2512,00000000
2513,00000000
2514,10101010
2515,11101110
2516,00000000
2517,00000000
2518,10001110
2519,00001000
2520,00000000
2521,00000000
2522,00001000
2523,10001110
2524,10001110
2525,00001010
2526,00000000
2527,11001100
2528,11101110
2529,11001110
2530,10001110
2531,00000000
2532,00000000
2533,00001000
2534,00000000
2535,10001000
2536,00000000
2537,00001100
2538,00001010
2539,00001110
2540,00001000
2541,00000000
2542,10001110
2543,00000000
2544,10101110
2545,00000000
2546,00000000
2547,10001010
2548,00000000
2549,00001010
2550,00000000
2551,00000000
2552,00000000
2553,00001100
2554,00001010
2555,00000000
2556,00000000
2557,00000000
2558,00001010
2559,10001110
2560,00000000
2561,11001110
2562,00000000
2563,00001000
2564,00000000
2565,00000000
2566,10101010
2567,10001100
2568,11001110
2569,00000000
2570,00001010
2571,00001110
2572,00000000
2573,00000000
2574,11001100
2575,00000000
2576,00001000
2577,00000000
2578,11101110
2579,00000000
2580,10101110
2581,10101010
2582,00000000
2583,00000000
2584,00000000
2585,00001110
2586,00001010
2587,00001000
2588,11001110
2589,00000000
2590,00001000
2591,00000000
2592,00001000
2593,00001110
2594,00000000
2595,00001000
2596,00001110
2597,00001100
2598,11001110
2599,00000000
2600,00000000
2601,00000000
2602,10001000
2603,10001110
2604,11101110
2605,11001110
2606,00001010
2607,10001110
2608,00001010
2609,10001110
2610,10001110
2611,00000000
2612,00000000
2613,00000000
2614,00000000
2615,11001100
2616,00000000
2617,00000000
2618,00000000
2619,00001000
2620,10001110
2621,00000000
2622,10001110
2623,00001000
2624,10001110
2625,00001010
2626,00001000
2627,10101010
2628,00000000
2629,10001110
2630,00000000
2631,10001110
2632,10001010
2633,10101010
2634,10101110
2635,00001000
2636,00001000
2637,00000000
2638,00001010
2639,10001110
2640,00001110
2641,00001000
2642,00000000
2643,00000000
2644,11001110
2645,00000000
2646,10101010
2647,00000000
2648,10101010
2649,00001010
2650,00000000
2651,10101010
2652,00001000
2653,10001110
2654,00000000
2655,00000000
2656,11101110
2657,11101110
2658,00000000
2659,11101110
2660,10001000
2661,10001110
2662,00000000
2663,10101110
2664,00001000
2665,00000000
2666,11101110
2667,00000000
2668,11001110
2669,00000000
2670,00001110
2671,10101010
2672,10001000
2673,10001000
2674,10001110
2675,10101010
2676,00000000
2677,00001000
2678,10101110
2679,10001110
2680,00000000
2681,10001000
2682,00000000
2683,00000000
2684,00001010
2685,11101110
2686,00001000
2687,00000000
2688,10001010
2689,11001110
2690,10001110
2691,00000000
2692,00000000
2693,00000000
2694,10001010
2695,00001100
2696,00000000
2697,00000000
2698,10001110
2699,00001000
2700,00001100
2701,00001100
2702,10001100
2703,00000000
2704,00000000
2705,11001110
2706,00000000
2707,00000000
2708,10001110
2709,00001110
2710,00000000
2711,00000000
2712,00000000
2713,00000000
2714,11001110
2715,00000000
2716,00001100
2717,00000000
2718,00001000
2719,00000000
2720,10101110
2721,00000000
2722,00001000
2723,10001100
2724,11001100
2725,11001110
2726,10001110
2727,10001110
2728,11001110
2729,00000000
2730,00000000
2731,11101110
2732,00001010
2733,00000000
2734,00000000
2735,11001110
2736,00000000
2737,00001000
2738,00000000
2739,00000000
2740,10001100
2741,00000000
2742,11001110
2743,00001000
2744,00000000
2745,00000000
2746,11101110
2747,00000000
2748,00000000
2749,10001100
2750,11001110
2751,10001110
2752,00000000
2753,00000000
2754,00000000
2755,00001000
2756,10001010
2757,00001100
2758,11101110
2759,10001000
2760,00000000
2761,00001000
2762,10001010
2763,10001100
2764,00000000
2765,10001110
2766,00001000
2767,00001110
2768,11001110
2769,00000000
2770,00000000
2771,10001110
2772,00000000
2773,10101110
2774,00001000
2775,00001010
2776,00000000
2777,00000000
2778,10101110
2779,00000000
2780,00000000
2781,00000000
2782,00000000
2783,00001000
2784,00000000
2785,00000000
2786,00000000
2787,11101110
2788,00000000
2789,10001110
2790,00001010
2791,11001110
2792,10001110
2793,10101110
2794,10001010
2795,00000000
2796,10001110
2797,00000000
2798,00000000
2799,00001110
2800,10001110
2801,00001000
2802,10001110
2803,00000000
2804,00000000
2805,00001000
2806,00001000
2807,10001110
2808,00000000
2809,10101110
2810,00000000
2811,10001100
2812,00001010
2813,00000000
2814,11001110
2815,10001110
2816,00000000
2817,11001110
2818,00000000
2819,10101110
2820,00001110
2821,10001010
2822,10001000
2823,00001000
2824,00001000
2825,10001110
2826,00001000
2827,00001000
2828,00000000
2829,00001110
2830,00000000
2831,00000000
2832,11001110
2833,00000000
2834,10001010
2835,00000000
2836,11001110
2837,00001100
2838,00000000
2839,00001110
2840,00000000
2841,00000000
2842,10001110
2843,10001110
2844,00000000
2845,00000000
2846,00000000
2847,00000000
2848,00001000
2849,00001000
2850,00000000
2851,00000000
2852,10001010
2853,00000000
2854,00001100
2855,00001000
2856,11001100
2857,00001010
2858,00000000
2859,00001010
2860,00000000
2861,00000000
2862,00000000
2863,00001010
2864,00001000
2865,00000000
2866,00000000
2867,00000000
2868,00001000
2869,10001110
2870,10001110
2871,00000000
2872,00000000
2873,00001010
2874,00001010
2875,11001110
2876,00000000
2877,00001000
2878,00000000
2879,00000000
2880,00000000
2881,00001000
2882,00001000
2883,00001100
2884,00000000
2885,00000000
2886,00001000
2887,00000000
2888,00000000
2889,00000000
2890,00000000
2891,00001000
2892,00000000
2893,10001000
2894,00001110
2895,00001000
2896,00000000
2897,10001110
2898,10001110
2899,00000000
2900,10001110
2901,00001000
2902,00001110
2903,00001010
2904,10001110
2905,10001000
2906,00001100
2907,00000000
2908,00001100
2909,00001000
2910,00000000
2911,00000000
2912,10001110
2913,00001110
2914,00001110
2915,00001000
2916,00000000
2917,10001110
2918,00001100
2919,00000000
2920,10101110
2921,00000000
2922,00000000
2923,00000000
2924,00000000
2925,00000000
2926,00001000
2927,11001110
2928,00001000
2929,00001010
2930,00001110
2931,00001000
2932,00000000
2933,00000000
2934,00001010
2935,10001010
2936,00001010
2937,00000000
2938,00000000
2939,00000000
2940,10001110
2941,00000000
2942,00001010
2943,00001000
2944,10001110
2945,00001000
2946,10001110
2947,00001000
2948,11001110
2949,00001000
2950,10101110
2951,10001010
2952,00000000
2953,00001010
2954,00000000
2955,00000000
2956,00000000
2957,10101010
2958,00001000
2959,00000000
2960,10001010
2961,00001000
2962,11001110
2963,00000000
2964,00000000
2965,00001000
2966,00000000
2967,10001110
2968,00000000
2969,10101010
2970,00001000
2971,00000000
2972,10101010
2973,00000000
2974,00000000
2975,00000000
2976,00000000
2977,10101010
2978,11001100
2979,10001100
2980,00000000
2981,00001010
2982,11101110
2983,00000000
2984,00000000
2985,10001110
2986,00000000
2987,10001010
2988,00000000
2989,00000000
2990,10001110
2991,00000000
2992,00000000
2993,00000000
2994,11101110
2995,00000000
2996,00000000
2997,11001100
2998,00000000
2999,00000000
3000,00000000
3001,00000000
3002,00001100
3003,00000000
3004,00001010
3005,00001000
3006,00001100
3007,00000000
3008,10001110
3009,00000000
3010,00001000
3011,00000000
3012,10001110
3013,00000000
3014,00001010
3015,10101010
3016,00000000
3017,10001000
3018,00000000
3019,00000000
3020,00000000
3021,00001000
3022,00001000
3023,00000000
3024,10101110
3025,00001000
3026,00000000
3027,00000000
3028,00000000
3029,00001010
3030,00001000
3031,00001110
3032,00000000
3033,10001010
3034,00001000
3035,00000000
3036,11001110
3037,10101110
3038,00001000
3039,00001000
3040,00001000
3041,00001000
3042,00000000
3043,00000000
3044,00001000
3045,00000000
3046,10001110
3047,00000000
3048,00000000
3049,00000000
3050,00001000
3051,00001100
3052,00000000
3053,00000000
3054,00001110
3055,00000000
3056,11001110
3057,00000000
3058,00000000
3059,00001000
3060,00000000
3061,00000000
3062,00001000
3063,00000000
3064,00000000
3065,11001110
3066,10001110
3067,00001010
3068,00001000
3069,00000000
3070,00001110
3071,00000000
3072,10001110
3073,00000000
3074,00001000
3075,10001100
3076,00000000
3077,00000000
3078,00000000
3079,00001000
3080,00000000
3081,00001110
3082,00000000
3083,00000000
3084,00001100
3085,00001110
3086,00001100
3087,00001000
3088,00000000
3089,10001110
3090,00000000
3091,00001000
3092,00000000
3093,00000000
3094,00000000
3095,00001000
3096,00000000
3097,10001110
3098,00000000
3099,00000000
3100,10101010
3101,11001110
3102,00001110
3103,10101110
3104,00001000
3105,10001010
3106,00000000
3107,00000000
3108,00000000
3109,00000000
3110,00000000
3111,11001110
3112,10101110
3113,00000000
3114,10001110
3115,00001000
3116,00000000
3117,00001110
3118,10101110
3119,10101110
3120,00000000
3121,00000000
3122,10001010
3123,00000000
3124,00000000
3125,00000000
3126,00000000
3127,00000000
3128,00000000
3129,00000000
3130,10001110
3131,10101110
3132,00000000
3133,00000000
3134,00000000
3135,00000000
3136,00000000
3137,00000000
3138,00001000
3139,00000000
3140,11101110
3141,00001010
3142,00000000
3143,00000000
3144,00000000
3145,00000000
3146,00000000
3147,00001000
3148,00000000
3149,00001010
3150,10101010
3151,00001010
3152,00001110
3153,00001110
3154,00000000
3155,00000000
3156,10001110
3157,00000000
3158,10101110
3159,00000000
3160,00001000
3161,11101110
3162,10001110
3163,10101110
3164,00000000
3165,11001100
3166,11001110
3167,10101110
3168,11001110
3169,00000000
3170,00000000
3171,11101110
3172,11101110
3173,00000000
3174,00000000
3175,00001110
3176,00001000
3177,10001110
3178,10101110
3179,10001110
3180,00001010
3181,10001110
3182,00000000
3183,00001110
3184,00001100
3185,00000000
3186,00000000
3187,10001110
3188,10101110
3189,00000000
3190,11001110
3191,00000000
3192,00000000
3193,00000000
3194,00000000
3195,00000000
3196,10001110
3197,00001010
3198,00000000
3199,10001110
3200,10001000
3201,00000000
3202,10101010
3203,00000000
3204,00001000
3205,00000000
3206,00000000
3207,00000000
3208,00000000
3209,00000000
3210,00001000
3211,00000000
3212,00001000
3213,00000000
3214,00000000
3215,00000000
3216,11001100
3217,00000000
3218,00001000
3219,00000000
3220,00001000
3221,10001100
3222,00001100
3223,10001110
3224,00000000
3225,00000000
3226,00000000
3227,11001100
3228,00001000
3229,00001000
3230,10101110
3231,00000000
3232,10101010
3233,00000000
3234,00001010
3235,11001110
3236,00000000
3237,00001110
3238,10101110
3239,00000000
3240,00001000
3241,10001000
3242,10001110
3243,00001010
3244,00000000
3245,00001010
3246,00000000
3247,00001010
3248,00001110
3249,10001000
3250,10001010
3251,00000000
3252,10101010
3253,00001000
3254,10001110
3255,11101110
3256,00001000
3257,00000000
3258,11101110
3259,00001000
3260,00001000
3261,00001110
3262,00001100
3263,00000000
3264,00001100
3265,00000000
3266,10001110
3267,00001000
3268,10101110
3269,10001010
3270,00001000
3271,00001110
3272,00000000
3273,00000000
3274,00000000
3275,11101110
3276,11001110
3277,00000000
3278,00000000
3279,00001100
3280,00000000
3281,00000000
3282,00001000
3283,00001000
3284,00001110
3285,00001000
3286,00000000
3287,10001110
3288,00000000
3289,00000000
3290,00000000
3291,10001110
3292,00001000
3293,00000000
3294,00000000
3295,00001000
3296,00000000
3297,00000000
3298,00000000
3299,00000000
3300,10001110
3301,00000000
3302,00001010
3303,11101110
3304,10001110
3305,00000000
3306,00000000
3307,00001110
3308,00001010
3309,00000000
3310,00000000
3311,00001000
3312,00000000
3313,00000000
3314,00001000
3315,11001100
3316,00001000
3317,00000000
3318,00001000
3319,10001110
3320,00000000
3321,00000000
3322,10001000
3323,10001010
3324,00000000
3325,00000000
3326,00000000
3327,00000000
3328,00000000
3329,00001010
