-2	-2	2	-2	2	1	1	-1	1	0
-2	-2	0	-2	2	1	1	-1	1	4
-2	-2	1	-2	2	1	1	-1	1	4
-2	0	1	-2	2	1	0	-1	1	8
-2	0	2	-2	2	1	0	-1	1	8
-2	0	0	-2	2	1	0	-1	1	9
-2	-2	2	-2	1	1	1	-1	1	10
-2	-2	0	-2	2	1	-2	-1	1	12
-2	-2	0	-2	2	1	-1	-1	1	12
-2	-2	0	-2	2	1	0	-1	1	12
-2	-2	0	-2	2	1	2	-1	1	12
-2	-2	1	-2	2	1	-2	-1	1	12
-2	-2	1	-2	2	1	-1	-1	1	12
-2	-2	1	-2	2	1	0	-1	1	12
-2	-2	2	-2	2	1	-2	-1	1	12
-2	-2	2	-2	2	1	-1	-1	1	12
-2	-2	2	-2	2	1	0	-1	1	12
-2	-1	0	-2	2	1	-2	-1	1	12
-2	-1	0	-2	2	1	-1	-1	1	12
-2	-1	0	-2	2	1	0	-1	1	12
-2	-1	0	-2	2	1	1	-1	1	12
-2	-1	1	-2	2	1	-2	-1	1	12
-2	-1	1	-2	2	1	-1	-1	1	12
-2	-1	1	-2	2	1	0	-1	1	12
-2	-1	2	-2	2	1	-2	-1	1	12
-2	-1	2	-2	2	1	-1	-1	1	12
-2	-1	2	-2	2	1	0	-1	1	12
-2	0	0	-2	2	1	-2	-1	1	12
-2	0	0	-2	2	1	-1	-1	1	12
-2	0	1	-2	2	1	-2	-1	1	12
-2	0	1	-2	2	1	-1	-1	1	12
-2	0	2	-2	2	1	-2	-1	1	12
-2	0	2	-2	2	1	-1	-1	1	12
-2	-2	0	-2	0	0	2	0	1	14
-2	-2	0	-2	0	0	2	0	2	14
-2	-2	0	-2	0	0	2	1	1	14
-2	-2	0	-2	0	0	2	1	2	14
-2	-2	0	-2	0	0	2	2	1	14
-2	-2	0	-2	0	0	2	2	2	14
-2	-2	0	-2	1	0	2	0	1	14
-2	-2	0	-2	1	0	2	0	2	14
-2	-2	0	-2	1	0	2	1	1	14
-2	-2	0	-2	1	0	2	1	2	14
-2	-2	0	-2	1	0	2	2	1	14
-2	-2	0	-2	1	0	2	2	2	14
-2	-2	0	-2	2	0	2	0	1	14
-2	-2	0	-2	2	0	2	0	2	14
-2	-2	0	-2	2	0	2	1	1	14
-2	-2	0	-2	2	0	2	1	2	14
-2	-2	0	-2	2	0	2	2	1	14
-2	-2	0	-2	2	0	2	2	2	14
-2	-2	0	-1	0	0	2	0	1	14
-2	-2	0	-1	0	0	2	1	1	14
-2	-2	0	-1	0	0	2	2	1	14
-2	-2	0	-1	1	0	2	0	1	14
-2	-2	0	-1	1	0	2	1	1	14
-2	-2	0	-1	1	0	2	2	1	14
-2	-2	0	-1	2	0	2	0	1	14
-2	-2	0	-1	2	0	2	1	1	14
-2	-2	0	-1	2	0	2	2	1	14
-2	-2	1	-2	0	0	2	0	1	14
-2	-2	1	-2	0	0	2	0	2	14
-2	-2	1	-2	0	0	2	1	1	14
-2	-2	1	-2	0	0	2	1	2	14
-2	-2	1	-2	0	0	2	2	1	14
-2	-2	1	-2	0	0	2	2	2	14
-2	-2	1	-2	1	0	2	0	1	14
-2	-2	1	-2	1	0	2	0	2	14
-2	-2	1	-2	1	0	2	1	1	14
-2	-2	1	-2	1	0	2	1	2	14
-2	-2	1	-2	1	0	2	2	1	14
-2	-2	1	-2	1	0	2	2	2	14
-2	-2	1	-2	1	1	1	-1	1	14
-2	-2	1	-2	2	0	2	0	1	14
-2	-2	1	-2	2	0	2	0	2	14
-2	-2	1	-2	2	0	2	1	1	14
-2	-2	1	-2	2	0	2	1	2	14
-2	-2	1	-2	2	0	2	2	1	14
-2	-2	1	-2	2	0	2	2	2	14
-2	-2	1	-2	2	1	1	-2	1	14
-2	-2	1	-1	0	0	2	0	1	14
-2	-2	1	-1	0	0	2	1	1	14
-2	-2	1	-1	0	0	2	2	1	14
-2	-2	1	-1	1	0	2	0	1	14
-2	-2	1	-1	1	0	2	1	1	14
-2	-2	1	-1	1	0	2	2	1	14
-2	-2	1	-1	2	0	2	0	1	14
-2	-2	1	-1	2	0	2	1	1	14
-2	-2	1	-1	2	0	2	2	1	14
-2	-2	2	-2	0	0	2	0	1	14
-2	-2	2	-2	0	0	2	0	2	14
-2	-2	2	-2	0	0	2	1	1	14
-2	-2	2	-2	0	0	2	1	2	14
-2	-2	2	-2	0	0	2	2	1	14
-2	-2	2	-2	0	0	2	2	2	14
-2	-2	2	-2	1	0	2	0	1	14
-2	-2	2	-2	1	0	2	0	2	14
-2	-2	2	-2	1	0	2	1	1	14
-2	-2	2	-2	1	0	2	1	2	14
-2	-2	2	-2	1	0	2	2	1	14
-2	-2	2	-2	1	0	2	2	2	14
-2	-2	2	-2	2	0	2	0	1	14
-2	-2	2	-2	2	0	2	0	2	14
-2	-2	2	-2	2	0	2	1	1	14
-2	-2	2	-2	2	0	2	1	2	14
-2	-2	2	-2	2	0	2	2	1	14
-2	-2	2	-2	2	0	2	2	2	14
-2	-2	2	-2	2	1	1	-2	1	14
-2	-2	2	-1	0	0	2	0	1	14
-2	-2	2	-1	0	0	2	1	1	14
-2	-2	2	-1	0	0	2	2	1	14
-2	-2	2	-1	1	0	2	0	1	14
-2	-2	2	-1	1	0	2	1	1	14
-2	-2	2	-1	1	0	2	2	1	14
-2	-2	2	-1	2	0	2	0	1	14
-2	-2	2	-1	2	0	2	1	1	14
-2	-2	2	-1	2	0	2	2	1	14
-2	-1	0	-2	0	0	1	0	1	14
-2	-1	0	-2	0	0	1	0	2	14
-2	-1	0	-2	0	0	1	1	1	14
-2	-1	0	-2	0	0	1	1	2	14
-2	-1	0	-2	0	0	1	2	1	14
-2	-1	0	-2	0	0	1	2	2	14
-2	-1	0	-2	1	0	1	0	1	14
-2	-1	0	-2	1	0	1	0	2	14
-2	-1	0	-2	1	0	1	1	1	14
-2	-1	0	-2	1	0	1	1	2	14
-2	-1	0	-2	1	0	1	2	1	14
-2	-1	0	-2	1	0	1	2	2	14
-2	-1	0	-2	2	0	1	0	1	14
-2	-1	0	-2	2	0	1	0	2	14
-2	-1	0	-2	2	0	1	1	1	14
-2	-1	0	-2	2	0	1	1	2	14
-2	-1	0	-2	2	0	1	2	1	14
-2	-1	0	-2	2	0	1	2	2	14
-2	-1	0	-1	0	0	1	0	1	14
-2	-1	0	-1	0	0	1	1	1	14
-2	-1	0	-1	0	0	1	2	1	14
-2	-1	0	-1	1	0	1	0	1	14
-2	-1	0	-1	1	0	1	1	1	14
-2	-1	0	-1	1	0	1	2	1	14
