-2	-2	0	-2	0	0	-2	-2	-2	-2	50.0
-2	-2	0	-2	0	0	-2	-2	-2	-1	50.0
-2	-2	0	-2	0	0	-2	-2	-2	0	45.0
-2	-2	0	-2	0	0	-2	-2	-2	1	58.0
-2	-2	0	-2	0	0	-2	-2	-2	2	58.0
-2	-2	0	-2	0	0	-2	-2	-1	-2	50.0
-2	-2	0	-2	0	0	-2	-2	-1	-1	50.0
-2	-2	0	-2	0	0	-2	-2	-1	0	45.0
-2	-2	0	-2	0	0	-2	-2	-1	1	58.0
-2	-2	0	-2	0	0	-2	-2	-1	2	58.0
-2	-2	0	-2	0	0	-2	-2	0	-2	30.0
-2	-2	0	-2	0	0	-2	-2	0	-1	30.0
-2	-2	0	-2	0	0	-2	-2	0	0	28.0
-2	-2	0	-2	0	0	-2	-2	0	1	29.0
-2	-2	0	-2	0	0	-2	-2	0	2	26.0
-2	-2	0	-2	0	0	-2	-2	1	-2	34.0
-2	-2	0	-2	0	0	-2	-2	1	-1	34.0
-2	-2	0	-2	0	0	-2	-2	1	0	33.0
-2	-2	0	-2	0	0	-2	-2	1	1	30.0
-2	-2	0	-2	0	0	-2	-2	1	2	27.0
-2	-2	0	-2	0	0	-2	-2	2	-2	34.0
-2	-2	0	-2	0	0	-2	-2	2	-1	34.0
-2	-2	0	-2	0	0	-2	-2	2	0	33.0
-2	-2	0	-2	0	0	-2	-2	2	1	30.0
-2	-2	0	-2	0	0	-2	-2	2	2	27.0
-2	-2	0	-2	0	0	-2	-1	-2	-2	50.0
-2	-2	0	-2	0	0	-2	-1	-2	-1	50.0
-2	-2	0	-2	0	0	-2	-1	-2	0	45.0
-2	-2	0	-2	0	0	-2	-1	-2	1	58.0
-2	-2	0	-2	0	0	-2	-1	-2	2	58.0
-2	-2	0	-2	0	0	-2	-1	-1	-2	50.0
-2	-2	0	-2	0	0	-2	-1	-1	-1	50.0
-2	-2	0	-2	0	0	-2	-1	-1	0	45.0
-2	-2	0	-2	0	0	-2	-1	-1	1	58.0
-2	-2	0	-2	0	0	-2	-1	-1	2	58.0
-2	-2	0	-2	0	0	-2	-1	0	-2	30.0
-2	-2	0	-2	0	0	-2	-1	0	-1	30.0
-2	-2	0	-2	0	0	-2	-1	0	0	28.0
-2	-2	0	-2	0	0	-2	-1	0	1	29.0
-2	-2	0	-2	0	0	-2	-1	0	2	26.0
-2	-2	0	-2	0	0	-2	-1	1	-2	34.0
-2	-2	0	-2	0	0	-2	-1	1	-1	34.0
-2	-2	0	-2	0	0	-2	-1	1	0	33.0
-2	-2	0	-2	0	0	-2	-1	1	1	30.0
-2	-2	0	-2	0	0	-2	-1	1	2	27.0
-2	-2	0	-2	0	0	-2	-1	2	-2	34.0
-2	-2	0	-2	0	0	-2	-1	2	-1	34.0
-2	-2	0	-2	0	0	-2	-1	2	0	33.0
-2	-2	0	-2	0	0	-2	-1	2	1	30.0
-2	-2	0	-2	0	0	-2	-1	2	2	27.0
-2	-2	0	-2	0	0	-2	0	-2	-2	46.0
-2	-2	0	-2	0	0	-2	0	-2	-1	46.0
-2	-2	0	-2	0	0	-2	0	-2	0	41.0
-2	-2	0	-2	0	0	-2	0	-2	1	54.0
-2	-2	0	-2	0	0	-2	0	-2	2	54.0
-2	-2	0	-2	0	0	-2	0	-1	-2	46.0
-2	-2	0	-2	0	0	-2	0	-1	-1	46.0
-2	-2	0	-2	0	0	-2	0	-1	0	41.0
-2	-2	0	-2	0	0	-2	0	-1	1	54.0
-2	-2	0	-2	0	0	-2	0	-1	2	54.0
-2	-2	0	-2	0	0	-2	0	0	-2	26.0
-2	-2	0	-2	0	0	-2	0	0	-1	26.0
-2	-2	0	-2	0	0	-2	0	0	0	24.0
-2	-2	0	-2	0	0	-2	0	0	1	25.0
-2	-2	0	-2	0	0	-2	0	0	2	22.0
-2	-2	0	-2	0	0	-2	0	1	-2	30.0
-2	-2	0	-2	0	0	-2	0	1	-1	30.0
