Time	TH	ErrTH	H	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[p21]	ErrProb[p21]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[<nil>]	ErrProb[<nil>]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[Insulin]	ErrProb[Insulin]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	
33.6000	0.0301	0.0053	1.7443	0	0	0.111431	0.009925	0	0	0	0	0	0	0.001483	0.001110	0	0	0	0	0.003269	0.001751	0.008579	0.002836	0	0	0	0	0	0	0.020805	0.004497	0.018647	0.004198	0	0	0	0	0	0	0	0	0.010769	0.003238	0	0	0.000991	0.000991	0	0	0.010529	0.003133	0.651837	0.015048	0.001221	0.001024	0	0	0	0	0.013199	0.003521	0.002000	0.001414	0.145240	0.011118	0	0	
33.7000	0.0292	0.0053	1.7325	0	0	0.109472	0.009812	0	0	0	0	0	0	0.001696	0.001218	0	0	0	0	0.002900	0.001675	0.008000	0.002819	0	0	0	0	0	0	0.019651	0.004338	0.018884	0.004182	0	0	0	0	0	0	0	0	0.010000	0.003148	0	0	0.001000	0.001000	0.000100	0.000100	0.009878	0.003112	0.654379	0.015034	0.002000	0.001414	0	0	0	0	0.013516	0.003524	0.001700	0.001220	0.146823	0.011177	0	0	
33.8000	0.0331	0.0057	1.7273	0	0	0.109008	0.009831	0	0	0.000182	0.000182	0	0	0.001000	0.001000	0	0	0	0	0.002000	0.001414	0.007818	0.002760	0	0	0	0	0	0	0.019612	0.004345	0.016473	0.003993	0	0	0	0	0	0	0	0	0.010367	0.003138	0	0	0.000636	0.000636	0.001000	0.001000	0.009391	0.003012	0.655139	0.015022	0.002000	0.001414	0	0	0	0	0.016858	0.004058	0.001364	0.001064	0.147152	0.011202	0	0	
33.9000	0.0345	0.0059	1.7221	0	0	0.108778	0.009771	0	0	0.001000	0.001000	0	0	0.000547	0.000547	0	0	0	0	0.002000	0.001414	0.006704	0.002541	0	0	0	0	0	0	0.020735	0.004438	0.017184	0.004059	0	0	0	0	0	0	0	0	0.008131	0.002778	0	0	0.000839	0.000839	0.000161	0.000161	0.009000	0.002988	0.655296	0.015030	0.001247	0.001030	0	0	0	0	0.017271	0.003878	0.003143	0.001687	0.147964	0.011220	0	0	
34.0000	0.0326	0.0058	1.7199	0	0	0.105365	0.009648	0	0	0.000735	0.000735	0	0	0.000813	0.000665	0	0	0	0	0.002000	0.001414	0.006000	0.002443	0	0	0	0	0	0	0.021654	0.004524	0.018786	0.004198	0	0	0	0	0	0	0	0	0.007295	0.002653	0	0	0.001000	0.001000	0	0	0.009438	0.003003	0.656930	0.014997	0.000830	0.000830	0	0	0	0	0.017092	0.004023	0.004000	0.001997	0.148062	0.011217	0	0	
34.1000	0.0297	0.0057	1.7081	0	0	0.104153	0.009638	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.002076	0.001338	0.005997	0.002374	0	0	0	0	0	0	0.019719	0.004333	0.018744	0.004238	0	0	0	0	0	0	0	0	0.008619	0.002884	0	0	0.001000	0.001000	0	0	0.011905	0.003419	0.658646	0.014987	0	0	0	0	0	0	0.017097	0.004011	0.003134	0.001735	0.147910	0.011209	0	0	
34.2000	0.0295	0.0058	1.7056	0	0	0.104798	0.009681	0	0	0	0	0	0	0.001691	0.001215	0	0	0	0	0.002000	0.001414	0.006000	0.002443	0	0	0	0	0	0	0.019218	0.004324	0.017782	0.004161	0	0	0	0	0	0	0	0	0.007202	0.002641	0	0	0.001000	0.001000	0	0	0.012773	0.003528	0.658227	0.015000	0	0	0	0	0	0	0.017110	0.004091	0.003000	0.001730	0.149199	0.011265	0	0	
34.3000	0.0350	0.0062	1.7045	0	0	0.105697	0.009683	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0.002000	0.001414	0.006000	0.002443	0	0	0	0	0	0	0.019604	0.004359	0.016977	0.004013	0	0	0	0	0	0	0	0	0.006105	0.002445	0	0	0.001000	0.001000	0	0	0.012553	0.003487	0.658396	0.014997	0	0	0	0	0	0	0.016709	0.003999	0.003959	0.001977	0.149000	0.011266	0	0	
34.4000	0.0347	0.0061	1.6966	0	0	0.104303	0.009624	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0.002000	0.001414	0.006000	0.002443	0	0	0	0	0	0	0.018025	0.004153	0.019197	0.004314	0	0	0	0	0	0	0	0	0.006000	0.002443	0	0	0.000432	0.000432	0	0	0.011619	0.003347	0.659760	0.014976	0	0	0	0	0	0	0.018197	0.004141	0.003466	0.001791	0.149000	0.011266	0	0	
34.5000	0.0305	0.0057	1.6798	0	0	0.103358	0.009611	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0.002000	0.001414	0.005336	0.002256	0	0	0	0	0	0	0.017719	0.004110	0.021041	0.004483	0	0	0	0	0	0	0	0	0.006483	0.002472	0	0	0	0	0	0	0.012000	0.003445	0.661664	0.014962	0	0	0	0	0	0	0.014975	0.003787	0.003000	0.001730	0.150425	0.011295	0	0	
34.6000	0.0255	0.0052	1.6840	0	0	0.102751	0.009593	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0.002546	0.001514	0.005379	0.002263	0	0	0	0	0	0	0.017884	0.004160	0.022111	0.004622	0	0	0	0	0	0	0	0	0.006513	0.002495	0	0	0	0	0	0	0.012997	0.003583	0.660624	0.014973	0	0	0	0	0	0	0.012533	0.003390	0.003000	0.001730	0.151662	0.011295	0	0	
34.7000	0.0243	0.0050	1.6809	0	0	0.101146	0.009533	0	0	0	0	0	0	0.001245	0.001029	0	0	0	0	0.002551	0.001468	0.006726	0.002542	0	0	0	0	0	0	0.019430	0.004249	0.021639	0.004520	0	0	0	0	0	0	0	0	0.007190	0.002644	0	0	0	0	0	0	0.012585	0.003492	0.661592	0.014955	0	0	0	0	0	0	0.012123	0.003416	0.002162	0.001423	0.151610	0.011325	0	0	
34.8000	0.0240	0.0048	1.6665	0	0	0.099249	0.009417	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.002494	0.001480	0.006506	0.002484	0	0	0	0	0	0	0.018333	0.004218	0.023712	0.004704	0	0	0	0	0	0	0	0	0.007645	0.002714	0	0	0	0	0	0	0.012153	0.003380	0.663455	0.014938	0	0	0	0	0	0	0.010465	0.003107	0.001725	0.001235	0.153263	0.011375	0	0	
34.9000	0.0243	0.0049	1.6509	0	0	0.098908	0.009417	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.001178	0.001016	0.008000	0.002819	0	0	0	0	0	0	0.020004	0.004358	0.025002	0.004859	0	0	0	0	0	0	0	0	0.008407	0.002798	0	0	0	0	0	0	0.009492	0.003012	0.665602	0.014912	0	0	0	0	0	0	0.009060	0.002957	0.001000	0.001000	0.152348	0.011343	0	0	
35.0000	0.0223	0.0048	1.6437	0	0	0.099181	0.009430	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.002000	0.001414	0.007825	0.002762	0	0	0	0	0	0	0.019651	0.004317	0.025953	0.004980	0	0	0	0	0	0	0	0	0.009000	0.002988	0	0	0	0	0	0	0.007318	0.002647	0.667622	0.014887	0	0	0	0	0	0	0.008449	0.002795	0.001000	0.001000	0.151000	0.011328	0	0	
35.1000	0.0243	0.0049	1.6519	0	0	0.094926	0.009237	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.002000	0.001414	0.007000	0.002638	0	0	0	0	0	0	0.018936	0.004270	0.026172	0.005022	0	0	0	0	0	0	0	0	0.009000	0.002988	0	0	0	0	0	0	0.007506	0.002673	0.668494	0.014884	0	0	0	0	0	0	0.011426	0.003171	0.001815	0.001198	0.151725	0.011342	0	0	
35.2000	0.0238	0.0047	1.6729	0	0	0.093804	0.009165	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.002991	0.001725	0.007000	0.002638	0	0	0	0	0	0	0.018907	0.004239	0.025617	0.004951	0	0	0	0	0	0	0	0	0.008839	0.002852	0	0	0	0	0	0	0.008618	0.002884	0.667382	0.014899	0	0	0	0	0	0	0.012454	0.003388	0.003000	0.001730	0.150387	0.011298	0	0	
35.3000	0.0214	0.0046	1.6690	0	0	0.094425	0.009238	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.003000	0.001730	0.007000	0.002638	0	0	0	0	0	0	0.020000	0.004429	0.026000	0.005035	0	0	0	0	0	0	0	0	0.007575	0.002698	0	0	0	0	0	0	0.008826	0.002935	0.667174	0.014904	0	0	0	0	0	0	0.011216	0.003278	0.003000	0.001730	0.150784	0.011306	0	0	
35.4000	0.0175	0.0041	1.6598	0	0	0.094549	0.009244	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.003000	0.001730	0.006839	0.002581	0	0	0	0	0	0	0.020936	0.004523	0.026912	0.005112	0	0	0	0	0	0	0	0	0.007451	0.002675	0	0	0	0	0	0	0.008088	0.002820	0.667161	0.014904	0	0	0	0	0	0	0.008696	0.002887	0.003000	0.001730	0.152368	0.011360	0	0	
35.5000	0.0170	0.0041	1.6500	0	0	0.095699	0.009249	0	0	0	0	0	0	0.001607	0.001169	0	0	0	0	0.003000	0.001730	0.006000	0.002443	0	0	0	0	0	0	0.018840	0.004167	0.026029	0.004921	0	0	0	0	0	0	0	0	0.008071	0.002758	0	0	0	0	0	0	0.007560	0.002684	0.668725	0.014867	0	0	0	0	0	0	0.008789	0.002915	0.003000	0.001730	0.152681	0.011370	0	0	
35.6000	0.0161	0.0040	1.6432	0	0	0.095703	0.009248	0	0	0	0	0	0	0.002000	0.001414	0	0	0	0	0.003694	0.001863	0.004377	0.002030	0	0	0	0	0	0	0.018707	0.004262	0.023879	0.004758	0	0	0	0	0	0	0	0	0.007804	0.002747	0	0	0	0	0	0	0.008000	0.002819	0.670623	0.014862	0	0	0	0	0	0	0.010852	0.003197	0.002306	0.001446	0.152056	0.011356	0	0	
35.7000	0.0180	0.0041	1.6466	0	0	0.095302	0.009237	0	0	0	0	0	0	0.001158	0.001012	0	0	0	0	0.004000	0.001997	0.004842	0.002166	0	0	0	0	0	0	0.018906	0.004299	0.024041	0.004783	0	0	0	0	0	0	0	0	0.008355	0.002840	0	0	0.000185	0.000185	0	0	0.007180	0.002643	0.671000	0.014865	0	0	0	0	0	0	0.011344	0.003276	0.002687	0.001571	0.151000	0.011328	0	0	
35.8000	0.0202	0.0043	1.6412	0	0	0.096238	0.009297	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.003211	0.001653	0.005789	0.002300	0	0	0	0	0	0	0.017472	0.004097	0.023602	0.004764	0	0	0	0	0	0	0	0	0.008348	0.002820	0	0	0.001000	0.001000	0	0	0.007000	0.002638	0.671498	0.014847	0	0	0	0	0	0	0.011300	0.003312	0.001993	0.001409	0.151550	0.011334	0	0	
35.9000	0.0183	0.0041	1.6147	0	0	0.099116	0.009431	0	0	0	0	0	0	0.001643	0.001188	0	0	0	0	0.002000	0.001414	0.006425	0.002479	0	0	0	0	0	0	0.014269	0.003726	0.023188	0.004746	0	0	0	0	0	0	0	0	0.007557	0.002683	0	0	0.001000	0.001000	0	0	0.007000	0.002638	0.675306	0.014800	0	0	0	0	0	0	0.011631	0.003358	0.001000	0.001000	0.149865	0.011272	0	0	
36.0000	0.0166	0.0040	1.6120	0	0	0.100098	0.009461	0	0	0.000662	0.000662	0	0	0.002000	0.001414	0	0	0	0	0.002000	0.001414	0.005338	0.002256	0	0	0	0	0	0	0.014017	0.003652	0.023339	0.004740	0	0	0	0	0	0	0	0	0.007670	0.002626	0	0	0.001000	0.001000	0	0	0.007000	0.002638	0.676528	0.014792	0.000249	0.000249	0	0	0	0	0.009880	0.003037	0.001000	0.001000	0.149219	0.011249	0	0	
36.1000	0.0149	0.0039	1.6102	0	0	0.099347	0.009415	0	0	0.001000	0.001000	0	0	0.001168	0.001014	0	0	0	0	0.002000	0.001414	0.005000	0.002232	0	0	0	0	0	0	0.014832	0.003806	0.023844	0.004793	0	0	0	0	0	0	0	0	0.006694	0.002538	0	0	0.001000	0.001000	0	0	0.006866	0.002590	0.677000	0.014795	0.001000	0.001000	0	0	0	0	0.009632	0.002936	0.001000	0.001000	0.149617	0.011266	0	0	
36.2000	0.0175	0.0041	1.6201	0	0	0.098365	0.009384	0	0	0.001000	0.001000	0	0	0.001000	0.001000	0	0	0	0	0.002659	0.001559	0.005000	0.002232	0	0	0	0	0	0	0.015408	0.003857	0.024851	0.004862	0	0	0	0	0	0	0	0	0.007122	0.002640	0	0	0.000856	0.000856	0	0	0.006881	0.002595	0.676119	0.014802	0.001000	0.001000	0	0	0	0	0.009258	0.002884	0.001261	0.001033	0.149218	0.011258	0	0	
36.3000	0.0189	0.0040	1.6241	0	0	0.097230	0.009311	0	0	0.001000	0.001000	0	0	0.000380	0.000380	0	0	0	0	0.003000	0.001730	0.005620	0.002315	0	0	0	0	0	0	0.016721	0.003970	0.023335	0.004660	0	0	0	0	0	0	0	0	0.008454	0.002842	0	0	0	0	0	0	0.007000	0.002638	0.676000	0.014807	0.001000	0.001000	0	0	0	0	0.009432	0.002896	0.002000	0.001414	0.148828	0.011238	0	0	
36.4000	0.0238	0.0047	1.6259	0	0	0.096547	0.009260	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.003000	0.001730	0.006000	0.002443	0	0	0	0	0	0	0.017413	0.004088	0.021546	0.004454	0	0	0	0	0	0	0	0	0.008000	0.002819	0	0	0	0	0	0	0.007163	0.002642	0.675837	0.014804	0.001000	0.001000	0	0	0	0	0.011470	0.003201	0.002000	0.001414	0.149024	0.011266	0	0	
36.5000	0.0251	0.0050	1.6185	0	0	0.097631	0.009355	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.003000	0.001730	0.006000	0.002443	0	0	0	0	0	0	0.016285	0.003918	0.019409	0.004288	0	0	0	0	0	0	0	0	0.008833	0.002937	0	0	0	0	0	0	0.007405	0.002668	0.676323	0.014788	0.001000	0.001000	0	0	0	0	0.010952	0.003143	0.002000	0.001414	0.150162	0.011275	0	0	
36.6000	0.0226	0.0047	1.6168	0	0	0.096682	0.009309	0	0	0.000722	0.000722	0	0	0	0	0	0	0	0	0.003808	0.001904	0.006113	0.002446	0	0	0	0	0	0	0.014939	0.003758	0.021528	0.004527	0	0	0	0	0	0	0	0	0.008904	0.002957	0	0	0	0	0	0	0.007278	0.002652	0.677000	0.014795	0.001000	0.001000	0	0	0	0	0.009947	0.003060	0.002000	0.001414	0.150079	0.011296	0	0	
36.7000	0.0214	0.0048	1.5967	0	0	0.097140	0.009345	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0.006129	0.002374	0	0	0	0	0	0	0.016000	0.003970	0.020874	0.004473	0	0	0	0	0	0	0	0	0.007000	0.002638	0	0	0	0	0	0	0.007868	0.002775	0.678003	0.014763	0.001000	0.001000	0	0	0	0	0.009100	0.002986	0.002000	0.001414	0.151887	0.011351	0	0	
36.8000	0.0221	0.0047	1.5843	0	0	0.097130	0.009341	0	0	0	0	0	0	0.000945	0.000945	0	0	0	0	0.003000	0.001730	0.004612	0.002087	0	0	0	0	0	0	0.015625	0.003894	0.021942	0.004581	0	0	0	0	0	0	0	0	0.006126	0.002446	0	0	0	0	0	0	0.006776	0.002505	0.680461	0.014730	0.001874	0.001327	0	0	0	0	0.007430	0.002655	0.002000	0.001414	0.152081	0.011352	0	0	
36.9000	0.0243	0.0050	1.5808	0	0	0.095008	0.009222	0	0	0	0	0	0	0.001845	0.001309	0	0	0	0	0.003000	0.001730	0.003016	0.001730	0	0	0	0	0	0	0.014279	0.003713	0.023545	0.004734	0	0	0	0	0	0	0	0	0.004850	0.002087	0	0	0	0	0	0	0.007214	0.002594	0.681519	0.014731	0.002000	0.001414	0	0	0	0	0.008442	0.002806	0.002282	0.001441	0.153000	0.011390	0	0	
37.0000	0.0289	0.0053	1.5827	0	0	0.095212	0.009240	0	0	0	0	0	0	0.002886	0.001569	0	0	0	0	0.002566	0.001522	0.003434	0.001783	0	0	0	0	0	0	0.014946	0.003832	0.024054	0.004842	0	0	0	0	0	0	0	0	0.002690	0.001560	0	0	0	0	0	0	0.007000	0.002638	0.681000	0.014746	0.001751	0.001250	0	0	0	0	0.008641	0.002780	0.003000	0.001730	0.152821	0.011363	0	0	
37.1000	0.0307	0.0055	1.5666	0	0	0.094061	0.009233	0	0	0	0	0	0	0.003621	0.001837	0	0	0	0	0.002000	0.001414	0.004000	0.001997	0	0	0	0	0	0	0.015468	0.003816	0.024000	0.004842	0	0	0	0	0	0	0	0	0.001514	0.001124	0	0	0	0	0	0	0.006009	0.002443	0.682342	0.014720	0.001000	0.001000	0	0	0	0	0.008829	0.002800	0.002738	0.001594	0.154417	0.011400	0	0	
37.2000	0.0267	0.0051	1.5389	0	0	0.094599	0.009231	0	0	0	0	0	0	0.003155	0.001737	0	0	0	0	0.002000	0.001414	0.004000	0.001997	0	0	0	0	0	0	0.013384	0.003602	0.024575	0.004858	0	0	0	0	0	0	0	0	0.000606	0.000464	0	0	0	0	0	0	0.006000	0.002443	0.685006	0.014696	0.000845	0.000845	0	0	0	0	0.008355	0.002829	0.002000	0.001414	0.155475	0.011451	0	0	
37.3000	0.0255	0.0051	1.5568	0	0	0.091009	0.009033	0	0	0	0	0	0	0.004341	0.002025	0	0	0	0	0.002000	0.001414	0.004000	0.001997	0	0	0	0	0	0	0.013476	0.003555	0.026243	0.004970	0	0	0	0	0	0	0	0	0.001915	0.001338	0	0	0.000571	0.000571	0	0	0.005093	0.002233	0.685678	0.014681	0	0	0	0	0	0	0.010402	0.003051	0.002000	0.001414	0.153271	0.011367	0	0	
37.4000	0.0279	0.0054	1.5576	0	0	0.090398	0.008973	0	0	0	0	0	0	0.005000	0.002232	0	0	0	0	0.002000	0.001414	0.004000	0.001997	0	0	0	0	0	0	0.012815	0.003419	0.024333	0.004789	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0.001000	0.001000	0	0	0.005000	0.002232	0.686088	0.014669	0	0	0	0	0	0	0.011708	0.003138	0.001658	0.001197	0.154000	0.011420	0	0	
37.5000	0.0291	0.0055	1.5651	0	0	0.086203	0.008846	0	0	0	0	0	0	0.004698	0.002062	0	0	0	0	0.002000	0.001414	0.004761	0.002136	0	0	0	0	0	0	0.012358	0.003462	0.022344	0.004646	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0.001000	0.001000	0	0	0.004979	0.002222	0.687021	0.014670	0	0	0	0	0	0	0.018275	0.004186	0.001000	0.001000	0.153360	0.011388	0	0	
37.6000	0.0293	0.0054	1.5602	0	0	0.084211	0.008776	0	0	0	0	0	0	0.003594	0.001828	0	0	0	0	0.002000	0.001414	0.004290	0.002017	0	0	0	0	0	0	0.010519	0.003161	0.024602	0.004829	0	0	0	0	0	0	0	0	0.002000	0.001414	0	0	0.000510	0.000510	0	0	0.006621	0.002401	0.688247	0.014632	0.000406	0.000406	0	0	0	0	0.017712	0.004148	0.001288	0.001040	0.154000	0.011420	0	0	
37.7000	0.0282	0.0052	1.5687	0	0	0.085144	0.008795	0	0	0	0	0	0	0.002981	0.001719	0	0	0	0	0.003713	0.001860	0.004019	0.001997	0	0	0	0	0	0	0.009358	0.002951	0.023499	0.004703	0	0	0	0	0	0	0	0	0.003037	0.001730	0	0	0	0	0	0	0.008000	0.002819	0.688000	0.014658	0.001000	0.001000	0	0	0	0	0.017389	0.004065	0.001111	0.001006	0.152749	0.011365	0	0	
37.8000	0.0228	0.0048	1.5744	0	0	0.085053	0.008812	0	0	0	0	0	0	0.001303	0.001045	0	0	0	0	0.004000	0.001997	0.005697	0.002336	0	0	0	0	0	0	0.008864	0.002946	0.023113	0.004744	0	0	0	0	0	0	0	0	0.004561	0.002073	0	0	0	0	0	0	0.008495	0.002860	0.687505	0.014656	0.001000	0.001000	0	0	0	0	0.017014	0.003992	0.001000	0.001000	0.152395	0.011334	0	0	
37.9000	0.0197	0.0044	1.5680	0	0	0.084664	0.008736	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.004000	0.001997	0.005936	0.002386	0	0	0	0	0	0	0.009575	0.002963	0.022492	0.004587	0	0	0	0	0	0	0	0	0.005801	0.002316	0	0	0	0	0	0	0.008192	0.002756	0.687447	0.014632	0.000787	0.000787	0	0	0	0	0.014736	0.003685	0.000717	0.000717	0.154655	0.011412	0	0	
38.0000	0.0156	0.0036	1.5665	0	0	0.084954	0.008783	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.004827	0.002160	0.006000	0.002443	0	0	0	0	0	0	0.009711	0.003017	0.021619	0.004517	0	0	0	0	0	0	0	0	0.006808	0.002572	0	0	0	0	0	0	0.008715	0.002906	0.687000	0.014671	0	0	0	0	0	0	0.015194	0.003809	0	0	0.154173	0.011419	0	0	
38.1000	0.0170	0.0040	1.5662	0	0	0.086864	0.008878	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.004854	0.002170	0.006146	0.002447	0	0	0	0	0	0	0.011366	0.003319	0.018771	0.004199	0	0	0	0	0	0	0	0	0.006000	0.002443	0	0	0	0	0	0	0.009387	0.003012	0.686613	0.014668	0	0	0	0	0	0	0.015000	0.003846	0	0	0.154000	0.011420	0	0	
38.2000	0.0202	0.0043	1.5770	0	0	0.087776	0.008926	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.004877	0.002180	0.007000	0.002638	0	0	0	0	0	0	0.012760	0.003525	0.016472	0.003990	0	0	0	0	0	0	0	0	0.006724	0.002547	0	0	0	0	0	0	0.010180	0.003153	0.685820	0.014681	0	0	0	0	0	0	0.014991	0.003796	0	0	0.152398	0.011358	0	0	
38.3000	0.0224	0.0047	1.5894	0	0	0.086119	0.008850	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.003901	0.001875	0.007494	0.002682	0	0	0	0	0	0	0.013642	0.003639	0.016944	0.004006	0	0	0	0	0	0	0	0	0.007000	0.002638	0	0	0	0	0.001111	0.000866	0.010414	0.003150	0.685000	0.014697	0	0	0	0	0	0	0.014547	0.003675	0	0	0.152828	0.011356	0	0	
38.4000	0.0219	0.0046	1.5938	0	0	0.085094	0.008823	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0.003000	0.001730	0.008000	0.002819	0	0	0	0	0	0	0.015339	0.003766	0.017861	0.004122	0	0	0	0	0	0	0	0	0.007000	0.002638	0	0	0.001076	0.001000	0.000924	0.000921	0.009000	0.002988	0.685000	0.014697	0	0	0	0	0	0	0.013705	0.003616	0	0	0.153000	0.011390	0	0	
38.5000	0.0199	0.0045	1.5784	0	0	0.087036	0.008890	0	0	0	0	0	0	0.000880	0.000880	0	0	0	0	0.003199	0.001649	0.007644	0.002675	0	0	0	0	0	0	0.014858	0.003751	0.017204	0.004067	0	0	0	0	0	0	0	0	0.006469	0.002465	0	0	0.001139	0.001009	0	0	0.009492	0.003010	0.685849	0.014674	0	0	0	0	0	0	0.013102	0.003494	0	0	0.153130	0.011348	0	0	
38.6000	0.0131	0.0037	1.5559	0	0	0.086088	0.008838	0	0	0.000063	0.000063	0	0	0	0	0	0	0	0	0.003000	0.001730	0.007462	0.002666	0	0	0	0	0	0	0.015268	0.003849	0.017184	0.004042	0	0	0	0	0	0	0	0	0.005427	0.002271	0	0	0.001000	0.001000	0	0	0.009326	0.002960	0.687149	0.014644	0	0	0	0	0	0	0.011801	0.003345	0	0	0.156232	0.011468	0	0	
38.7000	0.0116	0.0033	1.5631	0	0	0.085308	0.008817	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.003257	0.001749	0.006000	0.002443	0	0	0	0	0	0	0.016316	0.003976	0.015346	0.003813	0	0	0	0	0	0	0	0	0.005758	0.002355	0	0	0.001000	0.001000	0	0	0.010073	0.003149	0.686927	0.014670	0	0	0	0	0	0	0.012316	0.003419	0.000055	0.000055	0.156644	0.011481	0	0	
38.8000	0.0135	0.0036	1.5694	0	0	0.084792	0.008804	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.003398	0.001775	0.006188	0.002450	0	0	0	0	0	0	0.017794	0.004163	0.014399	0.003726	0	0	0	0	0	0	0	0	0.005975	0.002328	0	0	0.001000	0.001000	0	0	0.010889	0.003248	0.686333	0.014672	0	0	0	0	0	0	0.012000	0.003445	0	0	0.156233	0.011472	0	0	
38.9000	0.0167	0.0039	1.5773	0	0	0.085363	0.008812	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.002837	0.001642	0.006163	0.002448	0	0	0	0	0	0	0.017697	0.004108	0.015139	0.003806	0	0	0	0	0	0	0	0	0.006457	0.002463	0	0	0.001000	0.001000	0	0	0.011501	0.003320	0.685342	0.014685	0	0	0	0	0	0	0.012501	0.003463	0	0	0.155000	0.011450	0	0	
39.0000	0.0197	0.0042	1.5793	0	0	0.085509	0.008814	0	0	0.000498	0.000498	0	0	0	0	0	0	0	0	0.002217	0.001430	0.007000	0.002638	0	0	0	0	0	0	0.018853	0.004222	0.014797	0.003673	0	0	0	0	0	0	0	0	0.005976	0.002434	0	0	0.001000	0.001000	0	0	0.011056	0.003232	0.685000	0.014697	0	0	0	0	0	0	0.014287	0.003697	0	0	0.153807	0.011406	0	0	
39.1000	0.0184	0.0042	1.5698	0	0	0.085058	0.008773	0	0	0	0	0	0	0	0	0	0	0	0	0.003000	0.001730	0.007000	0.002638	0	0	0	0	0	0	0.019156	0.004283	0.015659	0.003899	0	0	0	0	0	0	0	0	0.004724	0.002075	0	0	0.001000	0.001000	0	0	0.011000	0.003300	0.685844	0.014670	0	0	0	0	0	0	0.012979	0.003492	0	0	0.154581	0.011423	0	0	
