Time	TH	ErrTH	H	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[p21]	ErrProb[p21]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[<nil>]	ErrProb[<nil>]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[Insulin]	ErrProb[Insulin]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	
146.7000	0.0000	0.0000	0.6475	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
146.8000	0.0002	0.0002	0.6475	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
146.9000	0.0009	0.0009	0.6475	0	0	0.002000	0.001414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
147.0000	0.0000	0.0000	0.6465	0	0	0.002600	0.001535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.000400	0.000400	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
147.1000	0.0000	0.0000	0.6448	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
147.2000	0.0000	0.0000	0.6448	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
147.3000	0.0000	0.0000	0.6434	0	0	0.003608	0.001833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000392	0.000392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
147.4000	0.0000	0.0000	0.6415	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
147.5000	0.0000	0.0000	0.6415	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
147.6000	0.0000	0.0000	0.6415	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
147.7000	0.0000	0.0000	0.6415	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.148000	0.011235	0	0	
147.8000	0.0000	0.0000	0.6473	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000623	0.000623	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147377	0.011205	0	0	
147.9000	0.0000	0.0000	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
148.0000	0.0000	0.0000	0.6500	0	0	0.004082	0.001999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000918	0.000918	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
148.1000	0.0000	0.0000	0.6465	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
148.2000	0.0000	0.0000	0.6465	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
148.3000	0.0000	0.0000	0.6465	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
148.4000	0.0000	0.0000	0.6465	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
148.5000	0.0000	0.0000	0.6465	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
148.6000	0.0000	0.0000	0.6518	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000554	0.000554	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146446	0.011175	0	0	
148.7000	0.0000	0.0000	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
148.8000	0.0000	0.0000	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
148.9000	0.0000	0.0000	0.6562	0	0	0.004838	0.002164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.000162	0.000162	0	0	0.146000	0.011172	0	0	
149.0000	0.0000	0.0000	0.6588	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.001000	0.001000	0	0	0.146000	0.011172	0	0	
149.1000	0.0002	0.0002	0.6588	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.001000	0.001000	0	0	0.146000	0.011172	0	0	
149.2000	0.0010	0.0010	0.6583	0	0	0.004213	0.002008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000787	0.000787	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.001000	0.001000	0	0	0.146000	0.011172	0	0	
149.3000	0.0010	0.0010	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.001000	0.001000	0	0	0.146000	0.011172	0	0	
149.4000	0.0016	0.0011	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.001000	0.001000	0	0	0.146000	0.011172	0	0	
149.5000	0.0020	0.0014	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.001000	0.001000	0	0	0.146000	0.011172	0	0	
149.6000	0.0006	0.0006	0.6499	0	0	0.004267	0.002014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000733	0.000733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.000022	0.000022	0	0	0.146978	0.011202	0	0	
149.7000	0.0001	0.0001	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
149.8000	0.0000	0.0000	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
149.9000	0.0000	0.0000	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
150.0000	0.0000	0.0000	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
150.1000	0.0000	0.0000	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
150.2000	0.0002	0.0002	0.6510	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000704	0.000704	0.000296	0.000296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
150.3000	0.0010	0.0010	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
150.4000	0.0010	0.0010	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
150.5000	0.0010	0.0010	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
150.6000	0.0000	0.0000	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
150.7000	0.0000	0.0000	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
150.8000	0.0000	0.0000	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
150.9000	0.0003	0.0003	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
151.0000	0.0010	0.0010	0.6502	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.147000	0.011203	0	0	
151.1000	0.0016	0.0016	0.6585	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000595	0.000595	0	0	0	0	0	0	0	0	0	0	0.000825	0.000825	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.000405	0.000405	0	0	0.146175	0.011171	0	0	
151.2000	0.0013	0.0013	0.6588	0	0	0.004000	0.001997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.001000	0.001000	0	0	0.146000	0.011172	0	0	
151.3000	0.0004	0.0004	0.6586	0	0	0.004405	0.001947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000845	0.000845	0	0	0	0	0	0	0	0	0.000369	0.000369	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.000382	0.000382	0	0	0.146000	0.011172	0	0	
151.4000	0.0000	0.0000	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
151.5000	0.0004	0.0004	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
151.6000	0.0009	0.0009	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
151.7000	0.0000	0.0000	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
151.8000	0.0000	0.0000	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
151.9000	0.0000	0.0000	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
152.0000	0.0000	0.0000	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
152.1000	0.0000	0.0000	0.6538	0	0	0.005483	0.002282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000517	0.000517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
152.2000	0.0000	0.0000	0.6513	0	0	0.006000	0.002443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
152.3000	0.0000	0.0000	0.6513	0	0	0.006000	0.002443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
152.4000	0.0001	0.0001	0.6513	0	0	0.006000	0.002443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
152.5000	0.0010	0.0010	0.6513	0	0	0.006000	0.002443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
152.6000	0.0010	0.0010	0.6513	0	0	0.006000	0.002443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
152.7000	0.0015	0.0011	0.6537	0	0	0.005516	0.002289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000484	0.000484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
152.8000	0.0010	0.0010	0.6561	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000377	0.000377	0.000623	0.000623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
152.9000	0.0016	0.0011	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
153.0000	0.0020	0.0014	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
153.1000	0.0020	0.0014	0.6552	0	0	0.005000	0.002232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
153.2000	0.0030	0.0017	0.6552	0	0	0.004996	0.002230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.000004	0.000004	0	0	0.146000	0.011172	0	0	
153.3000	0.0023	0.0015	0.6606	0	0	0.003320	0.001759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225	0.000225	0.000775	0.000775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.001680	0.001209	0	0	0.146000	0.011172	0	0	
153.4000	0.0026	0.0019	0.6600	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.002000	0.001414	0	0	0.146000	0.011172	0	0	
153.5000	0.0026	0.0019	0.6600	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.002000	0.001414	0	0	0.146000	0.011172	0	0	
153.6000	0.0026	0.0019	0.6600	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.002000	0.001414	0	0	0.146000	0.011172	0	0	
153.7000	0.0018	0.0013	0.6606	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0.000878	0.000809	0.000927	0.000927	0.146194	0.011171	0	0	
153.8000	0.0010	0.0010	0.6534	0	0	0.003000	0.001730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000	0.001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0.001000	0.001000	0.147000	0.011203	0	0	
