Time,mTORC1_S6K1,<nil>,Senescence,Insulin,p21,AKT
96.9,0.977282,0,0.149437,1,0.166,0.828
97,0.978865,0,0.149,1,0.166,0.828
97.1,0.978585,0,0.149,1,0.166418,0.828
97.2,0.977194,0,0.149,1,0.167,0.828
97.3,0.977209,0,0.149,1,0.167,0.828
97.4,0.977,0,0.149,1,0.166701,0.828
97.5,0.97749,0,0.149,1,0.166,0.828
97.6,0.978,0,0.149,1,0.166,0.828
97.7,0.97849,0,0.149,1,0.166,0.826929
97.8,0.978,0,0.149892,1,0.166,0.826
97.9,0.978668,0,0.149716,1,0.166872,0.826
98,0.979,0,0.149,1,0.167,0.826
98.1,0.979,0,0.149,1,0.167,0.826
98.2,0.979183,0,0.149,1,0.167,0.826
98.3,0.98,0,0.148869,1,0.167757,0.826
98.4,0.98,0,0.148,1,0.168,0.826
98.5,0.98,0,0.148,1,0.168,0.826
98.6,0.979826,0,0.148,1,0.167049,0.826
98.7,0.979,0,0.148538,1,0.167,0.826
98.8,0.979,0,0.148236,1,0.166118,0.826
98.9,0.978332,0,0.148,0.999999,0.166932,0.826671
99,0.978,0,0.148,1,0.16745,0.827
99.1,0.978,0,0.148,1,0.168,0.827775
99.2,0.978741,0,0.148,1,0.168039,0.827292
99.3,0.979687,0,0.148,1,0.169,0.827
99.4,0.98,0,0.148,1,0.169,0.827
99.5,0.980751,0,0.148,1,0.169,0.827
99.6,0.981,0,0.148,1,0.168143,0.827
99.7,0.981503,0,0.14798,1,0.167,0.827
99.8,0.982124,0,0.147,1,0.167,0.827287
99.9,0.981677,0,0.147,1,0.167,0.828
100,0.981,0,0.147,1,0.167,0.828
100.1,0.981,0,0.147,1,0.167,0.828
100.2,0.981001,0,0.147239,1.000001,0.167001,0.828333
100.3,0.981905,0,0.148,1,0.166676,0.829
100.4,0.981668,0,0.148,1,0.165872,0.829
100.5,0.980589,0,0.148,1,0.165,0.829
100.6,0.981,0,0.148,1,0.165409,0.829
100.7,0.981601,0,0.148808,1,0.166,0.829609
100.8,0.981265,0,0.149534,1,0.166,0.83
100.9,0.981,0,0.149,1,0.164479,0.83
101,0.981,0,0.149,1,0.164426,0.83
101.1,0.981164,0,0.149,1,0.165,0.83
101.2,0.981983,0,0.14939,1,0.164035,0.83
101.3,0.981776,0,0.15,1,0.164,0.83
101.4,0.982,0,0.150536,1,0.164,0.830194
101.5,0.980479,0,0.151,1,0.164,0.831
101.6,0.979601,0,0.150535,1,0.164379,0.831
101.7,0.979,0,0.15,1,0.165,0.831002
101.8,0.979,0,0.148845,1.000001,0.164534,0.832001
101.9,0.979,0,0.148,1,0.164092,0.832
102,0.978188,0,0.148,1,0.165436,0.832147
102.1,0.978783,0,0.148772,1.000001,0.166001,0.833
102.2,0.979362,0,0.149,1,0.166,0.833
102.3,0.980257,0,0.149,1,0.166,0.833033
102.4,0.980025,0,0.14982,1,0.166,0.834
102.5,0.98,0,0.15,1,0.166,0.834
102.6,0.98,0,0.15,1,0.166,0.833088
102.7,0.98,0,0.15,1,0.166,0.833
102.8,0.98,0,0.15,1,0.165857,0.832174
102.9,0.98,0,0.15,1,0.165,0.832
103,0.980709,0,0.15,1,0.164338,0.832
103.1,0.981,0,0.15,1,0.164,0.832
103.2,0.981,0,0.15,1,0.164,0.832
103.3,0.981,0,0.15,1,0.164201,0.832
103.4,0.981,0,0.15,1,0.165,0.832
103.5,0.981,0,0.15,1,0.165,0.832
103.6,0.981,0,0.149231,1,0.165,0.832
103.7,0.981,0,0.149,1,0.165,0.832
103.8,0.981,0,0.149,1,0.165,0.832759
103.9,0.981,0,0.149245,1,0.164976,0.833684
104,0.980683,0,0.15,1,0.164,0.834
104.1,0.979041,0,0.15,1,0.164,0.834
104.2,0.979,0,0.15,1,0.164,0.834
104.3,0.979218,0,0.15,1,0.163198,0.834
104.4,0.979912,0,0.15,1,0.163,0.834
104.5,0.979,0,0.15,1,0.163,0.834
104.6,0.979866,0,0.15,1,0.163,0.833103
104.7,0.980544,0,0.149908,1,0.163,0.833
104.8,0.981942,0,0.149704,1,0.162522,0.833
104.9,0.982,0,0.149177,1,0.161,0.833
105,0.982,0,0.149,1,0.161,0.833
105.1,0.982907,0,0.149,1,0.161413,0.833
105.2,0.984,0,0.148054,1,0.162513,0.833
105.3,0.983178,0,0.148,1,0.162,0.833
105.4,0.983,0,0.148,1,0.162,0.833
105.5,0.98389,0,0.147944,1.000001,0.162001,0.833
105.6,0.984,0,0.148,1,0.160887,0.833
105.7,0.984946,0,0.147902,1,0.16,0.833
105.8,0.985,0,0.147,1,0.16,0.833
105.9,0.985,0,0.147383,1.000001,0.160574,0.833
106,0.98586,0,0.148,1,0.161,0.834041
106.1,0.987,0,0.148,1,0.161,0.835
106.2,0.987112,0,0.14829,1,0.161,0.835
106.3,0.988982,0,0.149718,1,0.161106,0.835
106.4,0.989,0,0.15,1,0.161,0.835
106.5,0.989,0,0.15,1,0.161,0.834897
106.6,0.989164,0,0.15,1,0.161,0.835
106.7,0.990001,0,0.150001,1.000001,0.160293,0.836106
106.8,0.99,0,0.15,1,0.16,0.837
106.9,0.99,0,0.15,1,0.16,0.837
107,0.99,0,0.15,1,0.159059,0.837
107.1,0.99,0,0.15,1,0.159,0.837
107.2,0.989987,0,0.150241,1,0.159,0.837
107.3,0.989,0,0.151121,1,0.159,0.837
107.4,0.989,0,0.152,1,0.159,0.836814
107.5,0.988503,0,0.152,1,0.15951,0.836
107.6,0.986448,0,0.152,1,0.16,0.836
107.7,0.985,0,0.15244,1,0.160284,0.83574
107.8,0.985,0,0.151795,1,0.161,0.835
107.9,0.985,0,0.151,1,0.161,0.834604
108,0.985,0,0.151,1,0.161,0.833154
108.1,0.984562,0,0.151,1,0.161,0.833254
108.2,0.984,0,0.151,1,0.162743,0.834
108.3,0.984,0,0.151,1,0.163,0.834
108.4,0.984,0,0.151,1,0.163809,0.834
108.5,0.984,0,0.149455,1,0.164,0.834
108.6,0.984,0,0.149216,1,0.164,0.834158
108.7,0.984,0,0.150559,1,0.164,0.835
108.8,0.984,0,0.151,1,0.164,0.835
108.9,0.983667,0,0.151,0.999999,0.163422,0.835
109,0.984,0,0.150468,1,0.163,0.835
109.1,0.983057,0,0.15,1,0.163,0.835
109.2,0.983,0,0.15,1,0.163,0.835
109.3,0.98371,0,0.15,1,0.163,0.835
109.4,0.984,0,0.15,1,0.16288,0.835
109.5,0.984,0,0.149911,1,0.162,0.835
109.6,0.984,0,0.149,1,0.162,0.835
109.7,0.984566,0,0.149,1,0.162,0.835
109.8,0.985,0,0.149,1,0.162905,0.835
109.9,0.984378,0,0.149,1,0.163,0.835
110,0.984,0,0.148382,1,0.163,0.835
110.1,0.984,0,0.148,1,0.163,0.835
110.2,0.984,0,0.14758,1,0.163,0.835
110.3,0.984838,0,0.148,1,0.163,0.835
110.4,0.985,0,0.148376,1,0.163,0.835
110.5,0.985,0,0.149,1,0.163,0.835
110.6,0.985,0,0.149,1,0.163,0.835
110.7,0.984999,0,0.149903,0.999999,0.162849,0.835
110.8,0.985,0,0.15,1,0.162,0.835
110.9,0.985,0,0.15,1,0.162,0.835
111,0.985,0,0.15,1,0.162,0.835318
111.1,0.985,0,0.15,1,0.162,0.836
111.2,0.984593,0,0.15,1,0.162,0.836
111.3,0.984,0,0.149062,1,0.162851,0.836
111.4,0.984,0,0.149,1,0.163,0.836
111.5,0.984,0,0.149,1,0.163,0.836
111.6,0.984,0,0.149,1,0.163,0.836
111.7,0.984265,0,0.149,1,0.163,0.836
111.8,0.985,0,0.149,1,0.163,0.836
111.9,0.985,0,0.149,1,0.161916,0.836
112,0.985,0,0.149683,1,0.162,0.836
112.1,0.985,0,0.15,1,0.162,0.836
112.2,0.985,0,0.149858,1,0.161223,0.836
112.3,0.985,0,0.149,1,0.161,0.836
112.4,0.985,0,0.149,1,0.161,0.836
112.5,0.985,0,0.149,1,0.161,0.836
112.6,0.985,0,0.149,1,0.161,0.836
112.7,0.985,0,0.149,1,0.161,0.836
112.8,0.985,0,0.149,1,0.161,0.836
112.9,0.985,0,0.149,1,0.161,0.836
113,0.985,0,0.148654,1,0.161,0.836
113.1,0.985,0,0.148,1,0.161,0.836
113.2,0.985,0,0.148,1,0.161,0.836
113.3,0.984961,0,0.148,1,0.160258,0.836551
113.4,0.984,0,0.148,1,0.159709,0.837
113.5,0.984,0,0.147291,1,0.159621,0.837
113.6,0.984,0,0.147,1,0.16,0.837
113.7,0.984816,0,0.147629,1,0.16,0.837
113.8,0.985246,0,0.148,1,0.159173,0.837
113.9,0.986,0,0.148,1,0.159,0.837
114,0.986,0,0.148345,1,0.159,0.837
114.1,0.986,0,0.149,1,0.159,0.837
114.2,0.986022,0,0.149,1,0.159,0.837
114.3,0.987,0,0.149,1,0.159,0.837
114.4,0.987232,0,0.149,1,0.158056,0.837
114.5,0.988398,0,0.149,1,0.158,0.837
114.6,0.989,0,0.149,1,0.158384,0.837
114.7,0.989,0,0.14804,1,0.159,0.837
114.8,0.988969,0,0.148,1,0.159,0.837
114.9,0.988327,0,0.148,1,0.159,0.837
115,0.988,0,0.147706,1,0.159,0.837086
115.1,0.988,0,0.147,1,0.158615,0.838
115.2,0.988,0,0.147,1,0.158,0.838
115.3,0.988,0,0.147,1,0.158,0.838
115.4,0.988704,0,0.147,1,0.158,0.838
115.5,0.988,0,0.147,1,0.157621,0.838
115.6,0.988,0,0.147,1,0.157,0.838
115.7,0.987308,0,0.146818,1,0.157,0.838
115.8,0.987,0,0.146,1,0.157,0.838
115.9,0.986805,0,0.146,0.999999,0.157,0.838807
116,0.986,0,0.146,1,0.157671,0.838489
116.1,0.985215,0,0.146,1,0.158,0.838
116.2,0.984905,0,0.146,1,0.158,0.838
116.3,0.983421,0,0.146,1.000001,0.158836,0.838
116.4,0.983,0,0.146,1,0.159,0.838
116.5,0.983,0,0.146,1,0.159,0.838
116.6,0.983,0,0.146,1,0.159,0.838
116.7,0.983866,0,0.146,1,0.159,0.838
116.8,0.984,0,0.146,1,0.159,0.838
116.9,0.984,0,0.146,1,0.159,0.838
117,0.98468,0,0.146,1,0.15996,0.838
117.1,0.985,0,0.146,1,0.16,0.838
117.2,0.985,0,0.146,1,0.16,0.838371
117.3,0.985,0,0.146,1,0.159013,0.839
117.4,0.985,0,0.146,1,0.158882,0.839
117.5,0.985,0,0.146,1,0.158,0.839
117.6,0.985,0,0.146,1,0.158,0.839
117.7,0.985,0,0.146,1,0.158,0.839
117.8,0.985,0,0.146,1,0.158,0.839
117.9,0.985,0,0.146,1,0.158,0.839
118,0.985,0,0.146,1,0.158,0.839
118.1,0.985121,0,0.146,1,0.158,0.839
118.2,0.986,0,0.146,1,0.158,0.839
118.3,0.986954,0,0.146,1,0.158,0.839
118.4,0.987,0,0.146687,1,0.158,0.839
118.5,0.987866,0,0.147,1,0.158,0.839
118.6,0.988,0,0.147,1,0.158,0.839654
118.7,0.988,0,0.147,1,0.157387,0.84
118.8,0.988,0,0.147,1,0.157,0.84
118.9,0.988,0,0.147,1,0.156266,0.84
119,0.988,0,0.147,1,0.156,0.839358
119.1,0.988,0,0.147,1,0.156133,0.839
119.2,0.988,0,0.147,1,0.156927,0.839
119.3,0.988,0,0.147,1,0.155867,0.839
119.4,0.988,0,0.147,1,0.155,0.839
119.5,0.987404,0,0.147,1,0.155,0.839
119.6,0.987,0,0.147,1,0.154011,0.839
119.7,0.987722,0,0.147,1,0.154921,0.839
119.8,0.989,0,0.147,1,0.155,0.839
119.9,0.989,0,0.147,1,0.154671,0.839
120,0.989,0,0.147,1,0.154,0.839
120.1,0.989,0,0.147,1,0.154,0.839
120.2,0.989,0,0.147,1,0.154,0.839
120.3,0.989,0,0.147,1,0.154,0.839
120.4,0.989,0,0.147,1,0.154,0.839
120.5,0.989,0,0.147102,1,0.154,0.839
120.6,0.989,0,0.148,1,0.154,0.839112
120.7,0.989656,0,0.148,1,0.154,0.84
120.8,0.989,0,0.148,1,0.154,0.84
120.9,0.989,0,0.148949,1,0.154,0.84
121,0.989647,0,0.149,1,0.154,0.84
121.1,0.99,0,0.149253,1,0.154,0.84
121.2,0.99,0,0.15,1,0.154136,0.84
121.3,0.990657,0,0.15,1,0.155,0.84
121.4,0.99102,0,0.15,1,0.155,0.84
121.5,0.992,0,0.15,1,0.155,0.84
121.6,0.992,0,0.149656,1,0.155976,0.84
121.7,0.991923,0,0.149,1,0.156,0.839689
121.8,0.991,0,0.149,1,0.156,0.839
121.9,0.991,0,0.149584,1,0.156,0.839
122,0.991,0,0.15,1,0.156,0.839
122.1,0.991,0,0.15,1,0.156,0.839
122.2,0.991,0,0.15,1,0.156,0.839
122.3,0.991,0,0.15,1,0.156,0.839
122.4,0.991,0,0.15,1,0.156,0.839
122.5,0.991,0,0.15,1,0.156,0.839
122.6,0.991,0,0.15,1,0.156,0.839064
122.7,0.991,0,0.15,1,0.156896,0.84
122.8,0.991,0,0.15,1,0.157,0.84
122.9,0.991,0,0.15,1,0.157,0.84
123,0.991,0,0.15,1,0.157,0.84
123.1,0.990644,0,0.15,0.999999,0.157023,0.84
123.2,0.990181,0,0.15,1,0.158024,0.84
123.3,0.991,0,0.150778,1,0.159468,0.84
123.4,0.991,0,0.151,1,0.16,0.84
123.5,0.991,0,0.151,1,0.159049,0.840973
123.6,0.990057,0,0.151,1,0.159,0.841
123.7,0.99,0,0.151,1,0.1589,0.841
123.8,0.99,0,0.151,1,0.158,0.841
123.9,0.990691,0,0.151,1,0.158,0.841
124,0.989959,0,0.151,1,0.157101,0.841
124.1,0.989,0,0.151697,1,0.157,0.841
124.2,0.989,0,0.152,1,0.157106,0.841
124.3,0.988827,0,0.152,1,0.157177,0.841
124.4,0.988,0,0.152,1,0.157,0.841
124.5,0.988,0,0.151058,1,0.157,0.841
124.6,0.988,0,0.149,1,0.157,0.841
124.7,0.988001,0,0.149001,1.000001,0.156237,0.841503
124.8,0.988,0,0.149381,1,0.155755,0.842
124.9,0.988,0,0.15,1,0.155924,0.842
125,0.988,0,0.149775,1,0.154055,0.842
125.1,0.988,0,0.149,1,0.154,0.842
125.2,0.988,0,0.149,1,0.154,0.842
125.3,0.988,0,0.148881,1,0.154,0.842
125.4,0.988,0,0.148,1,0.154,0.842
125.5,0.988894,0,0.148,1,0.154,0.842
125.6,0.989,0,0.148,1,0.154099,0.842783
125.7,0.989,0,0.148,1,0.155,0.843
125.8,0.989,0,0.147497,1,0.155,0.843
125.9,0.98901,0,0.146,1,0.155897,0.843
126,0.99,0,0.146,1,0.155943,0.843
126.1,0.99,0,0.146,1,0.155,0.843
126.2,0.99,0,0.146,1,0.155,0.843
126.3,0.99,0,0.146,1,0.155,0.843
126.4,0.99,0,0.146,1,0.155,0.843
126.5,0.99,0,0.146,1,0.155,0.843
126.6,0.99,0,0.146,1,0.155,0.843366
126.7,0.990805,0,0.146,1,0.155,0.844
126.8,0.991,0,0.146,1,0.155,0.844
126.9,0.991,0,0.146,1,0.155,0.844
127,0.991,0,0.146,1,0.155,0.843956
127.1,0.991,0,0.146,1,0.155,0.843
127.2,0.990377,0,0.146,1,0.154027,0.843
127.3,0.99,0,0.146846,1,0.154,0.843
127.4,0.989083,0,0.147,1,0.154,0.843
127.5,0.989,0,0.146583,1,0.154,0.843
127.6,0.989,0,0.146,1,0.154,0.843629
127.7,0.989179,0,0.146,1,0.154379,0.844
127.8,0.99,0,0.146,1,0.155,0.844
127.9,0.99,0,0.146,1,0.155,0.844
128,0.990967,0,0.146,1,0.155,0.844
128.1,0.991,0,0.146693,1,0.15547,0.844
128.2,0.991,0,0.147813,1,0.156,0.844
128.3,0.991,0,0.148,1,0.156,0.844
128.4,0.991,0,0.148,1,0.156,0.844
128.5,0.991,0,0.148,1,0.1559,0.844
128.6,0.991,0,0.148,1,0.155,0.844955
128.7,0.991876,0,0.148,1,0.155,0.844791
128.8,0.992,0,0.148,1,0.155,0.844
128.9,0.992,0,0.148,1,0.155,0.844
129,0.992,0,0.148,1,0.155,0.844
129.1,0.992,0,0.148,1,0.155,0.844
129.2,0.992,0,0.148,1,0.155,0.844
129.3,0.992522,0,0.148,1,0.155,0.844
129.4,0.993,0,0.147603,1,0.155333,0.844
129.5,0.993,0,0.147,1,0.156,0.844
129.6,0.993,0,0.147,1,0.156,0.844
129.7,0.993,0,0.147,1,0.156,0.844
129.8,0.993,0,0.147,1,0.156,0.844
129.9,0.993,0,0.147,1,0.155054,0.844
130,0.992971,0,0.147,1.000001,0.154469,0.844
130.1,0.992,0,0.147,1,0.154,0.844
130.2,0.992,0,0.147,1,0.154,0.844
130.3,0.992725,0,0.147,1,0.154,0.844
130.4,0.994,0,0.147,1,0.154,0.844
130.5,0.994,0,0.147282,1,0.154,0.844
130.6,0.994,0,0.148,1,0.154,0.844
130.7,0.994,0,0.148267,1,0.154,0.844
130.8,0.994,0,0.149,1,0.154,0.844
130.9,0.994034,0,0.149065,1,0.154112,0.844
131,0.994231,0,0.15,1,0.155,0.844
131.1,0.995,0,0.15,1,0.155,0.844
131.2,0.994591,0,0.15,1,0.155,0.844
131.3,0.995055,0,0.15,1,0.155,0.844
131.4,0.995,0,0.149524,1,0.155,0.844909
131.5,0.995,0,0.149,1,0.155,0.845
131.6,0.995,0,0.149,1,0.155,0.845
131.7,0.995,0,0.149,1,0.155,0.845
131.8,0.995,0,0.149,1,0.155,0.846182
131.9,0.995,0,0.148929,1,0.155,0.847
132,0.995,0,0.148335,1,0.155,0.847
132.1,0.995,0,0.148,1,0.154947,0.847
132.2,0.995,0,0.148,1,0.154,0.847
132.3,0.994991,0,0.148,1,0.153726,0.847
132.4,0.99306,0,0.148,1,0.152424,0.847
132.5,0.993,0,0.148,1,0.152,0.847
132.6,0.993133,0,0.148,1,0.152,0.847121
132.7,0.994,0,0.148,1,0.152,0.847864
132.8,0.994,0,0.148,1,0.152,0.847
132.9,0.994,0,0.148,1,0.151905,0.847
133,0.994,0,0.148,1,0.152,0.847
133.1,0.994,0,0.148,1,0.152,0.847
133.2,0.994,0,0.148,1,0.152,0.847
133.3,0.994,0,0.147037,1,0.152,0.847
133.4,0.994,0,0.147,1,0.152,0.847
133.5,0.994,0,0.147,1,0.152,0.847
133.6,0.994,0,0.147,1,0.151369,0.847
133.7,0.994,0,0.147,1,0.151177,0.847
133.8,0.994,0,0.147,1,0.152,0.847
133.9,0.994,0,0.147,1,0.152,0.847
134,0.994,0,0.147,1,0.151428,0.847
134.1,0.994,0,0.147,1,0.151,0.847
134.2,0.994228,0,0.147,1,0.151,0.847
134.3,0.995,0,0.147,1,0.151191,0.847
134.4,0.995,0,0.147287,1,0.152,0.847
134.5,0.995,0,0.148,1,0.152,0.847
134.6,0.995,0,0.148,1,0.152,0.847
134.7,0.995,0,0.148,1,0.152,0.847
134.8,0.995,0,0.148,1,0.152,0.847
134.9,0.995462,0,0.148,1,0.152,0.847
135,0.996,0,0.148,1,0.152,0.847
135.1,0.995392,0,0.148,1,0.152,0.847
135.2,0.995,0,0.148,1,0.152,0.847
135.3,0.995,0,0.148,1,0.152,0.847
135.4,0.995,0,0.147164,1,0.152,0.847
135.5,0.995,0,0.147,1,0.152,0.847
135.6,0.994984,0,0.147,1,0.152,0.847
135.7,0.994,0,0.147,1,0.152,0.847
135.8,0.994,0,0.147,1,0.152,0.847
135.9,0.994,0,0.147,1,0.152,0.847
136,0.994,0,0.147,1,0.152,0.847
136.1,0.994,0,0.147,1,0.152,0.847
136.2,0.994205,0,0.14675,1,0.152,0.847
136.3,0.995,0,0.146,1,0.152,0.847
136.4,0.995,0,0.146,1,0.152,0.847
136.5,0.995,0,0.146141,1,0.151936,0.847
136.6,0.995,0,0.147,1,0.151,0.847
136.7,0.995,0,0.147,1,0.151,0.847
136.8,0.995,0,0.147,1,0.151,0.847
136.9,0.995,0,0.147,1,0.151,0.847
137,0.995,0,0.147,1,0.151,0.847
137.1,0.995,0,0.147,1,0.150268,0.847
137.2,0.995,0,0.147,1,0.15,0.847
137.3,0.995,0,0.147,1,0.15,0.847201
137.4,0.995,0,0.147,1,0.15,0.848
137.5,0.995,0,0.147,1,0.15,0.84816
137.6,0.995,0,0.147,1,0.15,0.849
137.7,0.995,0,0.146923,1,0.15,0.849
137.8,0.995,0,0.146,1,0.15,0.849
137.9,0.995,0,0.146,1,0.15,0.849
138,0.995462,0,0.146,1,0.15,0.849
138.1,0.995,0,0.146,1,0.15,0.849
138.2,0.995,0,0.146,1,0.15,0.849
138.3,0.995,0,0.146,1,0.15,0.849
138.4,0.995,0,0.146,1,0.15,0.849
138.5,0.995,0,0.146,1,0.15,0.849
138.6,0.995,0,0.146,1,0.15,0.849
138.7,0.995428,0,0.146,1.000001,0.150437,0.849
138.8,0.996,0,0.146,1,0.151,0.849
138.9,0.996,0,0.146,1,0.151,0.848623
139,0.996095,0,0.146,1,0.151,0.848
139.1,0.997,0,0.146509,1,0.151,0.848
139.2,0.997,0,0.147,1,0.151,0.848
139.3,0.997,0,0.147,1,0.151,0.848
139.4,0.997,0,0.147806,1,0.151,0.848
139.5,0.997,0,0.148,1,0.151,0.848
139.6,0.996671,0,0.148,1,0.151,0.848
139.7,0.996,0,0.148,1,0.151,0.848
139.8,0.995505,0,0.148,1,0.151,0.848
139.9,0.995,0,0.147604,1,0.151,0.848
140,0.995,0,0.147,1,0.151,0.848
140.1,0.995,0,0.147,1,0.151,0.848
140.2,0.995,0,0.147,1,0.151928,0.848
140.3,0.995,0,0.147,1,0.152,0.848
140.4,0.994118,0,0.146928,1,0.152,0.848
140.5,0.994,0,0.146,1,0.152,0.848933
140.6,0.994,0,0.146,1,0.15116,0.849
140.7,0.994,0,0.146,1,0.151,0.849
140.8,0.994,0,0.146,1,0.151,0.848956
140.9,0.994,0,0.146,1,0.151,0.848
141,0.994,0,0.146,1,0.151,0.848
141.1,0.994,0,0.146,1,0.151,0.848
141.2,0.994,0,0.146,1,0.151,0.848
141.3,0.994,0,0.146,1,0.151,0.848
141.4,0.994,0,0.146,1,0.151,0.848
141.5,0.994,0,0.146,1,0.151,0.848
141.6,0.994,0,0.146,1,0.151,0.848
141.7,0.994,0,0.146,1,0.151,0.848
141.8,0.994,0,0.146,1,0.150762,0.848
141.9,0.994,0,0.146,1,0.15,0.848
142,0.994,0,0.146,1,0.15,0.848
142.1,0.994,0,0.146,1,0.15,0.848
142.2,0.994,0,0.146,1,0.15,0.848
142.3,0.994,0,0.146,1,0.15,0.848
142.4,0.994732,0,0.146,1,0.15,0.848
142.5,0.995,0,0.146,1,0.15,0.848
142.6,0.995,0,0.146,1,0.15,0.848
142.7,0.995,0,0.146,1,0.15,0.848
142.8,0.995,0,0.146,1,0.150895,0.848
142.9,0.995,0,0.146,1,0.151,0.848
143,0.995,0,0.146,1,0.151,0.848
143.1,0.995331,0,0.146,1,0.151,0.848
143.2,0.996,0,0.146,1,0.151104,0.848
143.3,0.996,0,0.146,1,0.152,0.848
143.4,0.996,0,0.146,1,0.152,0.848
143.5,0.996,0,0.14672,1,0.152,0.848
143.6,0.996,0,0.147,1,0.152,0.848
143.7,0.996,0,0.147776,1,0.152,0.848
143.8,0.996,0,0.148,1,0.152,0.848
143.9,0.996,0,0.148,1,0.152,0.848
144,0.996,0,0.148,1,0.152,0.848
144.1,0.996,0,0.148,1,0.152,0.848
144.2,0.996,0,0.148,1,0.152,0.848
144.3,0.996,0,0.148,1,0.152,0.848
144.4,0.996,0,0.148,1,0.152,0.848
144.5,0.996,0,0.148,1,0.151958,0.848
144.6,0.996,0,0.148,1,0.151,0.848
144.7,0.996,0,0.148,1,0.151,0.848
144.8,0.996,0,0.148,1,0.151,0.848
144.9,0.996,0,0.148,1,0.151,0.848
145,0.996,0,0.148,1,0.151,0.848
145.1,0.996391,0,0.148,1,0.151,0.848
145.2,0.997,0,0.148,1,0.151,0.848
145.3,0.997,0,0.148,1,0.151,0.848
145.4,0.997,0,0.148,1,0.151,0.848
145.5,0.997,0,0.148,1,0.151,0.848
145.6,0.997,0,0.148,1,0.151,0.848
145.7,0.997,0,0.148799,1,0.151,0.848
145.8,0.997,0,0.149,1,0.151,0.848
145.9,0.997,0,0.149,1,0.151,0.848
146,0.997,0,0.149,1,0.151,0.848
146.1,0.997,0,0.149,1,0.151,0.848
146.2,0.997,0,0.149,1,0.151,0.848
146.3,0.997,0,0.149,1,0.151,0.848
146.4,0.997,0,0.149,1,0.151,0.848
146.5,0.997,0,0.149,1,0.151,0.848
146.6,0.996655,0,0.149,1,0.151,0.848
146.7,0.996,0,0.149,1,0.151,0.848
146.8,0.996,0,0.149,1,0.151,0.848
146.9,0.996,0,0.149,1,0.151,0.848
147,0.996,0,0.1484,1,0.151,0.848
147.1,0.996,0,0.148,1,0.151,0.848
147.2,0.996,0,0.148,1,0.151,0.848
147.3,0.996,0,0.148,1,0.151608,0.848
147.4,0.996,0,0.148,1,0.152,0.848
147.5,0.996,0,0.148,1,0.152,0.848
147.6,0.996,0,0.148,1,0.152,0.848
147.7,0.996,0,0.148,1,0.152,0.848
147.8,0.995377,0,0.148,1,0.152,0.848
147.9,0.995,0,0.148,1,0.152,0.848
148,0.995,0,0.147918,1,0.152,0.848
148.1,0.995,0,0.147,1,0.152,0.848
148.2,0.995,0,0.147,1,0.152,0.848
148.3,0.995,0,0.147,1,0.152,0.848
148.4,0.995,0,0.147,1,0.152,0.848
148.5,0.995,0,0.147,1,0.152,0.848
148.6,0.994446,0,0.147,1,0.152,0.848
148.7,0.994,0,0.147,1,0.152,0.848
148.8,0.994,0,0.147,1,0.152,0.848
148.9,0.994162,0,0.147,1,0.152,0.848
149,0.995,0,0.147,1,0.152,0.848
149.1,0.995,0,0.147,1,0.152,0.848
149.2,0.995,0,0.146787,1,0.152,0.848
149.3,0.995,0,0.146,1,0.152,0.848
149.4,0.995,0,0.146,1,0.152,0.848
149.5,0.995,0,0.146,1,0.152,0.848
149.6,0.995,0,0.146978,1,0.151267,0.848
149.7,0.995,0,0.147,1,0.151,0.848
149.8,0.995,0,0.147,1,0.151,0.848
149.9,0.995,0,0.147,1,0.151,0.848
150,0.995,0,0.147,1,0.151,0.848
150.1,0.995,0,0.147,1,0.151,0.848
150.2,0.995704,0,0.147,1,0.151,0.848
150.3,0.996,0,0.147,1,0.151,0.848
150.4,0.996,0,0.147,1,0.151,0.848
150.5,0.996,0,0.147,1,0.151,0.848
150.6,0.996,0,0.147,1,0.151,0.848
150.7,0.996,0,0.147,1,0.151,0.848
150.8,0.996,0,0.147,1,0.151,0.848
150.9,0.996,0,0.147,1,0.151,0.848
151,0.996,0,0.147,1,0.151,0.848
151.1,0.995175,0,0.147,1,0.151405,0.848
151.2,0.995,0,0.147,1,0.152,0.848
151.3,0.994382,0,0.146369,1.000001,0.151156,0.848
151.4,0.994,0,0.146,1,0.151,0.848
151.5,0.994,0,0.146,1,0.151,0.848
151.6,0.994,0,0.146,1,0.151,0.848
151.7,0.994,0,0.146,1,0.151,0.848
151.8,0.994,0,0.146,1,0.151,0.848
151.9,0.994,0,0.146,1,0.151,0.848
152,0.994,0,0.146,1,0.151,0.848
152.1,0.994,0,0.146,1,0.151483,0.848
152.2,0.994,0,0.146,1,0.152,0.848
152.3,0.994,0,0.146,1,0.152,0.848
152.4,0.994,0,0.146,1,0.152,0.848
152.5,0.994,0,0.146,1,0.152,0.848
152.6,0.994,0,0.146,1,0.152,0.848
152.7,0.994,0,0.146,1,0.151516,0.848
152.8,0.994377,0,0.146,1,0.151,0.848
152.9,0.995,0,0.146,1,0.151,0.848
153,0.995,0,0.146,1,0.151,0.848
153.1,0.995,0,0.146,1,0.151,0.848
153.2,0.995004,0,0.146,1,0.151,0.848
153.3,0.995905,0,0.146,1,0.151,0.848
153.4,0.996,0,0.146,1,0.151,0.848
153.5,0.996,0,0.146,1,0.151,0.848
