Time,mTORC1_S6K1,<nil>,Senescence,Insulin,p21,AKT
153.6,0.996,0,0.146,1,0.151,0.848
153.7,0.995999,0,0.146194,0.999999,0.150999,0.848927
153.8,0.996,0,0.147,1,0.151,0.849
153.9,0.996,0,0.147755,1,0.151,0.849
154,0.996,0,0.148,1,0.150914,0.849
154.1,0.996,0,0.148,1,0.15,0.849
154.2,0.996,0,0.148,1,0.15,0.849
154.3,0.996,0,0.148,1,0.15,0.849
154.4,0.996,0,0.148,1,0.15,0.849
154.5,0.996,0,0.148,1,0.15,0.849
154.6,0.996,0,0.148,1,0.15,0.849
154.7,0.996,0,0.148,1,0.15,0.849
154.8,0.996,0,0.148,1,0.15,0.849281
154.9,0.996,0,0.147548,1,0.15,0.85
155,0.996,0,0.147,1,0.15,0.85
155.1,0.996596,0,0.147,1,0.15,0.85
155.2,0.997,0,0.147,1,0.15,0.85
155.3,0.997,0,0.147,1,0.15,0.85
155.4,0.997,0,0.147,1,0.15,0.85
155.5,0.997,0,0.147,1,0.15,0.85
155.6,0.996733,0,0.147026,1,0.15,0.85
155.7,0.996,0,0.147509,1,0.15,0.85
155.8,0.996,0,0.147,1,0.15,0.85
155.9,0.995938,0,0.147,1,0.150156,0.85
156,0.996,0,0.147,1,0.151,0.85
156.1,0.996,0,0.147,1,0.151,0.85
156.2,0.996,0,0.147,1,0.151,0.85
156.3,0.996,0,0.147,1,0.151,0.85
156.4,0.996,0,0.147,1,0.151,0.85
156.5,0.996,0,0.147,1,0.151,0.85
156.6,0.996,0,0.147,1,0.150213,0.85
156.7,0.996,0,0.147,1,0.15,0.85
156.8,0.996,0,0.147,1,0.15,0.85
156.9,0.996,0,0.147,1,0.149462,0.850691
157,0.996,0,0.147,1,0.149,0.851
157.1,0.996,0,0.147,1,0.149,0.851
157.2,0.996,0,0.147,1,0.149,0.851
157.3,0.996,0,0.147,1,0.149,0.851
157.4,0.996,0,0.147,1,0.149,0.851
157.5,0.996,0,0.147,1,0.149,0.851
157.6,0.996,0,0.147,1,0.149,0.851
157.7,0.996,0,0.147,1,0.149,0.851
157.8,0.996,0,0.147,1,0.149,0.851
157.9,0.996,0,0.147,1,0.149,0.851
158,0.996,0,0.147,1,0.149,0.851
158.1,0.996,0,0.146112,1,0.149,0.851
158.2,0.996,0,0.146,1,0.149,0.851
158.3,0.996,0,0.146,1,0.149,0.850237
158.4,0.996,0,0.146,1,0.149,0.85
158.5,0.996,0,0.146,1,0.149,0.85
158.6,0.996951,0,0.146,1,0.149,0.85
158.7,0.997,0,0.146,1,0.149,0.85
158.8,0.997,0,0.146,1,0.149,0.85
158.9,0.997,0,0.146,1,0.149,0.85
159,0.997,0,0.146,1,0.149,0.85
159.1,0.997,0,0.146,1,0.149,0.85
159.2,0.997,0,0.146,1,0.149,0.85
159.3,0.997,0,0.146871,1,0.149,0.85
159.4,0.997994,0,0.147,1,0.149,0.85
159.5,0.998,0,0.147,1,0.149,0.85
159.6,0.998,0,0.147,1,0.149,0.85
159.7,0.998,0,0.147,1,0.149,0.85
159.8,0.998,0,0.147,1,0.149354,0.85
159.9,0.998,0,0.147,1,0.15,0.85
160,0.998,0,0.147,1,0.15,0.85
160.1,0.998,0,0.147,1,0.15,0.85
160.2,0.997725,0,0.147218,1,0.15,0.85
160.3,0.997,0,0.148,1,0.15,0.85
160.4,0.997,0,0.148,1,0.15,0.85
160.5,0.997,0,0.148,1,0.15,0.85
160.6,0.997,0,0.148,1,0.15,0.85
160.7,0.997,0,0.148,1,0.15,0.85
160.8,0.997819,0,0.148,1,0.15,0.85
160.9,0.998,0,0.148,1,0.15,0.85
161,0.998,0,0.148,1,0.15,0.85
161.1,0.997397,0,0.148,1,0.15,0.85
161.2,0.997,0,0.148,1,0.15,0.85
161.3,0.997,0,0.148,1,0.15,0.85
161.4,0.997,0,0.148,1,0.15,0.85
161.5,0.997,0,0.148,1,0.15,0.85
161.6,0.997,0,0.148,1,0.15,0.850136
161.7,0.997,0,0.148,1,0.15,0.851
161.8,0.997,0,0.148,1,0.15,0.851
161.9,0.997,0,0.148,1,0.15,0.851
162,0.997,0,0.148,1,0.15,0.851
162.1,0.997,0,0.148,1,0.15,0.851
162.2,0.997795,0,0.148,1,0.15,0.851
162.3,0.998,0,0.148,1,0.15,0.851
162.4,0.998,0,0.148,1,0.15,0.851
162.5,0.998,0,0.147545,1,0.15,0.851
162.6,0.998,0,0.147,1,0.15,0.851
162.7,0.998,0,0.147385,1,0.15,0.851
162.8,0.998,0,0.148,1,0.15,0.851
162.9,0.998,0,0.148,1,0.15,0.851
163,0.998,0,0.148,1,0.15,0.851
163.1,0.998,0,0.148,1,0.15,0.851
163.2,0.998,0,0.148,1,0.149172,0.851
163.3,0.998,0,0.148,1,0.149,0.851
163.4,0.998,0,0.148,1,0.149,0.851
163.5,0.998,0,0.148,1,0.149,0.851
163.6,0.998,0,0.148,1,0.149,0.851
163.7,0.998,0,0.148,1,0.149,0.851
163.8,0.998,0,0.148,1,0.149,0.851
163.9,0.998,0,0.147157,1,0.149,0.851
164,0.998,0,0.147,1,0.149,0.851
164.1,0.998,0,0.147,1,0.149,0.851
164.2,0.998,0,0.147,1,0.149,0.851
164.3,0.998,0,0.147,1,0.149,0.851
164.4,0.998,0,0.147,1,0.149,0.851
164.5,0.998,0,0.147,1,0.149,0.851
164.6,0.998,0,0.147,1,0.149,0.851
164.7,0.998,0,0.147,1,0.149,0.851
164.8,0.998,0,0.147,1,0.149,0.851
164.9,0.998,0,0.147,1,0.149,0.851
165,0.998,0,0.147,1,0.149,0.851
165.1,0.998,0,0.147,1,0.149,0.851
165.2,0.998,0,0.147,1,0.149,0.851
165.3,0.998,0,0.147,1,0.149,0.851
165.4,0.998,0,0.147,1,0.149,0.851
165.5,0.998253,0,0.147,1,0.149,0.851
165.6,0.999,0,0.147,1,0.149,0.851
165.7,0.999,0,0.147,1,0.149,0.851
165.8,0.998061,0,0.147,1,0.149,0.851
165.9,0.998,0,0.147,1,0.149,0.851
166,0.998,0,0.147,1,0.149,0.851
166.1,0.998,0,0.147,1,0.149,0.851
166.2,0.998,0,0.147,1,0.149,0.851
166.3,0.998,0,0.147,1,0.149,0.851
166.4,0.997395,0,0.147,1,0.149,0.851
166.5,0.997,0,0.147,1,0.149,0.851
166.6,0.997,0,0.147,1,0.149,0.851
166.7,0.997,0,0.147,1,0.149,0.851
166.8,0.997,0,0.147,1,0.149,0.851
166.9,0.997,0,0.147,1,0.149,0.851
167,0.997,0,0.146559,1,0.149,0.851
167.1,0.997,0,0.146,1,0.149,0.851
167.2,0.997,0,0.146,1,0.149,0.851
167.3,0.997,0,0.146,1,0.149,0.851
167.4,0.997,0,0.146,1,0.149,0.851
167.5,0.997,0,0.146,1,0.149,0.851
167.6,0.997,0,0.146,1,0.149,0.851
167.7,0.997,0,0.146,1,0.149,0.851
167.8,0.997,0,0.146,1,0.149,0.851
167.9,0.997,0,0.146,1,0.149,0.851
168,0.997,0,0.146,1,0.149,0.851
168.1,0.997,0,0.146,1,0.149,0.851
168.2,0.997,0,0.146,1,0.149,0.851769
168.3,0.997,0,0.146,1,0.149,0.852
168.4,0.997,0,0.146,1,0.149,0.851321
168.5,0.997,0,0.146,1,0.149,0.851
168.6,0.997,0,0.146,1,0.149,0.851
168.7,0.997,0,0.146,1,0.149,0.851
168.8,0.997,0,0.146,1,0.149,0.851
168.9,0.997,0,0.146,1,0.149,0.851
169,0.997,0,0.146,1,0.149,0.851
169.1,0.997,0,0.146,1,0.149,0.851
169.2,0.997,0,0.146,1,0.149,0.851
169.3,0.997,0,0.146,1,0.149,0.851
169.4,0.997619,0,0.146,1,0.149,0.851
169.5,0.998,0,0.146,1,0.149,0.851
169.6,0.998,0,0.146,1,0.149,0.851
169.7,0.998,0,0.146,1,0.149,0.851
169.8,0.998,0,0.146,1,0.149,0.851
169.9,0.997659,0,0.146,1,0.149,0.851
170,0.997,0,0.146,1,0.149,0.851
170.1,0.997921,0,0.146,1,0.149,0.851
170.2,0.998,0,0.146,1,0.149,0.851
170.3,0.998,0,0.146,1,0.149,0.851
170.4,0.998,0,0.146,1,0.149,0.851
170.5,0.998,0,0.146,1,0.149,0.851
170.6,0.998,0,0.146,1,0.149,0.851
170.7,0.998,0,0.146,1,0.149,0.851
170.8,0.998,0,0.146,1,0.149,0.851
170.9,0.998,0,0.146,1,0.149,0.851
171,0.998,0,0.146,1,0.149,0.851
171.1,0.998,0,0.146,1,0.149,0.851007
171.2,0.997897,0,0.146,1,0.149,0.852
171.3,0.997,0,0.146,1,0.149,0.852
171.4,0.997,0,0.146,1,0.149,0.852
171.5,0.997,0,0.146,1,0.149,0.852
171.6,0.997,0,0.146,1,0.149,0.852
171.7,0.997,0,0.146,1,0.149,0.852
171.8,0.997,0,0.146,1,0.149,0.852
171.9,0.997,0,0.146,1,0.149,0.852
172,0.997,0,0.146,1,0.149,0.852
172.1,0.997,0,0.146,1,0.149,0.852
172.2,0.997,0,0.146,1,0.149,0.852
172.3,0.997,0,0.146,1,0.149,0.852
172.4,0.997,0,0.146,1,0.149,0.852
172.5,0.997,0,0.146,1,0.149,0.852
172.6,0.997972,0,0.146,1,0.149,0.852
172.7,0.998,0,0.146,1,0.149,0.852
172.8,0.998,0,0.146,1,0.149,0.852
172.9,0.998,0,0.146,1,0.149,0.852
173,0.998,0,0.146665,1,0.149,0.852
173.1,0.998,0,0.147,1,0.148824,0.852
173.2,0.998,0,0.147,1,0.147384,0.852
173.3,0.998,0,0.146305,1,0.147,0.852
173.4,0.998,0,0.146,1,0.147,0.852
173.5,0.998,0,0.146,1,0.147,0.852
173.6,0.998,0,0.146,1,0.147,0.852
173.7,0.998,0,0.146,1,0.147,0.852
173.8,0.998,0,0.146,1,0.147,0.852
173.9,0.998,0,0.146,1,0.147,0.852
174,0.998,0,0.146,1,0.147,0.852
174.1,0.998,0,0.146,1,0.147,0.852
174.2,0.998,0,0.146,1,0.147,0.852
174.3,0.998,0,0.146,1,0.147,0.852
174.4,0.998,0,0.146,1,0.147,0.852
174.5,0.99879,0,0.146,1,0.147,0.852
174.6,0.999,0,0.146,1,0.147,0.852
174.7,0.999,0,0.146,1,0.147,0.852
174.8,0.999,0,0.146,1,0.147,0.852
174.9,0.999,0,0.146,1,0.147,0.852
175,0.999,0,0.146,1,0.147,0.852
175.1,0.999,0,0.146,1,0.147,0.852
175.2,0.999,0,0.146,1,0.147,0.852
175.3,0.999,0,0.146,1,0.147,0.852
175.4,0.999,0,0.146,1,0.147,0.852
175.5,0.999,0,0.146,1,0.147,0.852
175.6,0.999,0,0.146,1,0.147,0.852
175.7,0.999,0,0.146,1,0.147,0.852
175.8,0.999,0,0.146,1,0.147,0.852
175.9,0.999,0,0.146252,1,0.147,0.852
176,0.999,0,0.147,1,0.147,0.852
176.1,0.999,0,0.147,1,0.147,0.852
176.2,0.999,0,0.147,1,0.147,0.852
176.3,0.999,0,0.147,1,0.147,0.852
176.4,0.999,0,0.147,1,0.147,0.852
176.5,0.999,0,0.147,1,0.147,0.852
176.6,0.999,0,0.147,1,0.147,0.852
176.7,0.999,0,0.147,1,0.147,0.852
176.8,0.999,0,0.147,1,0.147,0.852
176.9,0.999,0,0.147,1,0.147136,0.852
177,0.998977,0,0.147,1,0.148,0.852
177.1,0.998,0,0.147,1,0.148,0.852
177.2,0.998,0,0.147,1,0.148,0.852
177.3,0.998,0,0.147,1,0.148,0.852
177.4,0.998,0,0.147,1,0.148,0.852
177.5,0.998,0,0.147,1,0.148,0.852
177.6,0.998,0,0.147,1,0.148,0.852
177.7,0.998,0,0.147,1,0.148,0.852
177.8,0.998,0,0.147,1,0.148,0.852
177.9,0.998,0,0.147,1,0.148,0.852
178,0.998,0,0.147,1,0.148,0.852
178.1,0.998,0,0.147,1,0.148,0.852
178.2,0.998,0,0.147,1,0.148,0.852
178.3,0.998,0,0.147,1,0.148,0.852
178.4,0.998,0,0.147,1,0.148,0.852
178.5,0.998,0,0.147,1,0.148,0.852
178.6,0.998,0,0.147,1,0.148,0.852
178.7,0.998,0,0.147,1,0.148,0.852
178.8,0.998148,0,0.147,1,0.148,0.852
178.9,0.999,0,0.147,1,0.148,0.852
179,0.999,0,0.147,1,0.148,0.852
179.1,0.999,0,0.147,1,0.147275,0.852
179.2,0.999,0,0.147,1,0.147,0.852
179.3,0.999,0,0.147,1,0.147,0.852
179.4,0.999,0,0.147,1,0.1463,0.852
179.5,0.999,0,0.147,1,0.146,0.852
179.6,0.999,0,0.147,1,0.146,0.852
179.7,0.999,0,0.147,1,0.146,0.852
179.8,0.999,0,0.147,1,0.146,0.852
179.9,0.999,0,0.147,1,0.146,0.852
180,0.999,0,0.147,1,0.146302,0.852
180.1,0.999,0,0.147,1,0.147,0.852
180.2,0.999,0,0.147,1,0.147,0.852
180.3,0.999,0,0.146184,1,0.147,0.852
180.4,0.999,0,0.146336,1,0.147,0.852
180.5,0.999,0,0.147,1,0.147,0.852
180.6,0.999,0,0.147,1,0.147,0.852
180.7,0.999,0,0.147,1,0.147,0.852
180.8,0.999,0,0.147,1,0.147,0.852
180.9,0.999388,0,0.147,1,0.147,0.852
181,1,0,0.147,1,0.147,0.852
181.1,1,0,0.147,1,0.147,0.852
181.2,1,0,0.147,1,0.147,0.852
181.3,1,0,0.147,1,0.147,0.852
181.4,1,0,0.147,1,0.147,0.852
181.5,1,0,0.147,1,0.147,0.852
181.6,1,0,0.147,1,0.147,0.852
181.7,0.999961,0,0.147,1,0.147,0.852
181.8,0.999,0,0.147,1,0.147,0.852
181.9,0.999,0,0.147,1,0.147,0.852
182,0.999,0,0.147,1,0.147,0.852
182.1,0.999,0,0.147,1,0.147,0.852
182.2,0.999,0,0.147,1,0.147,0.852
182.3,0.999,0,0.147,1,0.147,0.852
182.4,0.999,0,0.147,1,0.147,0.852
182.5,0.999,0,0.147,1,0.147256,0.852
182.6,0.999,0,0.147,1,0.148,0.852
182.7,0.999,0,0.147,1,0.148,0.852
182.8,0.999,0,0.147,1,0.148,0.852
182.9,0.999,0,0.147,1,0.148,0.852
183,0.999,0,0.147,1,0.148,0.852
183.1,0.999,0,0.147,1,0.14722,0.852
183.2,0.999,0,0.147,1,0.147,0.852
183.3,0.999,0,0.147,1,0.147,0.852
183.4,0.999,0,0.147,1,0.147,0.852
183.5,0.999,0,0.146088,1,0.147,0.852
183.6,0.999,0,0.146,1,0.147,0.852
183.7,0.999,0,0.146,1,0.147,0.852
183.8,0.998805,0,0.146,1,0.147,0.852
183.9,0.998643,0,0.146,1,0.147,0.852
184,0.999,0,0.146,1,0.147,0.852
184.1,0.999,0,0.146,1,0.147,0.852
184.2,0.999,0,0.146,1,0.147,0.852
184.3,0.999,0,0.146,1,0.147,0.852
184.4,0.999,0,0.146,1,0.147,0.852
184.5,0.999,0,0.146,1,0.147,0.852
184.6,0.999,0,0.146,1,0.147,0.852
184.7,0.999,0,0.146,1,0.147,0.852
184.8,0.999,0,0.146,1,0.147,0.852944
184.9,0.999,0,0.146,1,0.147,0.853
185,0.999,0,0.146,1,0.147,0.853
185.1,0.999,0,0.146,1,0.147,0.853
185.2,0.999,0,0.146,1,0.147,0.853
185.3,0.999,0,0.146,1,0.147,0.853
185.4,0.999,0,0.146,1,0.147,0.853
185.5,0.999,0,0.146,1,0.147,0.853
185.6,0.999,0,0.146,1,0.147,0.853
185.7,0.999,0,0.146,1,0.147,0.853
185.8,0.999,0,0.146,1,0.147,0.853
185.9,0.999,0,0.146,1,0.147,0.853
186,0.999,0,0.146,1,0.147,0.853
186.1,0.999,0,0.146,1,0.147,0.853
186.2,0.999,0,0.146,1,0.147,0.853
186.3,0.999,0,0.146,1,0.147,0.853
186.4,0.999,0,0.146,1,0.147,0.853
186.5,0.999,0,0.146,1,0.147,0.853
186.6,0.999,0,0.146,1,0.147,0.853
186.7,0.999,0,0.146,1,0.147,0.853
186.8,0.999,0,0.146,1,0.147,0.853
186.9,0.999,0,0.146,1,0.147,0.853
187,0.999,0,0.146,1,0.147,0.853
187.1,0.999,0,0.146,1,0.147,0.853
187.2,0.999,0,0.146,1,0.147,0.853
187.3,0.999,0,0.146,1,0.147,0.853
187.4,0.999,0,0.146,1,0.147,0.853
187.5,0.999,0,0.146,1,0.147,0.853
187.6,0.999,0,0.146,1,0.147,0.853
187.7,0.999,0,0.146,1,0.147,0.853
187.8,0.999,0,0.146,1,0.147,0.853
187.9,0.999,0,0.146,1,0.147,0.853
188,0.999,0,0.146,1,0.147,0.853
188.1,0.999,0,0.146,1,0.147,0.853
188.2,0.999,0,0.146,1,0.147,0.853
188.3,0.999,0,0.146,1,0.147,0.853
188.4,0.999,0,0.146,1,0.147,0.853
188.5,0.999,0,0.146,1,0.147,0.853
188.6,0.999,0,0.146,1,0.147,0.853
188.7,0.999,0,0.146,1,0.147,0.853
188.8,0.999,0,0.146,1,0.147,0.853
188.9,0.999,0,0.146,1,0.147,0.853
189,0.999,0,0.146,1,0.147,0.853
189.1,0.999,0,0.146,1,0.147,0.853
189.2,0.999,0,0.146,1,0.147,0.853
189.3,0.999,0,0.146,1,0.147,0.853
189.4,0.999,0,0.146,1,0.147,0.853
189.5,0.999,0,0.146,1,0.147,0.853
189.6,0.999,0,0.146,1,0.147,0.853
189.7,0.999,0,0.146,1,0.147,0.853
189.8,0.999,0,0.146,1,0.147,0.853
189.9,0.999,0,0.146,1,0.147,0.853
190,0.999,0,0.146,1,0.147,0.853
190.1,0.999,0,0.146,1,0.147,0.853
190.2,0.999,0,0.146,1,0.147,0.853
190.3,0.999,0,0.146,1,0.147,0.853
190.4,0.999,0,0.146,1,0.147,0.853
190.5,0.999,0,0.146,1,0.147,0.853
190.6,0.999,0,0.146,1,0.147,0.853
190.7,0.999,0,0.146,1,0.147,0.853
190.8,0.999,0,0.146,1,0.147,0.853
190.9,0.999,0,0.146,1,0.147,0.853
191,0.999,0,0.146,1,0.147,0.853
191.1,0.999,0,0.146,1,0.147,0.853
191.2,0.999,0,0.146,1,0.147,0.853
191.3,0.999,0,0.146,1,0.147,0.853
191.4,0.999,0,0.146,1,0.147,0.853
191.5,0.999,0,0.146,1,0.147,0.853
191.6,0.999,0,0.146,1,0.147,0.853
191.7,0.999,0,0.146,1,0.147,0.853
191.8,0.999,0,0.146,1,0.147,0.853
191.9,0.999,0,0.146,1,0.147,0.853
192,0.999,0,0.146,1,0.147,0.853
192.1,0.999,0,0.146,1,0.147,0.853
192.2,0.999,0,0.146,1,0.147,0.853
192.3,0.999,0,0.146,1,0.147,0.853
192.4,0.999,0,0.146,1,0.147,0.853
192.5,0.999,0,0.146,1,0.147,0.853
192.6,0.999,0,0.146,1,0.147,0.853
192.7,0.999,0,0.146,1,0.147,0.853
192.8,0.999,0,0.146,1,0.147,0.853
192.9,0.999,0,0.146,1,0.147,0.853
193,0.999,0,0.146,1,0.147,0.853
193.1,0.999,0,0.146,1,0.147,0.853
193.2,0.999,0,0.146,1,0.147,0.853
193.3,0.999,0,0.146,1,0.147,0.853
193.4,0.999,0,0.146,1,0.147,0.853
193.5,0.999,0,0.146,1,0.147,0.853
193.6,0.999,0,0.146,1,0.147,0.853
193.7,0.999,0,0.146,1,0.147,0.853
193.8,0.999,0,0.146,1,0.147,0.853
193.9,0.999,0,0.146,1,0.147,0.853
194,0.999,0,0.146,1,0.147,0.853
194.1,0.999,0,0.146,1,0.147,0.853
194.2,0.999,0,0.146,1,0.147,0.853
194.3,0.999,0,0.146,1,0.147,0.853
194.4,0.999,0,0.146,1,0.147,0.853
194.5,0.999,0,0.146,1,0.147,0.853
194.6,0.999,0,0.146,1,0.147,0.853
194.7,0.9993,0,0.146,1,0.147,0.853
194.8,1,0,0.146,1,0.147,0.853
194.9,1,0,0.146,1,0.147,0.853
195,1,0,0.146,1,0.147,0.853
195.1,1,0,0.146,1,0.147,0.853
195.2,1,0,0.146,1,0.147,0.853
195.3,1,0,0.146328,1,0.147,0.853
195.4,1,0,0.147,1,0.147,0.853
195.5,1,0,0.147,1,0.147,0.853
195.6,1,0,0.147,1,0.147,0.853
195.7,1,0,0.147,1,0.147,0.853
195.8,1,0,0.147,1,0.147,0.853
195.9,1,0,0.147,1,0.147,0.853
196,1,0,0.147,1,0.147,0.853
196.1,1,0,0.147,1,0.147,0.853
196.2,1,0,0.147,1,0.147,0.853
196.3,1,0,0.147,1,0.147,0.853
196.4,1,0,0.147,1,0.147,0.853
196.5,1,0,0.147,1,0.147,0.853
196.6,1,0,0.147,1,0.147,0.853
196.7,1,0,0.147,1,0.147,0.853
196.8,1,0,0.147,1,0.147,0.853
196.9,1,0,0.147,1,0.147,0.853
197,1,0,0.147,1,0.147,0.853
197.1,0.99933,0,0.147,1,0.147,0.853
197.2,0.999,0,0.147,1,0.147,0.853
197.3,0.999,0,0.146082,1,0.147,0.853
197.4,0.999,0,0.146,1,0.147,0.853
197.5,0.999,0,0.146,1,0.147,0.853
197.6,0.999,0,0.146,1,0.147,0.853
197.7,0.999,0,0.146,1,0.147,0.853
197.8,0.999,0,0.146,1,0.147,0.853
197.9,0.999,0,0.146,1,0.147,0.853
198,0.999,0,0.146,1,0.147,0.853
198.1,0.999,0,0.146,1,0.147,0.853
198.2,0.999,0,0.146,1,0.147,0.853
198.3,0.999,0,0.146,1,0.147,0.853
198.4,0.999,0,0.146,1,0.147,0.853
198.5,0.999,0,0.146,1,0.147,0.853
198.6,0.999,0,0.146,1,0.147,0.853
198.7,0.999,0,0.146,1,0.147,0.853
198.8,0.999,0,0.146,1,0.147,0.853
198.9,0.999,0,0.146,1,0.147,0.853
199,0.999,0,0.146,1,0.147,0.853
199.1,0.999,0,0.146,1,0.147,0.853
199.2,0.999,0,0.146,1,0.147,0.853
199.3,0.999,0,0.146,1,0.147,0.853
199.4,0.999,0,0.146,1,0.147,0.853
199.5,0.999,0,0.146,1,0.147,0.853
199.6,0.999,0,0.146,1,0.147,0.853
199.7,0.999,0,0.146,1,0.147,0.853
199.8,0.999,0,0.146,1,0.147,0.853
199.9,0.999,0,0.146,1,0.147,0.853
200,0.999,0,0.146,1,0.147,0.853
200.1,0.999,0,0.146,1,0.147,0.853
200.2,0.999,0,0.146,1,0.147,0.853
200.3,0.999,0,0.146,1,0.147,0.853
200.4,0.999,0,0.146,1,0.147,0.853
200.5,0.999,0,0.146,1,0.147,0.853
200.6,0.999,0,0.146,1,0.147,0.853
200.7,0.999,0,0.146,1,0.147,0.853
200.8,0.999,0,0.146,1,0.147,0.853
200.9,0.999,0,0.146,1,0.147,0.853
201,0.999,0,0.146,1,0.147,0.853
201.1,0.999,0,0.146,1,0.147,0.853
201.2,0.999,0,0.146,1,0.147,0.853
201.3,0.999,0,0.146,1,0.147,0.853
201.4,0.999,0,0.146,1,0.147,0.853
201.5,0.999,0,0.146,1,0.147,0.853
201.6,0.999,0,0.146,1,0.147,0.853
201.7,0.999,0,0.146,1,0.147,0.853
201.8,0.999,0,0.146,1,0.147,0.853
201.9,0.999,0,0.146,1,0.147,0.853
202,0.999,0,0.146,1,0.147,0.853
202.1,0.999,0,0.146,1,0.147,0.853
202.2,0.999,0,0.146,1,0.147,0.853
202.3,0.999,0,0.146,1,0.147,0.853
202.4,0.999,0,0.146,1,0.147,0.853
202.5,0.999,0,0.146,1,0.147,0.853
202.6,0.999,0,0.146,1,0.147,0.853
202.7,0.999,0,0.146,1,0.147,0.853
202.8,0.999,0,0.146,1,0.147,0.853
202.9,0.999,0,0.146,1,0.147,0.853
203,0.999,0,0.146,1,0.147,0.853
203.1,0.999,0,0.146,1,0.147,0.853
203.2,0.999,0,0.146,1,0.147,0.853
203.3,0.999,0,0.146,1,0.147,0.853
203.4,0.999,0,0.146,1,0.147,0.853
203.5,0.999,0,0.146,1,0.147,0.853
203.6,0.999,0,0.146,1,0.147,0.853
203.7,0.999,0,0.146,1,0.147,0.853
203.8,0.999,0,0.146,1,0.147,0.853
203.9,0.999,0,0.146,1,0.147,0.853
204,0.999,0,0.146,1,0.147,0.853
204.1,0.999,0,0.146,1,0.147,0.853
204.2,0.999,0,0.146,1,0.147,0.853
204.3,0.999,0,0.146,1,0.147,0.853
204.4,0.999,0,0.146,1,0.147,0.853
204.5,0.999,0,0.146,1,0.147,0.853
204.6,0.999,0,0.146,1,0.147,0.853
204.7,0.999,0,0.146,1,0.147,0.853
204.8,0.999,0,0.146,1,0.147,0.853
204.9,0.999,0,0.146,1,0.147,0.853
205,0.999,0,0.146,1,0.147,0.853
205.1,0.999,0,0.146,1,0.147,0.853
205.2,0.999,0,0.146,1,0.147,0.853
205.3,0.999,0,0.146,1,0.147,0.853
205.4,0.999,0,0.146,1,0.147,0.853
205.5,0.999,0,0.146,1,0.147,0.853
205.6,0.999,0,0.146,1,0.147,0.853
205.7,0.999,0,0.146,1,0.147,0.853
205.8,0.999,0,0.146,1,0.147,0.853
205.9,0.999,0,0.146,1,0.147,0.853
206,0.999,0,0.146,1,0.147,0.853
206.1,0.999,0,0.146,1,0.147,0.853
206.2,0.999,0,0.146,1,0.147,0.853
206.3,0.999,0,0.146,1,0.147,0.853
206.4,0.999,0,0.146,1,0.147,0.853
206.5,0.999,0,0.146,1,0.147,0.853
206.6,0.999,0,0.146,1,0.147,0.853
206.7,0.999,0,0.146,1,0.147,0.853
206.8,0.999,0,0.146,1,0.147,0.853
206.9,0.999,0,0.146,1,0.147,0.853
207,0.999,0,0.146,1,0.147,0.853
207.1,0.999,0,0.146,1,0.147,0.853
207.2,0.999,0,0.146,1,0.147,0.853
207.3,0.999,0,0.146,1,0.147,0.853
207.4,0.999,0,0.146,1,0.147,0.853
207.5,0.999,0,0.146,1,0.147,0.853
207.6,0.999,0,0.146,1,0.147,0.853
207.7,0.999,0,0.146,1,0.147,0.853
207.8,0.999,0,0.146,1,0.147,0.853
207.9,0.999,0,0.146,1,0.147,0.853
208,0.999,0,0.146,1,0.147,0.853
208.1,0.999,0,0.146,1,0.147,0.853
208.2,0.999,0,0.146,1,0.147,0.853
208.3,0.999,0,0.146,1,0.147,0.853
208.4,0.999,0,0.146,1,0.147,0.853
208.5,0.999,0,0.146,1,0.147,0.853
208.6,0.999,0,0.146,1,0.147,0.853
208.7,0.999,0,0.146,1,0.147,0.853
208.8,0.999,0,0.146,1,0.147,0.853
208.9,0.999,0,0.146,1,0.147,0.853
209,0.999,0,0.146,1,0.147,0.853
209.1,0.999,0,0.146,1,0.147,0.853
209.2,0.999,0,0.146,1,0.147,0.853
209.3,0.999,0,0.146,1,0.147,0.853
209.4,0.999,0,0.146,1,0.147,0.853
209.5,0.999,0,0.146,1,0.147,0.853
209.6,0.999,0,0.146,1,0.147,0.853
209.7,0.999,0,0.146,1,0.147,0.853
209.8,0.999199,0,0.146,1,0.147,0.853
209.9,1,0,0.146,1,0.147,0.853
210,1,0,0.146,1,0.147,0.853784
210.1,1,0,0.146,1,0.147,0.854
210.2,1,0,0.146,1,0.147,0.854
210.3,1,0,0.146,1,0.147,0.854
210.4,1,0,0.146,1,0.147,0.854
210.5,1,0,0.146695,1,0.147,0.854
210.6,1,0,0.147,1,0.146627,0.854
210.7,1,0,0.147,1,0.146,0.854
210.8,1,0,0.147,1,0.146,0.854
210.9,1,0,0.147,1,0.146,0.854
211,1,0,0.147,1,0.146,0.854
211.1,1,0,0.147,1,0.146,0.854
211.2,1,0,0.147,1,0.146,0.854
211.3,1,0,0.147,1,0.146,0.854
211.4,1,0,0.147,1,0.146,0.854
211.5,1,0,0.147,1,0.146,0.854
211.6,1,0,0.147,1,0.146,0.854
211.7,0.999084,0,0.147,1,0.146,0.854
211.8,0.999,0,0.147,1,0.146,0.854
211.9,0.999,0,0.147,1,0.146,0.854
212,0.999,0,0.147,1,0.146,0.854
212.1,0.999,0,0.147,1,0.146,0.854
212.2,0.999,0,0.147,1,0.146,0.854
