Time	TH	ErrTH	H	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[AKT]	ErrProb[AKT]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[p21]	ErrProb[p21]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[Insulin]	ErrProb[Insulin]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[<nil>]	ErrProb[<nil>]	
173.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
