-3.9	-3.9	45.0
-3.9	-3.8	45.0
-3.9	-3.6999999999999997	45.0
-3.9	-3.5999999999999996	45.0
-3.9	-3.4999999999999996	45.0
-3.9	-3.3999999999999995	45.0
-3.9	-3.2999999999999994	45.0
-3.9	-3.1999999999999993	45.0
-3.9	-3.099999999999999	45.0
-3.9	-2.999999999999999	45.0
-3.9	-2.899999999999999	45.0
-3.9	-2.799999999999999	45.0
-3.9	-2.699999999999999	45.0
-3.9	-2.5999999999999988	45.0
-3.9	-2.4999999999999987	45.0
-3.9	-2.3999999999999986	45.0
-3.9	-2.2999999999999985	45.0
-3.9	-2.1999999999999984	45.0
-3.9	-2.0999999999999983	45.0
-3.9	-1.9999999999999982	45.0
-3.9	-1.8999999999999981	45.0
-3.9	-1.799999999999998	45.0
-3.9	-1.699999999999998	45.0
-3.9	-1.5999999999999979	45.0
-3.9	-1.4999999999999978	45.0
-3.9	-1.3999999999999977	45.0
-3.9	-1.2999999999999976	45.0
-3.9	-1.1999999999999975	45.0
-3.9	-1.0999999999999974	45.0
-3.9	-0.9999999999999974	45.0
-3.9	-0.8999999999999975	45.0
-3.9	-0.7999999999999975	45.0
-3.9	-0.6999999999999975	45.0
-3.9	-0.5999999999999975	45.0
-3.9	-0.49999999999999756	45.0
-3.9	-0.3999999999999976	45.0
-3.9	-0.2999999999999976	45.0
-3.9	-0.1999999999999976	45.0
-3.9	-0.09999999999999759	45.0
-3.9	2.4147350785597155e-15	37.0
-3.9	0.10000000000000242	37.0
-3.9	0.20000000000000243	37.0
-3.9	0.30000000000000243	37.0
-3.9	0.40000000000000246	37.0
-3.9	0.5000000000000024	37.0
-3.9	0.6000000000000024	37.0
-3.9	0.7000000000000024	37.0
-3.9	0.8000000000000024	37.0
-3.9	0.9000000000000024	37.0
-3.9	1.0000000000000024	37.0
-3.9	1.1000000000000025	37.0
-3.9	1.2000000000000026	37.0
-3.9	1.3000000000000027	37.0
-3.9	1.4000000000000028	37.0
-3.9	1.5000000000000029	37.0
-3.9	1.600000000000003	37.0
-3.9	1.700000000000003	37.0
-3.9	1.8000000000000032	37.0
-3.9	1.9000000000000032	37.0
-3.9	2.000000000000003	63.0
-3.8	-3.9	45.0
-3.8	-3.8	45.0
-3.8	-3.6999999999999997	45.0
-3.8	-3.5999999999999996	45.0
-3.8	-3.4999999999999996	45.0
-3.8	-3.3999999999999995	45.0
-3.8	-3.2999999999999994	45.0
-3.8	-3.1999999999999993	45.0
-3.8	-3.099999999999999	45.0
-3.8	-2.999999999999999	45.0
-3.8	-2.899999999999999	45.0
-3.8	-2.799999999999999	45.0
-3.8	-2.699999999999999	45.0
-3.8	-2.5999999999999988	45.0
-3.8	-2.4999999999999987	45.0
-3.8	-2.3999999999999986	45.0
-3.8	-2.2999999999999985	45.0
-3.8	-2.1999999999999984	45.0
-3.8	-2.0999999999999983	45.0
-3.8	-1.9999999999999982	45.0
-3.8	-1.8999999999999981	45.0
-3.8	-1.799999999999998	45.0
-3.8	-1.699999999999998	45.0
-3.8	-1.5999999999999979	45.0
-3.8	-1.4999999999999978	45.0
-3.8	-1.3999999999999977	45.0
-3.8	-1.2999999999999976	45.0
-3.8	-1.1999999999999975	45.0
-3.8	-1.0999999999999974	45.0
-3.8	-0.9999999999999974	45.0
-3.8	-0.8999999999999975	45.0
-3.8	-0.7999999999999975	45.0
-3.8	-0.6999999999999975	45.0
-3.8	-0.5999999999999975	45.0
-3.8	-0.49999999999999756	45.0
-3.8	-0.3999999999999976	45.0
-3.8	-0.2999999999999976	45.0
-3.8	-0.1999999999999976	45.0
-3.8	-0.09999999999999759	45.0
-3.8	2.4147350785597155e-15	37.0
-3.8	0.10000000000000242	37.0
-3.8	0.20000000000000243	37.0
-3.8	0.30000000000000243	37.0
-3.8	0.40000000000000246	37.0
-3.8	0.5000000000000024	37.0
-3.8	0.6000000000000024	37.0
-3.8	0.7000000000000024	37.0
-3.8	0.8000000000000024	37.0
-3.8	0.9000000000000024	37.0
-3.8	1.0000000000000024	37.0
-3.8	1.1000000000000025	37.0
-3.8	1.2000000000000026	37.0
-3.8	1.3000000000000027	37.0
-3.8	1.4000000000000028	37.0
-3.8	1.5000000000000029	37.0
-3.8	1.600000000000003	37.0
-3.8	1.700000000000003	37.0
-3.8	1.8000000000000032	37.0
-3.8	1.9000000000000032	37.0
-3.8	2.000000000000003	63.0
-3.6999999999999997	-3.9	45.0
-3.6999999999999997	-3.8	45.0
-3.6999999999999997	-3.6999999999999997	45.0
-3.6999999999999997	-3.5999999999999996	45.0
-3.6999999999999997	-3.4999999999999996	45.0
-3.6999999999999997	-3.3999999999999995	45.0
-3.6999999999999997	-3.2999999999999994	45.0
-3.6999999999999997	-3.1999999999999993	45.0
-3.6999999999999997	-3.099999999999999	45.0
-3.6999999999999997	-2.999999999999999	45.0
-3.6999999999999997	-2.899999999999999	45.0
-3.6999999999999997	-2.799999999999999	45.0
-3.6999999999999997	-2.699999999999999	45.0
-3.6999999999999997	-2.5999999999999988	45.0
-3.6999999999999997	-2.4999999999999987	45.0
-3.6999999999999997	-2.3999999999999986	45.0
-3.6999999999999997	-2.2999999999999985	45.0
-3.6999999999999997	-2.1999999999999984	45.0
