,Proliferation_0.5,Proliferation_1,Proliferation_3,Proliferation_6,Proliferation_24,Quiescence_1,Quiescence_6,Quiescence_24,Quiescence_96,Senescence_1,Senescence_6,Senescence_24,Senescence_96
c-Jun (Phospho-Ser63),1.062176946686914,1.1781281721240282,1.156402575223859,1.4570123255717657,0.856721510395079,1.1079047971389815,1.3134147879836369,1.4619719982920307,1.240652929493545,1.1125632799159781,1.2806201873145187,1.1845886922007869,1.3782003449416307
GSK3 beta (Phospho-Ser9),3.4056736045706315,1.2319673018324844,1.1930881173184935,1.3613284951877982,0.8372574974016168,0.728322199883261,1.065019918304938,1.2523684259401522,1.0817501305634538,0.9364958084194561,0.8879691403505002,0.6799378739640499,0.9685640728564877
c-Jun (Phospho-Ser73),1.191207866031099,1.0258498813863044,0.81918375610596,1.054670677832123,0.3533156325003834,1.0237747073599466,0.351380716659746,1.0682542942098958,0.9773870937114284,0.8887658662250943,1.0445940981892419,0.9361052179964462,1.3109521521009848
Elk1 (Phospho-Ser383),1.1752580441810225,1.1467077871722093,1.213080848304954,1.4971127779230538,1.8949869698816268,3.0908431919990487,3.133316910630243,2.990116967979323,2.31256028221005,1.8395770959742987,1.5511591798288897,1.2275408002440389,1.876558195236775
PDK1 (Phospho-Ser241),0.27786597553774933,0.2977172783942448,0.6662596490491184,0.8586861233095583,0.2439756136121804,0.2657654057652661,0.2541495762403253,0.27694132379622305,0.2723037736156883,0.2660272127630539,0.6196572670516562,0.28895012085791705,1.5367633091949293
Raf1 (Phospho-Ser259),1.0256745621054655,1.0680876355302626,0.44662044727255457,0.5439136921380093,0.6645264342620671,0.953076708950797,0.5613151026947859,0.5604690319648857,1.186160512774217,0.6183858351081649,1.0754092445196972,1.002350058781583,1.1803578576843687
GSK3 alpha (Phospho-Ser21),1.0792019122148275,1.1858490388578131,1.1343495716456948,1.2132636037684639,0.6389231308363051,1.0583433128340882,1.1574694399208427,1.3627246529182253,3.0198051333369396,1.1277772220965412,0.7912315867896236,0.6022069182535191,0.7719495478305378
MEK2 (Phospho-Thr394),1.115366424862354,1.2508237367545318,0.7575863439785088,0.8444767162052901,0.9145226964258784,0.9477924708517226,1.072235522545619,1.395886646651084,1.870127467105263,1.3246566571556257,1.4183958885813281,1.246492229080426,1.926507925615865
PTEN (Phospho-Ser380),0.8298317801868829,0.9707248799771081,0.7952631671023263,1.0026832433288757,0.71169994342343,1.022797206699457,0.930487471027321,0.9742083329269124,0.8841083850150855,0.8462200510053377,0.9121943249086987,0.9493621627424319,1.1482355359204113
NFkB-p65 (Phospho-Thr254),1.1556687078749548,1.4039393803120925,0.9814691963650536,1.3135230036181023,0.859230233098428,1.1223795510153458,1.0651671958491444,0.8096792351309962,1.1349807965860599,1.0261175349091745,1.0993016112839578,0.9744829942301853,1.340682899326967
