10000000001	00000000000
11100110100	00000001110
00111100001	00000000000
01101111000	00000001110
00100010011	00000001010
10001110010	00000001010
00010011111	00000001110
10100001000	00000001010
00101010100	00000001010
10111111110	00000001110
00001010010	00000001010
00110011001	00000001110
11100010101	00000001110
00000010101	00000001010
11010111010	00000001110
11100101100	00000001110
10011110110	00000001010
10011101110	00000001110
10001111001	00000001110
11001101101	00000001110
10010011011	00000001110
10100010111	00000001010
00100001110	00000001110
11110100100	00000001110
10011101010	00000001010
00000011000	00000001110
01000100101	00000001110
01110101001	00000001010
10111000111	00000000100
01011110010	00000001110
00010001100	00000001110
00100011010	00000001110
01110000110	00000001110
10001111011	00000001110
11011011000	00000001110
00001111011	00000001110
01101100100	00000001110
10100011010	00000001110
10010001100	00000001110
00111000111	00000000100
01011110011	00000001110
10110000111	00000000100
11110101001	00000001010
11000100101	00000001110
11100000110	00000001110
01001100010	00000001010
10100001111	00000001110
01110100100	00000001110
11001111110	00000001110
01110100010	00000001010
00100010111	00000001010
00010011011	00000001110
01001101101	00000001110
01011011000	00000001110
01100000110	00000001110
01100101100	00000001110
01010111010	00000001110
10000010101	00000001010
10110011001	00000001110
10001010010	00000001010
00111111110	00000001110
10101010100	00000001010
00100100111	00000000100
01001000001	00000001010
00001110010	00000001010
11011000100	00000001110
11111001111	00000001110
11101111000	00000001110
11011011111	00000001110
00100110101	00000001010
10111000000	00000000000
00101110010	00000001010
00010001011	00000000100
10111101010	00000001010
10001111100	00000001110
00111010000	00000001010
00010011101	00000001110
10010110001	00000001010
00001011100	00000001110
00101001111	00000001110
10100111101	00000001110
10000110111	00000001010
00110000010	00000000000
11010110100	00000001110
10011111010	00000001110
00000001110	00000001110
10101110110	00000001010
10111100110	00000000100
11101100110	00000001110
11111000101	00000001110
01111010001	00000001110
10101101101	00000001110
01111001000	00000001010
11000000011	00000001010
01111110110	00000001110
11110111111	00000001110
11101101101	00000001110
01100000000	00000001010
01110111101	00000001110
01000000001	00000001010
10001101111	00000001110
01101101010	00000001010
01011001100	00000001110
10111100011	00000000000
00001001111	00000001110
00101100010	00000000000
00101011100	00000001110
10010000010	00000000000
00011010000	00000001010
10000100011	00000000000
01010111100	00000001110
01110101111	00000001110
00110001011	00000001010
01000101101	00000001110
00000110101	00000001010
10101001101	00000001110
11010101000	00000001010
01001011000	00000001110
10000010011	00000001010
01111010100	00000001110
01100011001	00000001110
11110000110	00000001110
00110101111	00000001110
11000001010	00000001010
01010100101	00000001110
10110101100	00000001110
10000001010	00000000100
11010100110	00000001110
00011111110	00000001110
00010010100	00000001010
10110000110	00000000100
10110011111	00000001110
10011011101	00000001110
10010101000	00000000100
10100100101	00000000100
00111101110	00000001110
10100100100	00000000100
10101110000	00000001010
00101101001	00000001010
00000010111	00000001010
01110000101	00000001110
01011110111	00000001110
11111100011	00000001010
01000010110	00000001110
11001101111	00000001110
01110011010	00000001110
10001001111	00000001110
01101010111	00000001110
00011100101	00000000100
01001000100	00000001110
00011000111	00000000100
10110111111	00000001110
00001110100	00000001010
00101111011	00000001110
10000000011	00000000000
10011011000	00000001110
00100110000	00000001010
10111000101	00000000100
00101100000	00000000000
01111101001	00000001010
11101110110	00000001110
00111010101	00000001010
11011111010	00000001110
10010110100	00000001010
00001011001	00000001110
00110010010	00000001010
11000110111	00000001110
11100111101	00000001110
10110010001	00000001010
11100100111	00000001110
11010110001	00000001110
01011111001	00000001110
00000110110	00000001010
11001111100	00000001110
11111101010	00000001010
00101101000	00000001010
10010101101	00000001110
00100011110	00000001110
10101111110	00000001110
01010000011	00000001010
00011100111	00000000100
10101111000	00000001110
01111001001	00000001010
00000101010	00000000100
00110111100	00000001110
11100010011	00000001110
11101000101	00000001110
11101010100	00000001110
00111110111	00000001010
11001010010	00000001110
11110011001	00000001110
11000010101	00000001110
01100001101	00000001110
11011011110	00000001110
10100100001	00000000000
11111111101	00000001110
10111100111	00000000100
01000101000	00000001010
01101001110	00000001110
00010101011	00000000100
01001011101	00000001110
00011011110	00000001110
01100011100	00000001110
01010001010	00000001010
10000100101	00000001010
00010010001	00000001010
11110110011	00000001110
01010100000	00000001010
10110101001	00000001010
01000001001	00000001010
