Time	TH	ErrTH	H	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[p21]	ErrProb[p21]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[Senescence]	ErrProb[Senescence]	Prob[<nil>]	ErrProb[<nil>]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[Insulin]	ErrProb[Insulin]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	
323.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
323.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
323.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
325.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
331.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
331.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
331.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
331.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
331.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0.152000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.005078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
