Time,TH,ErrTH,H,Prob[Insulin--mTORC1_S6K1],ErrProb[Insulin--mTORC1_S6K1],Prob[p21--mTORC1_S6K1],ErrProb[p21--mTORC1_S6K1],Prob[p21--Senescence--AKT],ErrProb[p21--Senescence--AKT],Prob[Insulin--p21--mTORC1_S6K1--Senescence],ErrProb[Insulin--p21--mTORC1_S6K1--Senescence],Prob[Insulin--AKT],ErrProb[Insulin--AKT],Prob[Insulin--p21],ErrProb[Insulin--p21],Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT],ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT],Prob[p21--AKT],ErrProb[p21--AKT],Prob[p21--mTORC1_S6K1--Senescence--AKT],ErrProb[p21--mTORC1_S6K1--Senescence--AKT],Prob[Insulin--Senescence--AKT],ErrProb[Insulin--Senescence--AKT],Prob[mTORC1_S6K1--Senescence--AKT],ErrProb[mTORC1_S6K1--Senescence--AKT],Prob[mTORC1_S6K1--AKT],ErrProb[mTORC1_S6K1--AKT],Prob[Insulin--p21--Senescence--AKT],ErrProb[Insulin--p21--Senescence--AKT],Prob[p21],ErrProb[p21],Prob[Insulin--p21--mTORC1_S6K1--AKT],ErrProb[Insulin--p21--mTORC1_S6K1--AKT],Prob[AKT],ErrProb[AKT],Prob[p21--mTORC1_S6K1--Senescence],ErrProb[p21--mTORC1_S6K1--Senescence],Prob[Senescence],ErrProb[Senescence],Prob[<nil>],ErrProb[<nil>],Prob[Insulin--p21--Senescence],ErrProb[Insulin--p21--Senescence],Prob[Insulin--Senescence],ErrProb[Insulin--Senescence],Prob[Insulin--mTORC1_S6K1--AKT],ErrProb[Insulin--mTORC1_S6K1--AKT],Prob[mTORC1_S6K1],ErrProb[mTORC1_S6K1],Prob[p21--Senescence],ErrProb[p21--Senescence],Prob[p21--mTORC1_S6K1--AKT],ErrProb[p21--mTORC1_S6K1--AKT],Prob[Insulin--p21--AKT],ErrProb[Insulin--p21--AKT],Prob[mTORC1_S6K1--Senescence],ErrProb[mTORC1_S6K1--Senescence],Prob[Insulin--p21--mTORC1_S6K1],ErrProb[Insulin--p21--mTORC1_S6K1],Prob[Senescence--AKT],ErrProb[Senescence--AKT],Prob[Insulin],ErrProb[Insulin],Prob[Insulin--mTORC1_S6K1--Senescence--AKT],ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT],Prob[Insulin--mTORC1_S6K1--Senescence],ErrProb[Insulin--mTORC1_S6K1--Senescence],<nil>,AKT,p21,mTORC1_S6K1,Insulin,Senescence
83.6,0.0043,0.0009,0.899,0.002196,0.000662,0.0,0.0,0.0,0.0,0.15546,0.005124,0.001795,0.000595,0.019515,0.001953,0.000718,0.000362,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,9.7e-05,9.7e-05,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015400000000000001,0.000543,0.0002,0.0002,0.811405,0.0055320000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0006320000000000001,0.0,0.0,0.003089,0.0007769999999999999,0.001186,0.000484,0.0004,0.000283,0.0,0.815601,0.17953,0.9735649999999999,1.000001,0.159801
83.7,0.0042,0.0009,0.8979,0.00256,0.0006900000000000001,0.0,0.0,0.0,0.0,0.155428,0.005121,0.001556,0.000543,0.019277000000000002,0.0019399999999999999,0.0006,0.000346,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018780000000000001,0.000605,0.0002,0.0002,0.811611,0.005529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001703,0.0005610000000000001,0.0,0.0,0.002987,0.0007379999999999999,0.001391,0.000526,0.00020899999999999998,0.0002,0.0,0.815758,0.17928600000000003,0.9737020000000001,1.0,0.160106
83.8,0.0041,0.0009,0.8973,0.0024,0.000692,0.0,0.0,0.0,0.0,0.155405,0.005123,0.0014,0.000529,0.019025999999999998,0.001927,0.000443,0.000266,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.000304,0.000225,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002195,0.0006519999999999999,0.0002,0.0002,0.8118,0.005528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001779,0.000593,0.0,0.0,0.002995,0.000762,0.0014529999999999999,0.000531,0.0002,0.0002,0.0,0.8158,0.17935199999999998,0.9736799999999999,0.9999999999999999,0.1604
83.9,0.0042,0.0009,0.8965,0.002238,0.000663,0.0,0.0,0.0,0.0,0.155324,0.005122,0.0014,0.000529,0.019008,0.001924,0.000279,0.000215,0.0,0.0,0.0,0.0,0.000273,0.000213,0.0,0.0,0.0,0.0,0.000248,0.000176,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.000692,0.0002,0.0002,0.8119029999999999,0.005526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001698,0.00057,0.0,0.0,0.0031320000000000002,0.000776,0.001497,0.000538,0.0002,0.0002,0.0,0.8158,0.179157,0.973339,0.9999999999999999,0.160421
84.0,0.004,0.0009,0.8934,0.002254,0.000659,0.0,0.0,0.0,0.0,0.155257,0.005121,0.0012109999999999998,0.00049,0.018712,0.0019089999999999999,0.000543,0.000317,0.0,0.0,0.0,0.0,0.000375,0.000265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002203,0.000651,0.0002,0.0002,0.812346,0.005521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001734,0.0005740000000000001,0.0,0.0,0.003498,0.000828,0.001268,0.000492,0.0002,0.0002,0.0,0.815943,0.178649,0.973802,1.000001,0.16004600000000002
84.1,0.0036,0.0008,0.8934,0.002,0.0006320000000000001,0.0,0.0,0.0,0.0,0.155507,0.005122,0.0013859999999999999,0.000524,0.018352,0.001893,0.0006,0.000346,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001838,0.000585,0.000272,0.000212,0.812235,0.005522999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001778,0.00057,0.0,0.0,0.004054,0.0008880000000000001,0.001379,0.000521,0.0002,0.0002,0.0,0.8160000000000001,0.178275,0.9738990000000001,1.0000010000000001,0.15999600000000003
84.2,0.0041,0.0009,0.8921,0.002069,0.0006360000000000001,0.0,0.0,0.0,0.0,0.15579300000000001,0.005129,0.0016820000000000001,0.0005650000000000001,0.018488,0.001898,0.0006,0.000346,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016899999999999999,0.0005679999999999999,0.0002,0.0002,0.812118,0.005522999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.000529,0.0,0.0,0.0041600000000000005,0.000898,0.00101,0.00044699999999999997,0.00039,0.000276,0.0,0.8158100000000001,0.17817100000000002,0.97358,0.9999999999999999,0.159883
84.3,0.0044,0.001,0.8931,0.002112,0.0006389999999999999,0.0,0.0,0.0,0.0,0.155602,0.0051270000000000005,0.0018170000000000003,0.0006,0.0188,0.0019210000000000002,0.0006,0.000346,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000361,0.00025699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0005650000000000001,0.0002,0.0002,0.81209,0.005524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012369999999999998,0.00049,0.0,0.0,0.003981,0.000889,0.001,0.00044699999999999997,0.0004,0.000283,0.0,0.816068,0.1782,0.9734019999999999,1.0,0.15960199999999997
84.4,0.0046,0.0009,0.8932,0.002602,0.000683,0.0,0.0,0.0,0.0,0.155532,0.005124,0.001875,0.000604,0.018914,0.001924,0.0008439999999999999,0.00038700000000000003,0.0,0.0,0.0,0.0,7.6e-05,7.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000479,0.000294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014960000000000002,0.000534,0.0002,0.0002,0.8120930000000001,0.005524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001031,0.000425,0.0,0.0,0.003517,0.000813,0.001031,0.00042699999999999997,0.00031,0.00022799999999999999,0.0,0.816398,0.178296,0.9739220000000001,1.0,0.159489
84.5,0.0046,0.001,0.8937,0.00283,0.000734,0.0,0.0,0.0,0.0,0.15505,0.005118,0.001993,0.00063,0.018744,0.0019089999999999999,0.001032,0.000433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000434,0.000285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001547,0.000547,0.0002,0.0002,0.812409,0.005520000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001471,0.000531,0.0,0.0,0.003191,0.00078,0.000898,0.000412,0.0002,0.0002,0.0,0.816766,0.178278,0.9743240000000001,0.999999,0.15892699999999998
84.6,0.0043,0.0009,0.8918,0.0028,0.0007469999999999999,0.0,0.0,0.0,0.0,0.154868,0.005116,0.002,0.0006320000000000001,0.018855,0.0019219999999999999,0.001,0.00044699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001622,0.000552,0.00011,0.00011,0.8126939999999999,0.005517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0005650000000000001,0.0,0.0,0.002945,0.0007610000000000001,0.000906,0.000414,0.0002,0.0002,0.0,0.8169999999999998,0.178345,0.974468,0.9999999999999999,0.158706
84.7,0.0041,0.0009,0.889,0.0025670000000000003,0.000696,0.0,0.0,0.0,0.0,0.154607,0.005113,0.001883,0.000605,0.019188,0.0019399999999999999,0.001,0.00044699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001805,0.000597,0.0,0.0,0.813025,0.0055119999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00175,0.000585,0.0,0.0,0.0027760000000000003,0.000741,0.0008,0.0004,0.0002,0.0002,0.0,0.8171080000000001,0.17875000000000002,0.9743489999999999,1.000001,0.158412
84.8,0.0038,0.0009,0.8865,0.0024,0.000692,0.0,0.0,0.0,0.0,0.154598,0.005113,0.0018,0.0006,0.019235,0.001928,0.00081,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.500000000000001e-05,6.500000000000001e-05,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001408,0.0005059999999999999,0.0,0.0,0.8134,0.00551,0.0,0.0,0.0,0.0,0.0,0.0,8.8e-05,8.8e-05,0.0,0.0,0.001778,0.000579,0.0,0.0,0.0028280000000000002,0.000739,0.00099,0.000443,0.0002,0.0002,0.0,0.817553,0.178382,0.974576,1.0,0.15807100000000002
84.9,0.0039,0.0009,0.8879,0.002425,0.000684,0.0,0.0,0.0,0.0,0.15443900000000002,0.005109000000000001,0.001703,0.0005740000000000001,0.018706,0.001911,0.0008,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000453,0.000288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001467,0.000519,0.0,0.0,0.813546,0.005507,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.001964,0.000614,0.0,0.0,0.003098,0.0007769999999999999,0.001,0.00044699999999999997,0.0002,0.0002,0.0,0.817702,0.17802900000000002,0.974827,1.000001,0.15790600000000002
85.0,0.0033,0.0008,0.8846,0.002106,0.000637,0.0,0.0,0.0,0.0,0.154353,0.005108,0.0017079999999999999,0.000572,0.018479,0.001902,0.0008,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0005650000000000001,0.0,0.0,0.814091,0.005501,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.002167,0.0006360000000000001,0.0,0.0,0.002885,0.00075,0.001,0.00044699999999999997,0.0002,0.0002,0.0,0.818209,0.17800899999999997,0.9751270000000001,0.999999,0.15795299999999998
85.1,0.0031,0.0008,0.8799,0.0018,0.0006,0.0,0.0,0.0,0.0,0.154588,0.005113,0.0014,0.0005139999999999999,0.018243000000000002,0.0018850000000000002,0.0008,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016120000000000002,0.0005650000000000001,0.0,0.0,0.8143729999999999,0.005497999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.1e-05,5.1e-05,0.0,0.0,0.002303,0.000668,0.0,0.0,0.003254,0.000796,0.001134,0.00046399999999999995,4.3e-05,4.3e-05,0.0,0.8181579999999999,0.17799700000000002,0.9754409999999999,1.000001,0.158177
85.2,0.003,0.0008,0.8762,0.001966,0.0006219999999999999,0.0,0.0,0.0,0.0,0.15453599999999998,0.00511,0.0013779999999999999,0.000521,0.018606,0.0019039999999999999,0.0007440000000000001,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017579999999999998,0.000586,0.0,0.0,0.814643,0.005495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002078,0.0006129999999999999,0.0,0.0,0.002879,0.00075,0.001013,0.000433,0.0,0.0,0.0,0.818178,0.17812199999999997,0.97538,1.000001,0.158051
85.3,0.0033,0.0009,0.8738,0.0018,0.0006,0.0,0.0,0.0,0.0,0.154495,0.005108,0.0012,0.00049,0.018629,0.001906,0.00053,0.000306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038500000000000003,0.000272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001887,0.00059,0.0,0.0,0.81487,0.005493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002189,0.0006389999999999999,0.0,0.0,0.003,0.0007740000000000001,0.001015,0.000429,0.0,0.0,0.0,0.818,0.178115,0.9752839999999999,0.9999999999999999,0.15792699999999998
85.4,0.004,0.001,0.8697,0.001895,0.000598,0.0,0.0,0.0,0.0,0.154784,0.0051140000000000005,0.0012,0.00049,0.018576,0.001905,0.000734,0.000371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0006320000000000001,0.0,0.0,0.815135,0.00549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018559999999999998,0.000595,0.0,0.0,0.002754,0.000717,0.000865,0.000405,0.0,0.0,0.0,0.818134,0.17815000000000003,0.975469,0.9999990000000001,0.15838300000000002
85.5,0.0041,0.0009,0.8682,0.001952,0.0006,0.0,0.0,0.0,0.0,0.1548,0.005116,0.0012,0.00049,0.018971000000000002,0.001923,0.0008,0.0004,0.0,0.0,0.0,0.0,8.499999999999999e-05,8.499999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025299999999999997,0.000207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017690000000000002,0.000587,9e-06,9e-06,0.815292,0.005488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017629999999999998,0.0005769999999999999,0.0,0.0,0.002392,0.000671,0.000608,0.000319,0.00010700000000000001,0.00010700000000000001,0.0,0.8182380000000001,0.17835600000000001,0.975575,1.000001,0.15817799999999999
85.6,0.0041,0.0009,0.8692,0.001744,0.000575,0.0,0.0,0.0,0.0,0.154426,0.005109000000000001,0.0012029999999999999,0.00049,0.019735,0.00196,0.0008300000000000001,0.00038199999999999996,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00134,0.000479,0.0002,0.0002,0.815397,0.005487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016010000000000002,0.0005650000000000001,0.0,0.0,0.002062,0.0006259999999999999,0.000567,0.000307,0.000295,0.000221,0.0,0.818597,0.17833200000000002,0.9752599999999999,1.0,0.15785800000000003
85.7,0.0044,0.001,0.8701,0.001796,0.000582,0.0,0.0,0.0,0.0,0.154417,0.005109000000000001,0.0014,0.000529,0.019656,0.001961,0.000628,0.00034700000000000003,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037200000000000004,0.000264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001227,0.00049,0.0002,0.0002,0.815311,0.005487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001428,0.0005059999999999999,0.0,0.0,0.0023829999999999997,0.000687,0.0006889999999999999,0.00035800000000000003,0.000293,0.00022,0.0,0.8186,0.17772800000000002,0.974934,1.0,0.157654
85.8,0.0048,0.001,0.8666,0.001818,0.0006,0.0,0.0,0.0,0.0,0.15449000000000002,0.005111,0.0014,0.000529,0.019645,0.001955,0.0008,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00131,0.000499,0.0002,0.0002,0.8155819999999999,0.005485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001225,0.00047400000000000003,0.0,0.0,0.0023309999999999997,0.000675,0.0006,0.000346,0.0002,0.0002,0.0,0.818782,0.17767000000000002,0.974915,1.000001,0.15780000000000002
85.9,0.0054,0.0011,0.8656,0.001816,0.000597,0.0,0.0,0.0,0.0,0.154624,0.005113,0.001444,0.000531,0.019709,0.00196,0.000691,0.00035800000000000003,0.0,0.0,0.0,0.0,0.000241,0.000178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000298,0.000223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000976,0.000437,0.0002,0.0002,0.8156,0.005485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015220000000000001,0.000524,0.0,0.0,0.002054,0.000634,0.000624,0.00034700000000000003,0.0002,0.0002,0.0,0.818898,0.17782,0.975375,0.999999,0.15755600000000003
86.0,0.0047,0.001,0.862,0.001946,0.000617,0.0,0.0,0.0,0.0,0.15495899999999999,0.005117,0.0016,0.0005650000000000001,0.019635,0.0019579999999999997,0.0006,0.000346,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000817,0.0004,1.6e-05,1.6e-05,0.8156,0.005485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001224,0.00049,0.0,0.0,0.002349,0.000669,0.0006,0.000346,5.4000000000000005e-05,5.4000000000000005e-05,0.0,0.8190000000000001,0.177635,0.975383,0.9999999999999999,0.157246
86.1,0.0045,0.001,0.8662,0.001986,0.00061,0.0,0.0,0.0,0.0,0.15440399999999999,0.005109000000000001,0.001773,0.000591,0.019824,0.001968,0.0006,0.000346,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001067,0.000443,0.0,0.0,0.815499,0.005485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001037,0.000434,0.0,0.0,0.002441,0.0006929999999999999,0.0006,0.000346,0.000168,0.000168,0.0,0.819072,0.177332,0.974694,0.9999989999999999,0.15703899999999998
86.2,0.0037,0.0008,0.867,0.001603,0.0005650000000000001,0.0,0.0,0.0,0.0,0.1542,0.005108,0.0016,0.0005650000000000001,0.019834,0.001966,0.0006,0.000346,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000553,0.000322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.00049,0.0,0.0,0.8156,0.005485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001109,0.00045,0.0,0.0,0.0027,0.000726,0.0006,0.000346,0.0002,0.0002,0.0,0.819153,0.177496,0.9744649999999999,0.9999990000000001,0.157
86.3,0.0035,0.0008,0.8702,0.001673,0.00057,0.0,0.0,0.0,0.0,0.154107,0.005106,0.001709,0.000572,0.019541,0.001955,0.00045700000000000005,0.00028900000000000003,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.000143,0.000143,0.0,0.0,0.0006,0.000346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012929999999999999,0.0004980000000000001,0.0,0.0,0.815491,0.005485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001187,0.000468,0.0,0.0,0.002799,0.0007469999999999999,0.0006,0.000346,0.0002,0.0002,0.0,0.8192,0.17732799999999999,0.974315,1.0,0.157
86.4,0.0035,0.0008,0.8709,0.0016,0.0005650000000000001,0.0,0.0,0.0,0.0,0.153802,0.005102000000000001,0.0016,0.0005650000000000001,0.01976,0.001962,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0006,0.000346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001598,0.0005650000000000001,0.0,0.0,0.8156,0.005485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145,0.000525,0.0,0.0,0.0023899999999999998,0.000683,0.0006,0.000346,0.0002,0.0002,0.0,0.8191999999999999,0.17780999999999997,0.9742520000000001,1.0,0.157
86.5,0.0033,0.0008,0.8694,0.0014320000000000001,0.00053,0.0,0.0,0.0,0.0,0.1538,0.005102000000000001,0.0016,0.0005650000000000001,0.020163999999999998,0.0019809999999999997,0.00043499999999999995,0.000264,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0005139999999999999,0.000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013160000000000001,0.000496,0.0,0.0,0.8156,0.005485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001568,0.0005549999999999999,0.0,0.0,0.0023190000000000003,0.0006730000000000001,0.000656,0.00035,0.000195,0.000195,0.0,0.819205,0.177997,0.9742,0.999999,0.156802
86.6,0.003,0.0008,0.8686,0.001516,0.000541,0.0,0.0,0.0,0.0,0.1538,0.005102000000000001,0.0016,0.0005650000000000001,0.02025,0.0019850000000000002,0.0004,0.000283,0.0,0.0,0.0,0.0,0.000314,0.00022999999999999998,0.0,0.0,0.0,0.0,0.000183,0.000183,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001009,0.00044699999999999997,0.0,0.0,0.815565,0.005484,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-05,1.7e-05,0.0,0.0,0.0016,0.0005650000000000001,0.0,0.0,0.002541,0.0006940000000000001,0.0008060000000000001,0.000376,0.0,0.0,0.0,0.819285,0.177659,0.9740869999999999,1.000001,0.156512
86.7,0.0025,0.0007,0.872,0.00195,0.000601,0.0,0.0,0.0,0.0,0.1538,0.005102000000000001,0.001605,0.0005650000000000001,0.019445,0.0019440000000000002,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.00044699999999999997,0.0,0.0,0.815467,0.0054859999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.002042,0.000628,0.0,0.0,0.002693,0.000705,0.0006,0.000346,0.0,0.0,0.0,0.819072,0.177287,0.974659,1.000002,0.1562
86.8,0.0021,0.0006,0.8723,0.002052,0.000634,0.0,0.0,0.0,0.0,0.154113,0.005104,0.001849,0.000601,0.0189,0.0019199999999999998,0.000273,0.000213,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000217,0.00020099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.00044699999999999997,0.0,0.0,0.815334,0.005487,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0020870000000000003,0.000625,0.0,0.0,0.002848,0.000734,0.000727,0.00036899999999999997,0.0,0.0,0.0,0.819,0.17679,0.9748030000000001,1.0,0.15651299999999999
86.9,0.0027,0.0007,0.8669,0.001732,0.0005690000000000001,0.0,0.0,0.0,0.0,0.15473699999999999,0.0051140000000000005,0.002,0.0006320000000000001,0.018749000000000002,0.001916,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.00044699999999999997,0.0,0.0,0.815507,0.005484,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.001529,0.000535,0.0,0.0,0.003001,0.000773,0.000745,0.000375,0.0,0.0,0.0,0.819252,0.17661499999999997,0.9746499999999999,1.0,0.157082
87.0,0.0026,0.0007,0.8653,0.001443,0.000531,0.0,0.0,0.0,0.0,0.154619,0.005113,0.0020399999999999997,0.000633,0.018424,0.0018960000000000001,0.00039,0.000276,0.0,0.0,0.0,0.0,0.0004,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-05,3.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001181,0.000482,0.0,0.0,0.815917,0.00548,0.0,0.0,0.0,0.0,0.0,0.0,0.000285,0.000212,0.0,0.0,0.001866,0.000598,0.0,0.0,0.002793,0.000746,0.0006,0.000346,0.0,0.0,0.0,0.819674,0.176807,0.974877,1.0,0.15719
