,Proliferation_0.5,Proliferation_1,Proliferation_3,Proliferation_6,Proliferation_24,Quiescence_1,Quiescence_6,Quiescence_24,Quiescence_96,Senescence_1,Senescence_6,Senescence_24,Senescence_96
c-Jun (Phospho-Ser63),0.9712238825192987,1.0876952896831735,1.1287040181991959,1.309884914514691,0.9058005645394558,1.0556230147561416,1.238896826231524,1.4582545739862334,1.0594194658164258,1.1432558955027614,1.1208038966522489,1.0747398325987318,1.292764607632602
GSK3 beta (Phospho-Ser9),0.7783282572102264,0.8949298845708591,1.0259392120544262,1.0011868179437093,0.6676374431111818,0.6563498693824508,0.7064598103487486,0.587271916743682,0.8471397531646127,0.8874023051843688,0.9298972075922676,0.8872956828319037,0.827994539898199
c-Jun (Phospho-Ser73),1.0211626406709196,1.0766167760015284,0.9846493634381372,1.174905110292095,0.896973849491835,1.1075904045828857,1.1218119732007779,1.342361710474696,1.0551047875408575,0.9893152224824355,1.0307625883749798,1.0901138161588322,1.452418447694038
Elk1 (Phospho-Ser383),2.8107812371549006,2.1966595384006986,1.4449451579612056,1.605798955335252,2.276623898621216,1.1617320136499438,3.531577732762378,1.2973826004658966,1.0585236215981932,2.791401315180142,3.367961598142231,2.7072501680382217,2.9298530480300125
PDK1 (Phospho-Ser241),1.1821850675411358,1.231066930061664,1.2642506971783931,1.1117988839176627,1.02925525688236,4.671343631044137,1.175130027830703,1.1704144103329281,4.374845841522269,1.0854224112307658,4.964150357843068,1.1570221084138936,1.587351790231242
Raf1 (Phospho-Ser259),0.7360127794218541,1.1150918503825962,1.087147177925823,0.739864679025249,0.6272380734867888,0.6760199819276081,0.7567779184290964,0.7400132905260968,0.5718845277007168,1.0007627969220476,1.1639113975775426,1.0708926657479712,1.2982430767582624
GSK3 alpha (Phospho-Ser21),2.094817944175062,2.255788887817535,0.8202075537941351,1.1072304644050663,1.2020693224150156,2.080783686554001,2.1960108459377943,1.3088627777782444,2.33507886598978,1.3099196124548036,2.2788256108284677,1.7451322856970177,2.7515778943049676
MEK2 (Phospho-Thr394),1.0017656213825563,2.222914273708315,0.7185634164700023,1.0912578806036775,1.0432446598823841,2.2804959854480207,1.155790723613771,1.218551851687226,1.5968060960867383,1.0519884788285014,1.3589979795573637,1.1766247739193743,1.8549405462248254
PTEN (Phospho-Ser380),0.8731181847087517,0.9849086862015973,0.9610902801449328,1.1253531476866094,0.8695636897075746,0.9680611785874944,1.004726992624118,1.0576351855284771,1.0019251721808922,0.9019972377349426,1.0467693746877729,4.2434385907054715,1.2439695038120233
NFkB-p65 (Phospho-Thr254),1.0107755843677722,1.0729712689313498,1.0087921244380735,1.1120560136525302,0.8272003304654106,1.0669949034321504,1.172042360060514,0.9131916217289063,1.0771396943464444,1.079653118634203,1.0208149004231653,1.294754889214449,1.3585985183804685
NFkB-p65 (Phospho-Ser276),1.0866641107851978,1.1990317734285385,0.9531685024521613,1.2302039015834914,1.0145847190472914,1.0708634853161951,1.4441211509306253,1.2533697655599558,1.0488169425441562,1.054236685772025,1.2467088240170836,1.2901252496811713,1.221496090884495
NFkB-p65 (Phospho-Thr435),0.8536474519456843,1.108869245331024,0.65876815124729,1.3275728942174518,1.189596315966424,1.2848351244603655,1.6968705198374665,1.148139399702994,1.1562718003283703,1.1636426057849112,1.4408329492836898,1.19352274278959,1.500790149922359
NFkB-p65 (Phospho-Ser468),0.6999731618805353,0.8244398594075625,0.28460719315722577,0.7616820839788306,0.2556999361750909,1.7735258689359057,1.773395489568307,0.22971525541251928,0.20649237847819962,0.31443156690812046,0.7158617478321224,0.3345821181983599,1.441218030885674
NFkB-p65 (Phospho-Ser536),0.838361338922035,0.8563640009578563,0.7801074609921758,1.067472881877477,0.548869085226724,1.1415029568097828,1.0293045471661966,1.159833550617504,0.6064661733677349,1.0093710358651298,0.752642441059583,1.0038644494056674,1.0901947300255588
NFkB-p100/p52 (Phospho-Ser865),0.5264229792937413,0.5906690808289433,0.8370294449636082,0.43922125389752875,0.4095771002245822,0.49022404840521566,0.4569754477686183,1.0524442024750271,0.8115243405572189,0.4875818742797665,0.600529243305432,0.5343566984969527,0.6972312984686437
NFkB-p100/p52 (Phospho-Ser869),1.4179059698635945,1.7185654338124103,1.129896399620318,1.5248839858837915,1.2155361621355836,1.6391278884496463,2.482870377590966,1.3425357831856437,1.4015276602239457,1.2738516139935776,1.5652265353892172,1.7744886796830972,1.8287807451903562
MKK4/SEK1 (Phospho-Ser80),0.9057616241858591,1.1960009527357562,1.0612841806154483,1.217265195041573,0.8326197489496987,0.9916302978773821,1.0525190143618013,1.1517483748821251,0.9703176464081087,0.955736912326125,0.916503776187416,0.9838255230442321,1.1981574422455854
ASK1 (Phospho-Ser966),1.0218963252475282,1.2380939965706608,1.1029510424674849,1.285778087026491,0.9975956856347281,1.1065578175458137,1.0864936757762618,1.2573275304996723,0.9880391122864736,1.0535467996037453,1.0974651505142827,1.0243786593234705,1.3391301233544637
HDAC4 (Phospho-Ser632),0.8201091363023176,1.0548742955785548,1.0297874297864074,1.1519360241321832,0.9493968838769813,1.071542755389049,1.1665223604792987,1.1524486839944017,1.2270720496258039,0.9582619547336774,1.0457827167401106,0.9976375645775616,1.242282647195052
HDAC5 (Phospho-Ser498),0.937753069389369,1.1526673052641885,1.1389048144829714,1.3278811474733372,0.6168428342078734,1.2520398667445676,1.2391822564611883,1.4971479725506902,0.943487425009622,1.0631252466717365,1.0235250089787995,1.1097025886059049,1.6318030710048501
HDAC8 (Phospho-Ser39),0.9938753411360709,1.096628696910473,1.1860215005779005,1.2609141929587202,0.770895871419682,1.017501794095847,1.0655526659384222,0.9556293821363118,1.0580632394459737,0.92584352764433,0.9955719503848437,1.0019000455852634,1.0693648188236289
HSP27 (Phospho-Ser15),1.1652476457570147,1.202294285111325,0.9728008964498547,0.8728083887485318,0.8596625312080534,1.0320602970330737,1.0685548162516183,1.135374250889463,1.115645713176692,1.0307127807184335,1.0659420435744968,0.9429812035422412,1.3932605994783567
SMC1 (Phospho-Ser957),1.9328048168590064,1.6008763773008088,1.5802827600759652,0.9955619120963749,1.3090084123177648,1.4421148108366153,1.6585329587205533,1.6414683629434512,1.6002422611036338,1.5814932084309132,1.5365621458254628,1.4772827030061755,1.4019872515935505
