Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
0.2000	0.4504	0.0071	4.5874	0.6487	0.3513	B	0.018766	0.001908	A -- B -- D	0.010042	0.001402	B -- C	0.031852	0.002475	A	0.013886	0.001646	B -- T -- D	0.021493	0.002029	T -- C -- D	0.016505	0.001767	A -- T -- C	0.024815	0.002190	T	0.006052	0.001072	T -- D	0.011217	0.001479	A -- B -- T -- C -- D	0.018045	0.001865	A -- B -- C	0.027536	0.002298	<nil>	0.068384	0.003559	A -- B -- T -- D	0.013697	0.001620	D	0.090140	0.004039	C -- D	0.142134	0.004922	B -- D	0.023317	0.002124	B -- T -- C -- D	0.034847	0.002576	A -- B -- T	0.020418	0.001982	C	0.090669	0.004055	A -- B	0.015644	0.001750	B -- C -- D	0.034354	0.002565	T -- C	0.012693	0.001554	A -- D	0.023713	0.002149	A -- C -- D	0.035675	0.002620	A -- T -- D	0.027099	0.002293	A -- T -- C -- D	0.041698	0.002822	B -- T	0.019530	0.001942	A -- B -- C -- D	0.017280	0.001826	A -- C	0.021273	0.002033	A -- T	0.016145	0.001770	B -- T -- C	0.026717	0.002265	A -- B -- T -- C	0.024363	0.002170
0.2100	0.4432	0.0071	4.5659	0.6541	0.3459	B	0.018114	0.001875	T -- C -- D	0.015537	0.001725	A -- B -- D	0.009949	0.001398	B -- C	0.032121	0.002469	A	0.013425	0.001625	B -- T -- D	0.021779	0.002048	A -- T -- C	0.025020	0.002204	T	0.005289	0.001006	T -- D	0.011002	0.001464	A -- B -- T -- C -- D	0.017889	0.001864	A -- B -- C	0.027275	0.002285	<nil>	0.069044	0.003571	A -- B -- T -- D	0.012513	0.001557	D	0.090717	0.004049	C -- D	0.146533	0.004988	B -- D	0.023091	0.002119	B -- T -- C -- D	0.035951	0.002620	A -- B -- T	0.019792	0.001951	C	0.092110	0.004076	A -- B	0.015256	0.001722	B -- C -- D	0.034191	0.002561	T -- C	0.013249	0.001601	A -- D	0.023566	0.002143	A -- C -- D	0.035925	0.002630	A -- T -- D	0.026750	0.002279	A -- T -- C -- D	0.041319	0.002809	B -- T	0.019635	0.001938	A -- B -- C -- D	0.016778	0.001808	A -- C	0.020868	0.002019	A -- T	0.015195	0.001722	B -- T -- C	0.025751	0.002216	A -- B -- T -- C	0.024367	0.002168
0.2200	0.4376	0.0071	4.5472	0.6586	0.3414	B	0.017532	0.001845	T -- C -- D	0.015312	0.001707	A -- B -- D	0.010116	0.001410	B -- C	0.031533	0.002458	A	0.012865	0.001591	B -- T -- D	0.021094	0.002023	A -- T -- C	0.025100	0.002209	T	0.004657	0.000927	T -- D	0.011320	0.001472	A -- B -- T -- C -- D	0.018056	0.001877	A -- B -- C	0.026795	0.002274	D	0.092324	0.004083	C -- D	0.149335	0.005032	B -- D	0.022541	0.002093	B -- T -- C -- D	0.035559	0.002609	A -- B -- T	0.018591	0.001895	C	0.094376	0.004119	A -- C -- D	0.036135	0.002638	A -- B	0.015033	0.001716	B -- C -- D	0.034588	0.002580	T -- C	0.012931	0.001571	A -- D	0.023284	0.002129	A -- B -- T -- D	0.012445	0.001560	<nil>	0.069350	0.003579	A -- T -- D	0.026527	0.002269	A -- T -- C -- D	0.041502	0.002819	B -- T	0.020068	0.001962	A -- B -- C -- D	0.016190	0.001782	A -- C	0.020765	0.002011	A -- T	0.014478	0.001686	B -- T -- C	0.026037	0.002237	A -- B -- T -- C	0.023561	0.002135
0.2300	0.4318	0.0070	4.5260	0.6631	0.3369	B	0.016608	0.001797	T	0.004630	0.000946	T -- C -- D	0.015626	0.001713	A -- B -- D	0.010335	0.001427	B -- C	0.031706	0.002463	A	0.012679	0.001577	B -- T -- D	0.020583	0.002006	A -- T -- C	0.024557	0.002183	T -- D	0.010845	0.001443	A -- B -- T -- C -- D	0.018440	0.001890	A -- B -- C	0.026216	0.002247	D	0.092878	0.004088	C -- D	0.153842	0.005086	B -- D	0.021797	0.002058	B -- T -- C -- D	0.034404	0.002558	A -- B -- T	0.016509	0.001778	C	0.097118	0.004175	A -- C -- D	0.036152	0.002636	A -- B	0.015056	0.001720	B -- C -- D	0.034678	0.002572	T -- C	0.012072	0.001539	A -- D	0.022980	0.002114	A -- B -- T -- D	0.012204	0.001549	<nil>	0.069230	0.003576	A -- T -- D	0.026278	0.002258	A -- T -- C -- D	0.041697	0.002819	B -- T	0.021129	0.002017	A -- B -- C -- D	0.015447	0.001728	A -- C	0.020324	0.001993	A -- T	0.014202	0.001668	B -- T -- C	0.025940	0.002242	A -- B -- T -- C	0.023838	0.002142
0.2400	0.4243	0.0070	4.5053	0.6686	0.3314	B	0.015628	0.001741	T -- C	0.012121	0.001537	T	0.005201	0.000994	A -- B -- D	0.009713	0.001382	B -- C	0.032282	0.002475	A	0.012319	0.001557	B -- T -- D	0.020337	0.001981	A -- T -- C	0.023695	0.002140	T -- D	0.010488	0.001419	A -- B -- T -- C -- D	0.017985	0.001861	A -- B -- C	0.025206	0.002202	D	0.092887	0.004093	C -- D	0.159384	0.005156	B -- D	0.021434	0.002037	A -- C -- D	0.036957	0.002655	A -- B	0.015012	0.001715	B -- C -- D	0.034514	0.002566	T -- C -- D	0.015856	0.001728	A -- T	0.013954	0.001657	A -- D	0.022193	0.002072	C	0.098900	0.004209	B -- T -- C -- D	0.033832	0.002543	A -- B -- T	0.015365	0.001725	A -- B -- T -- D	0.012305	0.001547	<nil>	0.068700	0.003572	A -- T -- D	0.025309	0.002214	A -- T -- C -- D	0.042376	0.002838	B -- T	0.020849	0.001996	A -- B -- C -- D	0.014925	0.001705	A -- C	0.020098	0.001981	B -- T -- C	0.026145	0.002237	A -- B -- T -- C	0.024028	0.002141
0.2500	0.4175	0.0070	4.4794	0.6735	0.3265	B	0.014981	0.001701	T -- C	0.011412	0.001480	A -- B -- T -- C -- D	0.017576	0.001851	T	0.005441	0.001011	A -- B -- D	0.009339	0.001357	A -- B -- T -- C	0.023584	0.002131	A	0.011885	0.001525	B -- T -- D	0.019821	0.001953	A -- T -- C	0.023512	0.002131	T -- D	0.010556	0.001414	B -- C	0.032145	0.002468	A -- B -- C	0.024024	0.002149	D	0.093267	0.004103	C -- D	0.164788	0.005233	B -- D	0.021003	0.002021	A -- B	0.014588	0.001688	B -- C -- D	0.033927	0.002541	T -- C -- D	0.015288	0.001708	A -- T	0.013157	0.001605	A -- D	0.021988	0.002067	C	0.101235	0.004254	B -- T -- C -- D	0.033752	0.002535	A -- B -- T	0.014891	0.001708	A -- C -- D	0.037660	0.002685	A -- B -- T -- D	0.011862	0.001525	<nil>	0.069162	0.003574	A -- T -- D	0.025774	0.002234	A -- T -- C -- D	0.042500	0.002850	B -- T	0.020156	0.001974	A -- B -- C -- D	0.014550	0.001680	A -- C	0.019594	0.001955	B -- T -- C	0.026584	0.002250
0.2600	0.4104	0.0069	4.4558	0.6777	0.3223	T -- C	0.010921	0.001446	A -- B -- T -- C -- D	0.017640	0.001842	T	0.005533	0.001022	A -- B -- D	0.009270	0.001349	A -- B -- T -- C	0.023608	0.002129	A	0.011211	0.001483	B -- T -- D	0.019366	0.001934	A -- T -- C	0.022832	0.002103	A -- B -- C	0.023749	0.002147	T -- D	0.010784	0.001447	B -- C	0.031908	0.002473	D	0.093858	0.004112	B -- D	0.020407	0.001990	B -- T -- C -- D	0.033096	0.002515	A -- B -- T	0.014597	0.001691	C	0.103383	0.004293	A -- B	0.014198	0.001659	B -- C -- D	0.033871	0.002544	T -- C -- D	0.015048	0.001684	A -- T	0.012896	0.001589	A -- D	0.021668	0.002057	C -- D	0.169573	0.005292	B	0.013986	0.001629	A -- C -- D	0.037968	0.002694	A -- B -- T -- D	0.011137	0.001466	<nil>	0.069670	0.003588	A -- T -- D	0.025844	0.002234	A -- T -- C -- D	0.042209	0.002834	B -- T	0.019262	0.001932	A -- B -- C -- D	0.014268	0.001658	A -- C	0.019233	0.001930	B -- T -- C	0.027005	0.002283
0.2700	0.4044	0.0069	4.4335	0.6833	0.3167	T -- C	0.010919	0.001439	A -- B -- T -- C -- D	0.017437	0.001838	A -- B -- D	0.008834	0.001313	A -- B -- T -- C	0.023513	0.002130	A	0.010720	0.001453	B -- T -- D	0.018969	0.001911	A -- T -- C	0.022457	0.002094	A -- B -- C	0.023088	0.002114	T -- D	0.010450	0.001413	T	0.005552	0.001007	B -- C	0.031970	0.002472	D	0.095459	0.004144	B -- D	0.019671	0.001954	B -- T -- C -- D	0.033332	0.002516	A -- B -- T	0.014067	0.001659	C	0.104615	0.004314	A -- B	0.013048	0.001597	B -- C -- D	0.033861	0.002544	T -- C -- D	0.015260	0.001715	A -- T	0.012739	0.001580	A -- D	0.021453	0.002047	C -- D	0.174137	0.005354	B	0.014258	0.001668	A -- C -- D	0.037264	0.002671	A -- B -- T -- D	0.010528	0.001430	<nil>	0.069735	0.003590	B -- T	0.018569	0.001896	A -- T -- C -- D	0.042113	0.002838	A -- T -- D	0.025717	0.002236	A -- B -- C -- D	0.014315	0.001662	A -- C	0.019443	0.001949	B -- T -- C	0.026507	0.002248
0.2800	0.3978	0.0069	4.4102	0.6896	0.3104	T -- C	0.010835	0.001444	A -- B -- T -- C -- D	0.016211	0.001765	A -- B -- D	0.008634	0.001302	A -- B -- T -- C	0.022713	0.002090	A	0.010400	0.001435	B -- T -- D	0.019566	0.001955	A -- T -- C	0.022617	0.002095	A -- B -- C	0.022819	0.002104	T -- D	0.009399	0.001346	T	0.006198	0.001099	B -- C	0.030785	0.002429	D	0.097017	0.004169	B -- D	0.019452	0.001941	B -- T -- C -- D	0.033629	0.002528	A -- B -- T	0.012994	0.001581	C	0.106781	0.004355	A -- B	0.012119	0.001535	B -- C -- D	0.032954	0.002509	T -- C -- D	0.016382	0.001774	A -- T	0.012529	0.001567	A -- D	0.021372	0.002041	C -- D	0.178709	0.005404	B	0.014183	0.001654	A -- C -- D	0.037344	0.002678	A -- B -- T -- D	0.010064	0.001400	<nil>	0.069077	0.003582	B -- T	0.017751	0.001852	A -- T -- C -- D	0.042186	0.002839	A -- T -- D	0.025186	0.002209	A -- B -- C -- D	0.013831	0.001647	A -- C	0.019333	0.001945	B -- T -- C	0.026932	0.002278
0.2900	0.3910	0.0069	4.3809	0.6946	0.3054	A -- B -- T	0.012068	0.001522	T -- C	0.009873	0.001377	A -- B -- T -- C -- D	0.015607	0.001744	T -- D	0.008705	0.001288	A -- B -- D	0.008557	0.001297	A -- B -- T -- C	0.022389	0.002068	A	0.010400	0.001435	B -- T -- D	0.019378	0.001942	A -- T -- C	0.022497	0.002095	A -- B -- C	0.022591	0.002099	B -- C	0.030053	0.002394	D	0.097343	0.004180	B -- D	0.018735	0.001905	B -- T -- C -- D	0.033415	0.002530	C	0.109037	0.004392	A -- B	0.011192	0.001482	B -- C -- D	0.032698	0.002488	T -- C -- D	0.015608	0.001709	A -- T	0.011633	0.001515	A -- D	0.020810	0.002017	C -- D	0.184822	0.005466	B	0.014188	0.001663	A -- C -- D	0.037576	0.002686	A -- B -- T -- D	0.009847	0.001386	<nil>	0.068812	0.003573	B -- T	0.017954	0.001861	A -- T -- C -- D	0.042435	0.002848	A -- T -- D	0.025238	0.002215	A -- B -- C -- D	0.013389	0.001607	T	0.006483	0.001125	A -- C	0.019200	0.001941	B -- T -- C	0.027467	0.002285
0.3000	0.3845	0.0069	4.3522	0.6996	0.3004	A -- B -- T	0.010986	0.001473	T -- C	0.009893	0.001372	A -- B -- T -- C -- D	0.015222	0.001713	T -- D	0.007819	0.001217	A -- B -- D	0.008195	0.001259	B -- C	0.029957	0.002397	A -- B -- T -- C	0.022000	0.002064	A	0.010400	0.001435	B -- T -- D	0.019178	0.001928	A -- T -- C	0.022326	0.002086	D	0.099295	0.004211	B -- D	0.018333	0.001881	B -- T -- C -- D	0.032759	0.002493	C	0.110383	0.004419	A -- C -- D	0.037703	0.002689	B	0.013347	0.001608	A -- B	0.010728	0.001452	B -- C -- D	0.032262	0.002487	T -- C -- D	0.015248	0.001697	A -- T	0.011600	0.001514	A -- D	0.020444	0.001997	C -- D	0.190453	0.005539	A -- B -- T -- D	0.009525	0.001365	<nil>	0.068492	0.003553	B -- T	0.017525	0.001843	A -- T -- C -- D	0.042548	0.002848	A -- T -- D	0.024923	0.002201	A -- B -- C -- D	0.013026	0.001599	T	0.006684	0.001122	A -- C	0.018850	0.001918	B -- T -- C	0.027948	0.002315	A -- B -- C	0.021944	0.002064
0.3100	0.3765	0.0068	4.3232	0.7031	0.2969	A -- B -- T	0.010566	0.001433	A -- B -- T -- C -- D	0.014496	0.001679	T -- D	0.007066	0.001171	A -- B -- D	0.008152	0.001269	B -- C	0.028806	0.002353	A -- B -- T -- C	0.021169	0.002018	A	0.010400	0.001435	B -- T -- D	0.019032	0.001922	A -- T -- C	0.022271	0.002083	A -- B -- C	0.021957	0.002058	D	0.102243	0.004270	B -- D	0.017909	0.001860	B -- T -- C -- D	0.032572	0.002493	C	0.112309	0.004446	A -- C -- D	0.037452	0.002683	B	0.012715	0.001577	A -- B	0.010407	0.001426	B -- C -- D	0.031553	0.002461	T -- C -- D	0.015188	0.001705	A -- T	0.011447	0.001502	A -- D	0.020001	0.001980	C -- D	0.195133	0.005588	A -- B -- T -- D	0.009226	0.001341	<nil>	0.067976	0.003550	B -- T	0.016303	0.001778	A -- T -- C -- D	0.043269	0.002875	A -- T -- D	0.024439	0.002180	A -- B -- C -- D	0.013138	0.001591	T	0.006392	0.001102	A -- C	0.018463	0.001901	B -- T -- C	0.028094	0.002315	T -- C	0.009856	0.001355
0.3200	0.3707	0.0068	4.2991	0.7073	0.2927	A -- B -- T	0.009769	0.001372	A -- B -- T -- C -- D	0.013957	0.001649	T -- D	0.006925	0.001148	A -- B -- D	0.007702	0.001232	B -- C	0.028085	0.002322	A -- B -- T -- C	0.021263	0.002028	A	0.010400	0.001435	B -- T -- D	0.018828	0.001905	A -- T -- C	0.021996	0.002071	A -- B -- C	0.022080	0.002072	D	0.104329	0.004312	B -- D	0.016779	0.001805	B -- T -- C -- D	0.032735	0.002504	C	0.113214	0.004466	A -- C -- D	0.037208	0.002673	B	0.012779	0.001574	A -- B	0.009615	0.001372	B -- C -- D	0.030789	0.002430	T -- C -- D	0.014915	0.001700	A -- T	0.011170	0.001478	A -- D	0.019918	0.001974	C -- D	0.199669	0.005642	A -- B -- T -- D	0.009031	0.001336	<nil>	0.068051	0.003550	B -- T	0.016021	0.001752	A -- T -- C -- D	0.043207	0.002875	A -- T -- D	0.024200	0.002173	A -- B -- C -- D	0.012996	0.001595	T	0.006249	0.001087	A -- C	0.018200	0.001891	B -- T -- C	0.027414	0.002296	T -- C	0.010504	0.001420
0.3300	0.3642	0.0068	4.2750	0.7109	0.2891	A -- B -- T	0.009447	0.001362	A -- B -- D	0.007460	0.001207	A -- B -- T -- C -- D	0.013253	0.001611	T -- D	0.006841	0.001141	B -- D	0.016151	0.001765	B -- C	0.027264	0.002288	A -- B -- T -- C	0.021010	0.002023	A	0.010202	0.001419	B -- T -- D	0.018107	0.001874	A -- T -- C	0.022100	0.002077	A -- B -- T -- D	0.009046	0.001327	<nil>	0.068594	0.003559	D	0.105334	0.004329	B -- T -- C -- D	0.032978	0.002506	C	0.115280	0.004501	A -- C -- D	0.037339	0.002680	B	0.012344	0.001540	A -- B	0.008970	0.001321	B -- C -- D	0.030556	0.002420	T -- C -- D	0.015216	0.001702	A -- T	0.010600	0.001448	A -- D	0.019562	0.001955	C -- D	0.203763	0.005684	B -- T	0.014812	0.001687	A -- T -- C -- D	0.043281	0.002875	A -- T -- D	0.023944	0.002153	A -- B -- C -- D	0.012785	0.001581	T	0.006830	0.001129	A -- C	0.018193	0.001889	B -- T -- C	0.026324	0.002249	T -- C	0.010549	0.001414	A -- B -- C	0.021864	0.002057
0.3400	0.3577	0.0068	4.2477	0.7162	0.2838	A -- B -- T	0.009151	0.001342	A -- B -- D	0.007044	0.001176	T -- D	0.007608	0.001213	A -- B -- T -- C -- D	0.013203	0.001602	B -- C	0.027143	0.002274	B -- D	0.015301	0.001722	A -- B -- T -- C	0.020440	0.001993	A	0.009650	0.001379	A -- T -- C	0.021808	0.002065	A -- B -- C	0.021000	0.002008	B -- T -- D	0.017603	0.001845	A -- B -- T -- D	0.009400	0.001355	<nil>	0.068206	0.003554	D	0.106680	0.004355	B -- T -- C -- D	0.032160	0.002486	C	0.118211	0.004545	A -- C -- D	0.037286	0.002678	B	0.012014	0.001535	A -- B	0.008086	0.001258	B -- C -- D	0.030912	0.002429	C -- D	0.208155	0.005725	A -- D	0.019600	0.001961	B -- T	0.013944	0.001646	A -- T -- C -- D	0.043349	0.002872	A -- T -- D	0.023070	0.002116	A -- B -- C -- D	0.011990	0.001519	T	0.006961	0.001157	A -- C	0.018175	0.001888	A -- T	0.010584	0.001446	T -- C -- D	0.015527	0.001718	B -- T -- C	0.026163	0.002245	T -- C	0.009574	0.001337
0.3500	0.3515	0.0067	4.2220	0.7198	0.2802	A -- B -- T	0.008895	0.001322	A -- B -- D	0.006698	0.001143	T -- C	0.008691	0.001297	T -- D	0.007995	0.001232	A -- B -- T -- C -- D	0.012996	0.001588	B -- C	0.027172	0.002278	B -- D	0.014960	0.001700	A -- B -- T -- C	0.019932	0.001960	A	0.009496	0.001368	A -- T -- C	0.021594	0.002053	B -- T -- D	0.016873	0.001809	D	0.107178	0.004362	B -- T -- C -- D	0.031407	0.002455	C	0.119590	0.004575	A -- C -- D	0.036985	0.002660	B	0.011370	0.001492	A -- B	0.008101	0.001253	B -- C -- D	0.031699	0.002467	C -- D	0.213976	0.005786	B -- T	0.013374	0.001613	A -- T -- C -- D	0.043904	0.002889	A -- D	0.019440	0.001951	A -- T -- D	0.022753	0.002101	<nil>	0.067149	0.003530	A -- B -- T -- D	0.009623	0.001371	A -- B -- C -- D	0.011494	0.001493	T	0.007246	0.001173	A -- C	0.017775	0.001858	A -- T	0.010400	0.001435	T -- C -- D	0.015052	0.001691	B -- T -- C	0.026035	0.002237	A -- B -- C	0.020149	0.001968
0.3600	0.3470	0.0067	4.1982	0.7244	0.2756	A -- B -- T	0.008283	0.001272	A -- B -- D	0.006400	0.001119	T -- C	0.008972	0.001307	T -- D	0.007562	0.001203	A -- B -- T -- C -- D	0.012531	0.001551	B -- C	0.027416	0.002292	B -- D	0.014325	0.001670	A -- B -- T -- C	0.019392	0.001941	A	0.009211	0.001349	A -- T -- C	0.021415	0.002045	B -- T -- D	0.016634	0.001802	D	0.107907	0.004376	B -- T -- C -- D	0.031606	0.002461	C	0.120015	0.004586	A -- C -- D	0.036880	0.002663	B	0.011675	0.001513	A -- B	0.007829	0.001235	B -- C -- D	0.032289	0.002495	C -- D	0.218671	0.005837	B -- T	0.013315	0.001614	A -- T -- C -- D	0.043832	0.002891	A -- D	0.019286	0.001943	A -- T -- D	0.022692	0.002099	<nil>	0.067135	0.003532	A -- B -- T -- D	0.009389	0.001355	A -- B -- C -- D	0.011210	0.001470	T	0.006796	0.001143	A -- C	0.017200	0.001839	A -- T	0.010380	0.001427	T -- C -- D	0.013991	0.001639	B -- T -- C	0.026080	0.002239	A -- B -- C	0.019684	0.001950
0.3700	0.3413	0.0067	4.1706	0.7283	0.2717	A -- B -- T	0.007551	0.001212	A -- B -- D	0.006216	0.001096	T -- C	0.009872	0.001379	T -- D	0.006971	0.001147	A -- B -- T -- C -- D	0.012325	0.001556	B -- C	0.026654	0.002266	B -- D	0.014114	0.001653	A -- B -- T -- C	0.019351	0.001943	A	0.009000	0.001336	A -- T -- C	0.021169	0.002030	B -- T -- D	0.016769	0.001805	D	0.109405	0.004403	B -- T -- C -- D	0.031272	0.002448	C	0.121564	0.004610	A -- C -- D	0.036934	0.002663	B	0.010809	0.001453	A -- B	0.007800	0.001244	B -- C -- D	0.031793	0.002464	C -- D	0.223354	0.005876	B -- T	0.013548	0.001622	A -- T -- C -- D	0.043730	0.002889	A -- D	0.018705	0.001912	A -- T -- D	0.022554	0.002096	<nil>	0.067537	0.003538	A -- B -- T -- D	0.008780	0.001313	A -- B -- C -- D	0.011014	0.001467	T	0.006368	0.001112	A -- C	0.017047	0.001827	A -- T	0.010310	0.001423	T -- C -- D	0.013345	0.001596	B -- T -- C	0.024945	0.002192	A -- B -- C	0.019194	0.001933
0.3800	0.3369	0.0067	4.1488	0.7318	0.2682	A -- B -- T	0.007134	0.001183	A -- B -- D	0.005944	0.001083	T -- D	0.007146	0.001184	B -- C	0.026895	0.002269	B -- D	0.013451	0.001609	A -- B -- T -- C	0.019372	0.001941	A	0.008695	0.001309	A -- T -- C	0.020666	0.002005	A -- B -- T -- C -- D	0.012350	0.001550	A -- B -- C	0.018337	0.001885	B -- T -- D	0.016289	0.001785	D	0.110155	0.004419	B -- T -- C -- D	0.030632	0.002417	C	0.122078	0.004616	A -- C -- D	0.037037	0.002667	B	0.010552	0.001434	A -- B	0.007781	0.001233	B -- C -- D	0.031344	0.002455	C -- D	0.228456	0.005926	B -- T	0.013725	0.001635	A -- T -- C -- D	0.043703	0.002882	A -- D	0.018600	0.001911	A -- T -- D	0.022408	0.002089	<nil>	0.067315	0.003534	A -- B -- T -- D	0.008525	0.001288	A -- B -- C -- D	0.010735	0.001453	T	0.006106	0.001086	A -- C	0.016588	0.001801	A -- T	0.010283	0.001423	T -- C -- D	0.013585	0.001590	B -- T -- C	0.023495	0.002124	T -- C	0.010617	0.001424
0.3900	0.3319	0.0067	4.1259	0.7349	0.2651	A -- B -- T	0.007200	0.001196	A -- B -- D	0.005837	0.001072	T -- D	0.007109	0.001158	B -- C	0.026794	0.002265	B -- D	0.012628	0.001570	A -- B -- T -- C	0.018719	0.001909	A	0.008296	0.001278	A -- T -- C	0.020501	0.002001	A -- B -- T -- C -- D	0.012325	0.001556	A -- B -- C	0.017331	0.001835	B -- T -- D	0.015735	0.001745	D	0.111702	0.004447	B -- T -- C -- D	0.030154	0.002407	C	0.123807	0.004643	A -- C -- D	0.037223	0.002666	B	0.010354	0.001421	A -- B	0.007375	0.001195	B -- C -- D	0.031484	0.002448	C -- D	0.232119	0.005959	B -- T	0.013136	0.001605	A -- T -- C -- D	0.043715	0.002889	A -- D	0.018502	0.001901	A -- T -- D	0.022341	0.002086	<nil>	0.066722	0.003520	A -- B -- T -- D	0.008545	0.001298	A -- B -- C -- D	0.010756	0.001437	T	0.005986	0.001083	A -- C	0.016173	0.001776	A -- T	0.010258	0.001422	T -- C -- D	0.013687	0.001613	T -- C	0.010629	0.001417	B -- T -- C	0.022858	0.002090
0.4000	0.3265	0.0066	4.1030	0.7388	0.2612	A -- B -- T	0.007266	0.001198	A -- B -- D	0.005546	0.001035	B -- D	0.012507	0.001551	B -- C	0.026203	0.002238	A -- B -- T -- C	0.018026	0.001874	A	0.008119	0.001265	A -- T -- C	0.020077	0.001981	A -- B -- T -- C -- D	0.011856	0.001510	A -- B -- C	0.016926	0.001808	A -- B -- T -- D	0.008285	0.001276	D	0.112696	0.004462	B -- T -- D	0.015348	0.001732	<nil>	0.066273	0.003513	B -- T -- C -- D	0.030599	0.002422	C	0.125011	0.004669	A -- C -- D	0.037200	0.002677	B	0.010537	0.001435	A -- B	0.006948	0.001167	B -- C -- D	0.031146	0.002445	C -- D	0.236268	0.005999	A -- D	0.018026	0.001881	B -- T	0.012774	0.001587	A -- T -- C -- D	0.044268	0.002905	A -- T -- D	0.022166	0.002081	A -- B -- C -- D	0.010521	0.001439	T	0.005932	0.001077	A -- C	0.015753	0.001756	A -- T	0.010200	0.001421	T -- C -- D	0.013732	0.001627	T -- C	0.010871	0.001454	T -- D	0.006897	0.001150	B -- T -- C	0.022023	0.002068
0.4100	0.3194	0.0066	4.0729	0.7417	0.2583	B	0.010424	0.001428	A -- B -- T	0.007640	0.001224	A -- B -- D	0.005320	0.001024	T	0.005623	0.001026	B -- D	0.012077	0.001541	B -- C	0.025486	0.002214	A -- B -- T -- C	0.017933	0.001865	A	0.007835	0.001245	A -- T -- C	0.019735	0.001958	A -- B -- T -- C -- D	0.011907	0.001529	D	0.114243	0.004484	B -- T -- D	0.015429	0.001729	<nil>	0.065249	0.003472	A -- B -- T -- D	0.007334	0.001186	B -- T -- C -- D	0.029758	0.002390	C	0.127384	0.004697	A -- C -- D	0.037525	0.002682	A -- B	0.006891	0.001160	B -- C -- D	0.029816	0.002393	C -- D	0.241493	0.006038	B -- T	0.011975	0.001530	A -- T -- C -- D	0.044146	0.002899	A -- D	0.017549	0.001848	A -- T -- D	0.021965	0.002072	A -- B -- C -- D	0.010276	0.001420	A -- C	0.015580	0.001751	A -- T	0.010200	0.001421	T -- C -- D	0.014150	0.001643	T -- C	0.010371	0.001404	T -- D	0.006495	0.001120	B -- T -- C	0.021684	0.002043	A -- B -- C	0.016506	0.001791
0.4200	0.3120	0.0065	4.0481	0.7445	0.2555	B	0.010346	0.001421	A -- B -- T	0.007928	0.001251	A -- B -- D	0.005356	0.001029	T	0.005408	0.001022	B -- D	0.011838	0.001528	B -- C	0.025118	0.002201	A -- B -- T -- C	0.017895	0.001863	A	0.007701	0.001231	T -- D	0.006310	0.001101	A -- T -- C	0.018955	0.001924	D	0.115432	0.004508	B -- T -- D	0.015751	0.001748	<nil>	0.063228	0.003428	A -- B -- T -- D	0.005869	0.001066	B -- T -- C -- D	0.029339	0.002368	C	0.129727	0.004742	A -- B -- T -- C -- D	0.011667	0.001505	A -- C -- D	0.037601	0.002683	A -- B	0.006635	0.001146	B -- C -- D	0.029034	0.002362	C -- D	0.245654	0.006080	B -- T	0.011653	0.001512	A -- T -- C -- D	0.044752	0.002919	A -- D	0.017038	0.001828	A -- T -- D	0.021855	0.002065	A -- B -- C -- D	0.010611	0.001433	A -- C	0.015437	0.001739	A -- T	0.010018	0.001407	T -- C -- D	0.014384	0.001668	T -- C	0.010100	0.001383	B -- T -- C	0.021160	0.002012	A -- B -- C	0.016202	0.001776
0.4300	0.3078	0.0065	4.0249	0.7475	0.2525	A -- B -- T	0.008088	0.001257	A -- B -- D	0.005230	0.001006	B	0.009898	0.001379	A -- B -- T -- C -- D	0.011617	0.001499	B -- D	0.011983	0.001526	B -- C	0.025418	0.002220	A -- B -- T -- C	0.017124	0.001827	A	0.007200	0.001196	A -- T -- C	0.019125	0.001934	A -- B -- C	0.015571	0.001749	T -- D	0.006071	0.001077	D	0.116078	0.004516	B -- T -- D	0.015018	0.001706	<nil>	0.062490	0.003409	A -- B -- T -- D	0.005776	0.001061	B -- T -- C -- D	0.028826	0.002344	C	0.130596	0.004754	A -- C -- D	0.037073	0.002669	A -- B	0.006116	0.001090	B -- C -- D	0.028682	0.002348	C -- D	0.250522	0.006113	A -- D	0.017102	0.001829	B -- T	0.010972	0.001456	A -- T -- C -- D	0.044626	0.002916	A -- T -- D	0.021812	0.002060	A -- B -- C -- D	0.010993	0.001464	T	0.005519	0.001024	A -- C	0.015400	0.001742	A -- T	0.009655	0.001375	T -- C -- D	0.014660	0.001671	T -- C	0.009794	0.001377	B -- T -- C	0.020964	0.002010
